MINMDT,MAXMDT,RANGEMDT,MEANMDT,STDMDT,MINPENDI,MAXPENDI,RANGEPENDI,MEANPENDI,STDPENDI,MINDISN10M,MAXDISN10M,RANGEDISN10M,MEANDISN10M,STDDISN10M,MINCARRETN,MAXCARRETN,RANGECARRETN,MEANCARRETN,STDCARRETN,MINDISAUT,MAXDISAUT,RANGEDISAUT,MEANDISAUT,STDDISAUT,MINDISFERR,MAXDISFERR,RANGEDISFERR,MEANDISFERR,STDDISFERR,TJUVEN03,TJUVEN10,TJUVEN21,RMASCU03,RMASCU10,RMASCU21,IENVEJ03,IENVEJ10,IENVEJ21,IREEMP03,IREEMP10,IREEMP21,PRMEF03,HIJMUJ03,PRMEF10,HIJMUJ10,PRMEF21,HIJMUJ21,CARMAT03,CARMAT10,CARMAT21,Shape_Length,Shape_Area,AREAKM2,NHOSPI,NFARMA,NCENTEDUC,DISTHOSPIT,DISTFARMA,DISTATPRIM,VIVTUR21,PLA21,CBMAS30,COB3G,COB4G
983,1145,162,1025.019552,29.242779,0.0,13.15055,13.15055,1.313081,1.124895,44916.46854,55497.36546,10580.89692,49276.15302,2174.091247,10297.51546,18673.81037,8376.294907,15403.69475,1598.939851,13232.13291,24491.43937,11259.30645,17958.47797,2272.212787,12606.38604,22992.45871,10386.07267,16535.54492,2270.601901,6.76056338,5.281690141,2.678571429,87.83068783,88.0794702,100.0,700.0,886.6666667000003,1650.0,144.4444444,212.5,177.77777780000002,25.92592593,12.24489796,44.37086093,2.985074627,16.07142857,5.555555556,10.20408163,1.492537313,0.0,35184.81741,52429944.34,52.42994308,0,1,0,47403.7192,475.611026,2591.406402,0,0,0.95,1.0,0.99
771,1097,326,869.3774289999999,63.42164,0.122584,22.194405,22.07182,5.345798,3.5406720000000003,37794.05663,41676.51116,3882.45453,39730.6481,942.054049,41.415365,5452.430594,5411.015229,2291.777843,1112.7940640000004,5705.149989000001,12440.69613,6735.546141,9146.426845999997,1525.437777,8257.40481,11765.88864,3508.4838270000005,9948.856768,750.254979,3.03030303,2.5125628140000003,2.189781022,98.4962406,105.1546392,104.4776119,1812.5,2040.0,2266.666667,633.3333332999998,1200.0,275.0,21.05263158,3.571428571,34.02061856,3.03030303,14.92537313,0.0,0.0,3.03030303,0.0,21900.44129,16542654.22,16.54265404,0,0,0,38159.54261,5086.255123,2024.032888,0,0,0.95,1.0,0.99
688,1064,376,840.471264,75.39111199999998,0.0,32.684021,32.684021,9.763634,5.750476,26966.83391,36971.09839,10004.26448,32017.288310000004,2175.664189,667.262648,7387.216219,6719.9535700000015,3822.035052,1410.408621,66179.89311,75096.56653,8916.673420000001,72079.61114,1945.802231,33986.19825,40378.12977,6391.931519,36847.00985,1354.483023,12.70491803,13.86861314,9.70464135,101.6528926,101.4705882,97.5,293.5483871,213.1578947,282.6086957,110.0,83.33333333,75.0,36.36363636,27.27272727,73.52941176,9.0,38.33333333,8.695652174,18.18181818,5.0,6.52173913,36244.97077,42675346.67,42.67534637,0,0,2,31718.99263,2820.68154,2931.162696,1,9,0.95,1.0,1.0
1092,1506,414,1286.177507,87.194762,0.122584,33.981117,33.858533,9.210741,5.514811,16683.411790000002,21814.57089,5131.159105,19331.89278,1337.839428,10481.58431,17118.97048,6637.386173,14370.65236,1311.979142,11281.13764,19668.62624,8387.488598,16228.03143,1798.090863,10536.23884,18837.10445,8300.865609,15399.10519,1786.853438,4.054054054,13.92405063,4.761904762,138.7096774,119.4444444,173.9130435,1200.0,236.3636364,400.0,66.66666667,100.0,433.33333330000005,70.96774194,4.545454545,72.22222222,15.38461538,69.56521739,6.25,0.0,7.692307692000001,0.0,26252.29082,26362739.06,26.36273956,0,0,0,18756.54262,4039.178442,2401.464632,0,0,0.95,0.99,0.98
850,1143,293,952.351217,54.049344,0.122584,26.907402,26.784818,8.175915,4.8298,50018.02297,56052.7335,6034.7105310000015,53308.01884,1557.476227,14053.65083,20102.15907,6048.508237,17408.35121,1592.876803,13552.04732,19470.75082,5918.703501,16527.85706,1388.086235,10400.54987,15583.77472,5183.22485,12681.10896,1182.831482,5.555555556,2.777777778,6.666666667,140.0,140.0,76.47058824,850.0,1800.0,650.0,300.0,0.0,0.0,13.33333333,50.0,40.0,0.0,11.76470588,50.0,50.0,0.0,50.0,16724.96817,15149252.25,15.14925194,0,0,0,52436.80355,5137.813575,1680.014374,0,0,0.95,1.0,0.69
682,993,311,819.431506,54.612443000000006,0.0,21.667236,21.667236,4.405899,2.888369,56512.71021000001,68121.72504,11609.01483,62247.14337000001,2365.088768,16726.29245,31233.35207,14507.059619999998,23235.623880000006,2713.045054,24518.72306,38554.89454,14036.17148,32688.14061,2835.1347100000007,22777.01615,35135.46525,12358.4491,29906.16585,2843.408181,2.877697842,0.826446281,2.352941176,157.4074074,157.4468085,193.1034483,1275.0,4700.0,1650.0,375.0,300.0,900.0,48.14814815,3.846153846,59.57446809,0.0,41.37931034,8.333333332999999,3.846153846,0.0,8.333333332999999,53009.94309,80413570.51,80.41357422,0,0,0,61007.74777,5559.399274,3408.0741810000004,0,0,0.95,1.0,0.06
1382,1817,435,1534.665751,101.363021,0.0,30.924204,30.924204,6.228509,4.5850040000000005,39335.43566,48145.29362,8809.857955,43864.47003,1844.669078,18694.85856,30764.83743,12069.97887,24235.9718,2835.771071,19316.84447,31339.06469,12022.22022,24900.78035,2823.801175,7237.1542180000015,20296.01427,13058.86005,13698.144380000002,3184.403487,11.89979123,8.958333332999999,8.726415094,111.9469027,133.0097087,130.43478259999998,245.6140351,239.5348837,256.7567568,51.72413793,123.8095238,275.0,49.55752212,9.821428571,96.60194175,6.030150754,44.02173913,16.04938272,6.25,3.51758794,8.641975309,38858.19713,59643931.33,59.64393234,0,0,0,43140.68308,7619.804201000001,3404.416122,17,100,0.95,1.0,1.0
745,1202,457,924.268995,81.152745,0.122584,40.21904,40.096455,9.746991,5.3259919999999985,40895.25636,48022.84189,7127.585528000001,44074.6203,1485.092629,18028.87129,24597.3184,6568.447114000001,20989.5948,1378.142297,59811.35501,66922.50946,7111.154448,64163.29108,1713.9083859999996,51986.24425,58207.35792,6221.113662,54870.306,1315.886709,10.44776119,9.219858156,14.65517241,116.1290323,127.4193548,132.0,328.5714286000001,330.7692308,176.4705882,85.71428571,200.0,116.6666667,51.61290323,21.875,98.38709677,3.278688525,54.0,11.11111111,9.375,1.6393442619999998,11.11111111,28117.34456,30083688.45,30.08368874,0,0,0,43606.48648,5842.887402,2837.216606,1,5,0.95,0.98,0.96
981,1417,436,1202.896275,113.892759,0.27410500000000004,41.447311,41.173206,6.166712,4.68436,39328.89761,47376.41273,8047.5151209999985,43184.40445,1802.45199,1303.887924,9032.290797,7728.402872,5346.010612,1834.3148670000005,439.340058,7994.783944,7555.443886,4535.537084000001,1838.025176,3552.628401,11573.87488,8021.246477,8137.901395999998,1905.284044,0.0,1.492537313,5.769230769,112.195122,109.375,116.6666667,0.0,3800.0,900.0,900.0,0.0,0.0,24.3902439,0.0,40.625,0.0,20.83333333,40.0,0.0,0.0,0.0,26361.917230000006,40846509.53,40.84650803,0,0,0,42632.42355,2913.398258,2408.863598,0,0,0.95,1.0,0.99
798,1130,332,960.378905,74.557775,0.122584,26.888077000000006,26.765492,6.556342,4.577049,43560.53859,49523.54993,5963.011332,46326.81057,1252.039319,9.829423,5851.554722,5841.7252990000015,2439.298451,1436.762109,174.046747,9822.807929,9648.761182,5558.300862,2426.07542,1382.2303949999996,6257.487560000001,4875.257165,3996.095026,1053.672413,2.693602694,3.716216216,4.830917874,87.97468354,88.53503185,127.47252749999998,2200.0,1590.909091,950.0,240.0,260.0,325.0,24.05063291,5.263157895,33.12101911,1.923076923,31.86813187,24.13793103,2.631578947,0.0,17.24137931,31334.4566,38950828.88,38.95082855,0,0,0,44766.68092,7637.255787999998,2737.521660000001,0,0,0.95,1.0,0.91
