CODMUNI;MINMDT;MAXMDT;RANGEMDT;MEANMDT;STDMDT;MINPENDI;MAXPENDI;RANGEPENDI;MEANPENDI;STDPENDI
33001;117;1394;1277;784.73521;233.924492;0.17336;46.501644;46.328284;20.298575;8.513073
33002;271;2105;1834;1067.056635;382.986501;0.122584;61.203892;61.081307;22.556711;8.204898
33003;99;2393;2294;817.504449;455.771315;0.346717;67.186058;66.839341;25.832286;11.384265
33004;-6;131;137;41.899237;34.009653;0;21.192459;21.192459;4.46616;3.501288
33006;274;1113;839;506.502204;142.357363;0.122584;43.220619;43.098035;15.39522;6.130982
33007;33;1151;1118;493.553497;218.40688;0;42.763451;42.763451;17.96683;7.593164
33008;121;2596;2475;999.779328;557.785894;0.122584;66.704643;66.582059;24.836407;12.211255
33005;70;1498;1428;679.949251;284.013225;0;49.374538;49.374538;21.856932;8.913985
33018;-5;760;765;206.526033;168.892912;0;41.914581;41.914581;12.47706;8.434728
33019;-3;1140;1143;221.565773;215.650076;0;47.244095;47.244095;12.522704;8.54398
33009;163;565;402;343.693652;74.073432;0.17336;29.002913;28.829552;12.615254;5.824683
33010;14;605;591;275.198808;140.521401;0.122584;43.954502;43.831918;14.370787;6.840181
33011;270;1981;1711;993.310401;323.735501;0.122584;55.307331;55.184747;22.299872;8.237832
33012;8;2406;2398;584.476656;501.371544;0;67.63073;67.63073;17.871719;9.768683
33013;-1;609;610;181.612339;141.751319;0.122584;37.325043;37.202458;12.165306;7.659462
33014;-7;268;275;92.503682;53.710338;0;26.819427;26.819427;6.954341;4.672917
33015;353;2054;1701;1104.827885;316.885899;0;62.070637;62.070637;23.241399;8.891302
33016;-4;427;431;105.900824;78.097085;0;34.079285;34.079285;7.2162;5.384409
33017;-3;1171;1174;284.549598;231.786131;0;40.955093;40.955093;12.486719;8.217516
33020;4;356;352;121.089871;63.338695;0;26.379967;26.379967;7.591642;4.729501
33021;-3;772;775;221.612712;154.642701;0;42.2271;42.2271;13.649952;8.757829
33030;74;609;535;285.202724;112.008524;0.245168;35.527523;35.282355;12.760793;6.327806
33022;583;1897;1314;1272.421242;258.882593;0.387641;46.070198;45.682557;22.999879;8.592478
33023;-4;887;891;233.452715;169.572353;0;37.005383;37.005383;10.474473;7.046423
33024;-7;648;655;123.193442;109.621404;0;39.698513;39.698513;8.030764;6.247509
33025;-5;138;143;55.709881;28.675823;0;30.510712;30.510712;5.560085;4.04844
33026;36;1415;1379;445.481379;254.159404;0;47.551918;47.551918;15.04779;7.946873
33027;186;1190;1004;622.910067;201.287171;0;46.779663;46.779663;17.106013;9.25415
33028;216;1941;1725;877.588167;316.293832;0.245168;50.781708;50.53654;21.496823;8.687875
33034;-2;1002;1004;313.88076;189.831829;0;44.043045;44.043045;16.40589;8.653797
33029;103;1171;1068;619.373821;260.416785;0;47.411987;47.411987;20.314364;8.559654
33031;169;991;822;397.700041;151.594785;0;43.099705;43.099705;14.502908;7.14533
33032;272;1527;1255;675.379138;232.036235;0;55.019657;55.019657;20.480522;8.458637
33033;257;2374;2117;1013.104514;391.576755;0.17336;61.617802;61.444441;21.701739;8.235971
33035;64;597;533;218.601908;75.96287;0;32.29668;32.29668;7.38081;5.437237
33036;-3;1168;1171;260.104792;234.612456;0;54.12896;54.12896;14.618239;11.019059
33037;157;1135;978;532.757629;199.317463;0;45.217941;45.217941;18.619633;7.40924
33038;131;1670;1539;571.103868;303.366415;0;58.580086;58.580086;20.637704;9.879086
33039;-4;165;169;76.606136;50.695706;0;36.813049;36.813049;8.090193;8.011026
33064;131;781;650;449.190404;144.074202;0.274105;56.3946;56.120494;20.554158;9.737771
33040;181;1274;1093;422.605884;214.765924;0.122584;49.315025;49.192441;11.683925;8.380532
33041;-4;804;808;149.265242;139.993693;0;35.672115;35.672115;8.781249;7.406493
33042;174;523;349;229.44351;63.426321;0.17336;20.67696;20.5036;4.955678;3.901831
33043;163;2041;1878;766.782573;454.654099;0.17336;59.177898;59.004538;17.537417;8.995365
33044;63;690;627;268.014482;108.440883;0;52.207024;52.207024;11.235362;7.322658
33045;7;1110;1103;327.106001;222.953354;0.122584;53.002876;52.880292;16.323438;9.043661
33046;47;1425;1378;612.841047;336.994957;0.274105;63.574615;63.30051;24.226741;11.507953
33047;10;1488;1478;409.392872;288.303706;0;61.42728;61.42728;20.161806;11.336167
33065;246;729;483;368.879045;111.389927;0;40.91592;40.91592;9.348504;7.225728
33066;68;722;654;270.396719;90.030591;0;42.148304;42.148304;7.50776;5.471986
33048;112;866;754;426.309911;162.87153;0.274105;50.255047;49.980941;20.9697;8.919242
33049;64;1395;1331;461.179843;242.469847;0.122584;50.43697;50.314385;17.647531;9.110136
33050;221;2101;1880;1007.815279;351.763891;0.346717;67.466537;67.11982;25.591703;10.531158
33051;-6;668;674;225.557576;139.876896;0;39.53088;39.53088;13.373897;7.210301
33052;180;1463;1283;702.263784;258.537487;0.122584;59.432625;59.31004;23.597134;9.790643
33053;326;2381;2055;1131.81795;377.444451;0.17336;67.959648;67.786288;21.363454;9.06678
33054;45;605;560;239.30347;108.692159;0.122584;43.09119;42.968606;10.925656;6.362051
33055;-7;570;577;118.64568;95.757458;0;37.879269;37.879269;9.527539;7.294311
33056;-7;849;856;170.660605;159.027902;0;49.746655;49.746655;13.755863;10.270901
33057;111;628;517;285.312092;123.925899;0.122584;43.380772;43.258187;14.549656;8.859962
33058;293;1749;1456;822.039906;381.05849;0.520068;56.314064;55.793996;20.524802;9.327192
33059;23;910;887;412.914116;186.72126;0;46.385128;46.385128;15.987885;8.071485
33060;223;1077;854;518.592826;171.482969;0;39.516788;39.516788;18.053742;6.708985
33061;187;1060;873;648.806149;163.190024;0.17336;44.730251;44.556891;16.517812;9.542071
33062;343;940;597;681.617719;120.197763;0.122584;40.498314;40.375729;14.533347;7.698363
33075;407;1177;770;808.726475;131.587105;0.17336;42.75787;42.584509;14.876375;8.188748
33063;12;651;639;243.452412;141.020337;0.346717;36.600067;36.25335;15.148581;6.601858
33067;357;1846;1489;873.005297;280.269793;0;58.576206;58.576206;22.812456;9.569356
33068;409;2165;1756;1299.64172;349.526146;0;62.827797;62.827797;23.980281;9.853931
33076;-9;645;654;193.805699;132.499537;0;42.477562;42.477562;10.904045;7.397875
33077;11;1207;1196;480.781594;246.455595;0.122584;48.922333;48.799748;19.680447;7.880738
33078;299;1337;1038;867.856495;213.909605;0.17336;55.371231;55.197871;19.225455;8.784935
33069;-5;468;473;134.559459;93.209589;0;33.16415;33.16415;9.674669;6.497993
33070;-2;636;638;140.938759;119.783995;0;34.078083;34.078083;7.98843;6.670256
33071;90;1024;934;537.036746;186.329709;0.346717;42.146713;41.799996;19.184022;7.411919
33072;384;1943;1559;1106.455224;310.294402;0.245168;69.869095;69.623927;21.100935;9.318427
33073;155;1481;1326;614.139714;206.030937;0;55.493542;55.493542;16.855773;8.600969
33074;-3;1116;1119;341.933763;215.592963;0.122584;42.216637;42.094052;16.428297;6.739592
40160;821;873;52;848.937675;9.543262;0;9.036089;9.036089;1.401683;1.071035
40168;925;997;72;955.542472;19.081788;0;11.958533;11.958533;2.279713;2.129133
40170;981;1920;939;1245.957313;165.323845;0;35.382118;35.382118;7.431846;6.129054
40171;999;1153;154;1058.583596;34.325875;0;9.719351;9.719351;2.46959;1.427209
42027;1134;1702;568;1331.725286;134.93791;0.17336;23.952454;23.779093;7.626245;4.991187
42028;1085;1311;226;1147.217244;35.980783;0.122584;13.136172;13.013588;3.549009;2.070963
47014;789;839;50;828.014784;9.649496;0;8.138752;8.138752;1.269075;1.234111
47022;744;897;153;795.70452;50.381202;0;27.604187;27.604187;6.494335;6.715359
47031;723;754;31;737.087192;6.678404;0;5.136211;5.136211;0.92047;0.661606
47032;778;871;93;826.434647;31.17665;0;15.231315;15.231315;2.053671;2.476706
47192;720;784;64;745.467033;15.657186;0;6.820292;6.820292;1.514198;1.100344
49059;773;903;130;848.438483;29.20737;0.122584;13.624019;13.501434;3.393844;1.887074
49061;664;746;82;693.039014;17.819745;0;6.820292;6.820292;1.576391;1.037969
49090;672;807;135;758.836009;37.448398;0;12.264644;12.264644;2.358548;1.654728
49102;795;907;112;865.906012;21.578066;0;13.25176;13.25176;2.829569;1.512903
49205;709;780;71;736.928341;18.10865;0;10.665318;10.665318;1.832933;1.840747
49224;927;2016;1089;1349.62711;344.435236;0;31.586367;31.586367;9.290025;5.641405
49225;766;897;131;815.506884;37.856227;0;16.138523;16.138523;2.603005;2.499467
49226;700;824;124;756.387575;35.312793;0;10.941157;10.941157;2.356812;1.755686
49227;644;715;71;680.053306;14.878201;0;7.365141;7.365141;1.791909;1.006638
49228;690;808;118;757.499582;28.446688;0;13.03716;13.03716;3.276616;2.006283
40104;957;1159;202;1044.84243;47.476515;0.122584;16.826788;16.704204;4.503724;2.746656
9388;968;1188;220;1036.125;38.349347;0;21.234739;21.234739;5.717439;3.868867
9406;860;973;113;913.293755;24.568026;0;9.523088;9.523088;2.552965;1.473206
9407;961;1956;995;1265.49738;212.641812;0.548198;39.031502;38.483303;16.535728;7.755356
9408;680;835;155;775.185238;31.327075;0;17.513651;17.513651;5.658514;3.461525
40055;966;1145;179;1014.470381;42.03024;0;12.039996;12.039996;2.34658;1.603345
40056;829;1035;206;904.597147;48.719809;0;16.968666;16.968666;4.265527;3.036784
40059;1169;2130;961;1536.121921;295.846197;0.274105;36.653236;36.379131;10.869013;7.89739
40060;938;1060;122;994.271293;24.654919;0.122584;20.664484;20.5419;3.004028;2.304386
40073;864;964;100;905.165412;19.477537;0;6.470494;6.470494;1.329402;0.85429
40074;861;898;37;879.915463;6.046344;0;5.159314;5.159314;0.961794;0.707768
53073;949;1025;76;974.524042;14.79608;0;3.841516;3.841516;1.044139;0.530571
34181;707;881;174;793.847043;59.599401;0;26.147444;26.147444;4.735929;4.712387
5141;1086;1338;252;1170.858597;68.251857;0;15.340699;15.340699;4.714008;3.343682
37194;557;1031;474;812.826252;116.672535;0.6129;35.364803;34.751903;14.02646;6.556356
40083;829;944;115;874.243226;26.558133;0;24.598269;24.598269;2.512278;2.614258
40084;762;789;27;774.28185;6.165261;0;4.757249;4.757249;1.119918;0.765345
5142;859;942;83;900.481623;18.196779;0;4.763505;4.763505;1.254087;0.722651
40086;847;913;66;871.263321;11.881251;0;4.987853;4.987853;1.07866;0.681715
40087;876;929;53;904.55336;13.981308;0;6.228368;6.228368;1.646605;1.113767
37213;926;1241;315;1032.889017;50.379489;0.122584;23.891441;23.768857;4.81468;3.758865
5151;1211;1911;700;1565.151214;178.354558;0.625037;38.320457;37.695421;14.485163;7.079982
5181;1006;1245;239;1125.3891;49.569284;0.122584;10.208824;10.08624;3.499405;1.593655
37214;965;1244;279;1075.335679;43.151007;0;24.321432;24.321432;4.735284;3.866003
5215;1451;1923;472;1656.674381;114.673634;0.122584;29.950317;29.827733;6.041572;4.076287
40020;1099;1858;759;1239.491842;153.27595;0;36.10157;36.10157;5.452472;6.13426
40021;915;1102;187;1010.778305;47.456411;0;22.659988;22.659988;5.434747;3.911464
40035;924;1068;144;986.879158;27.178449;0;15.566757;15.566757;2.889674;1.89436
5232;1075;1254;179;1128.04944;50.391863;0;14.261336;14.261336;3.225533;2.642895
5266;1101;1336;235;1197.044478;50.389706;0;16.35133;16.35133;3.729994;1.913132
9020;948;1220;272;1065.380024;53.505149;0;22.245575;22.245575;5.191534;3.35855
9021;922;1042;120;969.66679;22.76746;0.122584;9.502536;9.379951;3.065254;1.495889
9022;895;1007;112;939.234524;16.439833;0;11.577875;11.577875;2.829803;1.919833
9249;773;906;133;792.417062;24.016875;0;20.499521;20.499521;2.369279;3.3273
9334;687;1039;352;854.169263;87.196866;0.122584;27.02717;26.904586;7.782942;4.990591
53006;1220;1276;56;1245.236842;12.809195;0.775246;10.45114;9.675894;5.261929;2.467489
53007;944;994;50;966.376812;9.091326;0.122584;6.808391;6.685806;2.151505;1.178979
53008;977;1034;57;1005.404444;10.427782;0.387641;6.390068;6.002427;3.053357;1.342581
53009;973;1257;284;1046.03125;46.757899;0.548198;34.491962;33.943764;8.712793;6.852701
37176;609;906;297;746.131356;86.534037;1.231771;27.653154;26.421384;14.39919;5.892021
40159;804;857;53;828.223833;11.866631;0;4.989344;4.989344;1.164937;0.697405
5078;795;858;63;818.641567;14.927136;0;6.352951;6.352951;0.89167;0.70125
5085;1088;2228;1140;1432.926991;262.559462;0.245168;41.194675;40.949508;11.996823;7.232094
9068;610;820;210;686.838362;41.713382;0.387641;23.387608;22.999967;9.10456;5.062693
53010;926;1202;276;983.730458;60.74983;0.122584;43.799316;43.676732;12.181058;13.189756
5126;999;1359;360;1050.605918;82.768737;0;10.700894;10.700894;1.741908;1.427033
53029;926;1188;262;999.251438;60.600535;0.274105;25.315966;25.04186;6.252745;4.600904
53031;1170;1253;83;1200.967033;20.941022;0.866738;11.9828;11.116062;5.209266;2.393034
53032;1171;1275;104;1212.784615;25.42288;1.040051;11.717009;10.676958;5.460722;2.812809
53033;855;892;37;872.929204;8.488114;0;5.399921;5.399921;1.444076;0.961504
53034;1076;1240;164;1142.840426;43.187937;0.122584;12.850191;12.727607;5.501598;2.533006
53035;1046;1140;94;1096.727273;21.076014;0.8839;14.275867;13.391967;6.504745;2.504623
53036;946;1891;945;1128.130079;153.587418;0;28.560997;28.560997;6.747414;4.414392
9312;928;1400;472;1020.533781;101.231933;0;45.402718;45.402718;6.663231;7.626747
53037;917;971;54;948.958453;10.799275;0.122584;7.439587;7.317003;2.454939;1.345467
53038;940;1201;261;1110.623514;54.395;0.387641;21.982998;21.595357;9.052859;3.842538
53039;847;913;66;885.592593;15.116852;0.387641;7.36015;6.97251;3.472429;1.348686
53040;813;819;6;815.710843;1.187588;0;1.429274;1.429274;0.51768;0.285902
47070;746;780;34;761.713429;6.188625;0;4.128143;4.128143;0.986729;0.562629
9382;865;999;134;932.138068;34.871823;0;17.940187;17.940187;5.570388;4.164476
53041;1076;1279;203;1175.351724;53.591756;0.745611;34.727646;33.982035;14.372389;6.904493
53042;1121;1275;154;1168.007092;24.827108;0.122584;18.170364;18.04778;5.609822;3.080887
53043;1076;1242;166;1152.460674;39.056587;2.139853;18.860409;16.720556;8.867877;3.785263
53044;1054;1179;125;1119.561765;25.33863;0.367749;11.811757;11.444008;4.443904;2.277785
53045;849;1012;163;918.689173;44.446957;0.122584;12.946499;12.823914;3.830834;2.501214
53046;848;862;14;854.307692;3.573075;0.122584;2.989955;2.867371;1.161071;0.653958
24007;512;971;459;681.752001;116.053143;0.122584;39.163685;39.0411;9.732942;7.317374
37018;943;1240;297;1028.973672;45.747722;0.122584;20.899172;20.776587;6.561327;4.104489
9016;513;915;402;622.40218;85.575249;0;40.039703;40.039703;9.875145;7.773193
9003;809;951;142;874.921751;33.900998;0;21.817034;21.817034;5.272437;4.048176
42219;1100;1193;93;1139.325932;20.884718;0;13.259143;13.259143;3.513856;2.138025
9483;809;906;97;854.798123;21.693149;0;12.900895;12.900895;2.585134;1.584328
9485;678;810;132;747.770704;26.680749;0.122584;17.699854;17.577269;3.861302;2.444976
9070;1010;1440;430;1162.995733;90.120117;0.122584;36.27449;36.151906;9.049383;7.149016
53075;970;1107;137;1063.928699;36.779129;0;29.308039;29.308039;8.109746;6.094223
9076;793;934;141;870.123132;22.889061;0;17.365473;17.365473;5.321537;3.564503
9077;704;1084;380;834.94905;97.190623;0.17336;26.456604;26.283244;7.087571;5.594315
9078;919;1112;193;951.618712;24.864148;0;40.993397;40.993397;4.851923;5.367039
9079;852;951;99;917.379712;15.410838;0;16.068502;16.068502;2.56934;2.894679
9082;715;882;167;765.262943;33.173112;0.245168;23.311049;23.065881;6.00677;4.28646
37019;775;834;59;799.793416;13.950151;0;6.724469;6.724469;1.699621;1.163036
40177;787;886;99;867.077711;23.213638;0;17.39028;17.39028;2.07292;2.803461
40178;800;902;102;859.447903;25.615598;0;7.737466;7.737466;1.55212;1.1917
9368;807;837;30;820.271899;6.490816;0;3.330905;3.330905;1.080947;0.563913
9375;799;938;139;892.744216;40.434707;0;20.905466;20.905466;4.570331;4.308428
9405;789;944;155;881.252162;57.68598;0;21.280119;21.280119;3.206751;4.008807
9132;673;894;221;774.307475;62.773003;0;24.239792;24.239792;4.533381;4.573814
9417;796;912;116;872.083085;30.99695;0;25.328875;25.328875;4.620186;3.863701
9133;883;1002;119;950.269101;26.618614;0;16.405954;16.405954;4.297794;3.008988
9144;1005;1190;185;1089.180134;37.860649;0.122584;19.191776;19.069192;5.105851;2.707837
47021;756;839;83;783.774194;17.840391;0;9.791212;9.791212;1.748951;1.40493
9451;813;915;102;861.209994;20.226334;0;10.396671;10.396671;2.550734;1.482509
9148;795;835;40;809.999309;7.719862;0;3.808321;3.808321;1.026628;0.578954
9149;688;831;143;756.039347;42.483209;0;10.899875;10.899875;2.767743;1.801876
9154;958;1038;80;984.462403;14.357746;0;8.185337;8.185337;2.845156;1.489425
9155;778;1055;277;919.738841;54.61743;0;23.825974;23.825974;1.908738;2.809622
9159;823;952;129;908.573056;28.651051;0;17.770905;17.770905;4.327835;4.191357
37164;782;824;42;791.365468;4.522977;0;6.977316;6.977316;0.754958;0.570781
9160;816;919;103;872.047964;29.814428;0;20.128162;20.128162;4.510036;3.944133
47071;673;846;173;759.506823;49.145509;0;17.337175;17.337175;3.7899;3.247495
9273;743;922;179;828.033587;43.653036;0;25.484758;25.484758;6.833458;4.895673
5001;873;949;76;912.320382;16.503232;0;8.157598;8.157598;1.285434;1.0465
5008;848;891;43;859.28394;7.679333;0;5.306978;5.306978;0.953336;0.769873
5010;1053;1551;498;1199.89599;103.331287;0.17336;25.616936;25.443575;8.585321;4.852281
9454;646;1046;400;735.563758;75.65749;0;22.426348;22.426348;4.634959;4.380998
5012;1130;1629;499;1260.605839;129.323707;0;26.104984;26.104984;5.992614;5.056685
9455;792;921;129;887.480404;37.370667;0;23.110344;23.110344;4.331123;4.750792
9456;779;926;147;846.757225;47.337885;0;18.839771;18.839771;4.596762;3.863325
47073;759;811;52;779.963169;13.176772;0;5.500707;5.500707;1.263463;0.785182
49079;732;891;159;795.630039;38.975639;0;18.018057;18.018057;3.389838;2.934965
5013;705;2147;1442;1231.991213;313.691988;0.387641;48.268959;47.881318;18.923316;8.553744
5014;321;2315;1994;656.417851;413.010272;0;47.532505;47.532505;9.99476;8.902054
5015;1058;1248;190;1154.01688;36.112446;0.274105;12.097475;11.82337;3.560867;1.853053
5021;988;1347;359;1040.615837;59.531307;0;28.536263;28.536263;4.134024;4.980893
5025;1025;1339;314;1144.626419;86.739983;0.122584;18.190548;18.067963;4.321871;2.654867
5026;792;828;36;808.874852;7.760512;0;4.873178;4.873178;0.931226;0.65021
5034;765;789;24;774.471301;5.062286;0;2.982434;2.982434;0.774029;0.503476
5046;833;886;53;860.606339;10.655578;0;4.411116;4.411116;1.222838;0.644726
53011;946;1135;189;1020.400286;51.578588;0.122584;17.551016;17.428431;4.582954;3.186144
53012;938;962;24;949.35443;6.352589;0.122584;5.373731;5.251147;2.462221;1.177515
53013;1099;1767;668;1392.491496;178.719351;0.245168;27.670427;27.42526;12.564908;6.403043
5048;846;893;47;873.112069;8.509848;0;3.887893;3.887893;0.804317;0.543252
53014;1223;1763;540;1400.527473;119.598834;0.866738;27.038794;26.172055;13.062479;5.22701
9472;768;875;107;784.197445;15.621817;0;16.040306;16.040306;1.625905;2.228212
53015;815;854;39;832.222222;10.640013;1.635039;12.512951;10.877912;6.705426;3.089491
53016;1094;1225;131;1136.007599;31.308567;0.245168;15.233557;14.988389;4.179631;3.002038
53017;1130;1179;49;1142.857143;11.957407;0.775246;15.049779;14.274533;4.641068;3.644427
53018;1265;1334;69;1296.470588;19.331832;1.279608;16.930082;15.650474;8.892321;3.488698
53019;1306;1435;129;1392.006757;21.993088;0.274105;39.977375;39.70327;9.96245;8.414051
53020;1055;1377;322;1154.27027;79.846936;1.249925;35.701385;34.451461;14.489399;8.464004
5002;496;1953;1457;871.094464;380.004951;0.122584;39.292362;39.169778;10.669845;8.868349
5005;892;931;39;907.873806;8.193349;0;4.356699;4.356699;0.8798;0.581048
5007;1053;1604;551;1205.334948;92.949273;0.625037;28.033596;27.408559;8.539987;5.011274
5016;784;868;84;831.977344;13.720495;0;11.994027;11.994027;1.722962;1.93311
5017;944;1068;124;1009.060911;26.949714;0;9.475059;9.475059;2.335855;1.615246
5018;1181;1857;676;1484.428761;158.139375;1.20714;29.292223;28.085083;13.382972;5.475185
5019;990;1531;541;1166.563269;87.543692;0;25.229883;25.229883;3.867536;3.124574
5022;716;1951;1235;1074.932066;275.377051;0;36.90543;36.90543;11.84746;7.672895
5023;785;812;27;796.04336;6.604557;0;3.16033;3.16033;0.691752;0.464423
5024;1034;2092;1058;1349.529101;247.253074;0.245168;39.420841;39.175673;10.972773;6.45891
5027;925;1049;124;965.563873;24.021082;0;6.842954;6.842954;1.843899;1.211813
5029;845;891;46;870.041438;9.81528;0;2.890646;2.890646;0.718875;0.442669
5100;608;2307;1699;1309.630269;412.228706;0.625037;48.061321;47.436285;20.828947;8.43605
5030;1072;1167;95;1109.370008;16.67187;0;5.8242;5.8242;2.289018;1.028173
5033;891;1016;125;944.509463;24.254786;0;15.109222;15.109222;2.760897;1.869604
5101;1174;1708;534;1442.61785;143.763503;0.245168;35.450092;35.204925;9.266559;5.863283
5102;678;1228;550;961.029447;125.827258;0.122584;40.92749;40.804906;9.170283;5.613578
5035;837;943;106;907.379792;19.900142;0;13.868315;13.868315;1.913756;1.791221
5036;836;917;81;878.998453;10.671469;0;11.11296;11.11296;1.451934;1.244128
5103;979;1457;478;1087.06458;114.926729;0;32.254673;32.254673;7.060649;7.33097
5037;1034;2389;1355;1602.459852;344.672102;0.122584;48.737915;48.615331;17.23047;9.164649
5038;1020;1542;522;1196.140664;130.641991;0;24.777485;24.777485;6.11568;3.831109
5039;943;1195;252;1025.83395;64.582181;0.122584;26.564598;26.442014;4.133471;3.485643
5052;1071;2106;1035;1397.547826;245.590705;0.367749;31.144707;30.776958;10.657883;5.528249
5104;1363;1773;410;1604.68599;111.690511;0;20.341133;20.341133;6.793593;4.022556
5040;1017;1305;288;1125.193884;58.638919;0.122584;16.614178;16.491593;3.95452;2.364784
5055;814;1755;941;1294.531732;191.870805;0.866738;30.73008;29.863341;15.656667;6.129642
5041;771;1966;1195;1080.744581;293.483319;0.122584;38.005737;37.883153;11.14912;7.757832
5042;876;903;27;887.210739;4.093599;0;4.929347;4.929347;0.861432;0.637552
5043;811;870;59;843.839238;16.435179;0;5.558413;5.558413;1.072833;0.781837
5044;902;1292;390;1070.767109;83.993834;0;14.793399;14.793399;3.598589;1.887888
5045;871;902;31;882.795129;5.805676;0;4.32923;4.32923;0.991452;0.709496
5047;289;2532;2243;828.705092;537.472885;0;53.262169;53.262169;14.152636;11.768449
5056;778;806;28;789.701717;6.170423;0;3.186269;3.186269;0.760293;0.497245
5057;566;1313;747;836.922303;186.563422;0.122584;36.208275;36.08569;8.199783;5.7821
5049;912;1221;309;1097.886474;57.889981;0;22.812513;22.812513;4.854534;2.975403
5051;1006;1539;533;1153.949855;123.948135;0.122584;27.693949;27.571364;8.893505;6.369694
5109;847;909;62;868.546067;13.535933;0;7.836307;7.836307;1.033724;0.819241
5053;1198;1527;329;1308.14026;46.212059;0.17336;18.854908;18.681548;3.890841;2.448407
5054;429;1903;1474;889.440725;386.283992;0.17336;37.71426;37.5409;12.903675;8.926821
5058;1272;2024;752;1553.585185;125.708746;0;30.574181;30.574181;7.495746;5.715072
5061;1069;1244;175;1125.354076;46.662564;0;17.263105;17.263105;3.348721;2.856037
5059;1118;1411;293;1219.901647;40.299082;0.122584;20.56707;20.444486;4.206053;2.580688
5060;823;893;70;856.811934;12.772061;0;7.775276;7.775276;1.651497;1.05739
5069;876;912;36;887.184259;7.330765;0;3.995855;3.995855;0.82935;0.63739
5070;807;888;81;854.961447;15.911277;0;9.302131;9.302131;1.867354;1.387429
5062;893;949;56;918.592797;11.098616;0;6.097521;6.097521;1.080026;0.683267
5063;1135;1331;196;1218.991561;44.372416;0.122584;20.52412;20.401536;6.944853;3.832991
5064;883;931;48;897.212353;8.585;0;3.285685;3.285685;0.721763;0.445868
5072;806;896;90;853.587531;14.666109;0;12.230606;12.230606;1.536179;1.621255
5065;884;1012;128;940.113042;29.769951;0;7.368134;7.368134;1.754937;1.094865
5066;634;1963;1329;1188.734795;295.1912;1.130028;43.945194;42.815166;18.021701;7.880519
5067;980;1298;318;1126.631786;72.246905;0.122584;26.349169;26.226584;5.183609;4.309964
5073;849;945;96;888.811851;18.399732;0;7.498587;7.498587;1.65154;0.982657
5074;849;928;79;886.609038;17.468849;0;3.971494;3.971494;0.906282;0.546421
5077;861;893;32;880.970833;6.334911;0;4.185578;4.185578;0.778122;0.519813
5075;535;831;296;643.676127;51.293196;0.122584;26.919111;26.796527;6.15235;4.448187
5076;1064;1163;99;1079.062203;10.314114;0;11.636683;11.636683;1.181364;1.044735
5079;1069;1445;376;1230.881288;55.376033;0.17336;24.826824;24.653464;4.538598;2.823146
5080;988;1292;304;1129.194953;63.417035;0;15.072499;15.072499;3.569576;1.608423
5081;1439;1958;519;1598.528416;138.333457;0;30.775333;30.775333;9.229812;7.02885
5082;394;2173;1779;1040.543794;516.780073;0.122584;44.208351;44.085767;14.301462;9.352332
5083;1080;1416;336;1148.723506;69.441449;0;24.896484;24.896484;4.510985;4.649544
5084;1005;1481;476;1086.20316;68.964723;0;29.368855;29.368855;6.200142;5.728835
5086;913;993;80;955.248109;16.670525;0;7.991784;7.991784;1.875216;1.164987
5087;895;959;64;930.455787;11.717455;0;8.272381;8.272381;1.760722;1.224914
5088;973;1233;260;1064.161443;61.878082;0.122584;15.543149;15.420565;4.516754;3.104857
5089;397;2310;1913;1079.955322;441.879623;0.69341;54.497654;53.804244;18.925045;9.244681
5090;815;934;119;876.192403;21.885823;0;14.269088;14.269088;1.48613;1.823808
5092;844;943;99;895.837637;16.920678;0;12.375252;12.375252;2.124983;1.961961
5093;888;1476;588;1228.299647;142.15095;0.122584;35.433098;35.310513;11.376512;7.383936
5094;934;1112;178;1016.674897;31.451693;0;13.509503;13.509503;3.122874;2.205434
5097;942;1371;429;1054.771974;86.503352;0;29.791513;29.791513;5.401502;5.064198
5095;535;1048;513;711.044089;116.333548;0.122584;30.993164;30.87058;7.646551;5.700536
5096;1158;1756;598;1322.076248;125.456036;0.441976;31.625938;31.183962;10.16662;6.994585
5099;787;830;43;807.025231;8.940423;0;5.105727;5.105727;0.902016;0.655765
5105;1348;2314;966;1661.806235;194.120546;0.17336;42.027081;41.85372;10.479164;6.573939
5106;1385;1720;335;1552.622837;75.475209;0.346717;27.859413;27.512696;7.586855;3.968681
5107;1158;1327;169;1235.78506;34.090435;0.122584;15.322459;15.199875;3.616807;1.921454
5108;983;1533;550;1047.66485;92.992296;0;24.203426;24.203426;4.376814;5.318552
5110;376;1078;702;455.090632;109.51915;0;35.902775;35.902775;4.677249;6.653048
5112;958;1475;517;1044.953814;101.052013;0;28.373161;28.373161;5.105202;5.952379
5113;1020;1657;637;1172.664453;129.502028;0.17336;34.900646;34.727286;9.995242;7.331579
34131;817;902;85;855.104167;18.298399;0;12.055863;12.055863;2.076432;1.789133
5114;768;832;64;796.564194;12.789921;0;5.477722;5.477722;0.864273;0.668735
5116;993;1236;243;1043.989964;46.671082;0;19.657772;19.657772;2.889968;2.810885
5117;810;874;64;834.002552;13.179261;0;5.266228;5.266228;1.019445;0.729752
37333;865;1082;217;965.138912;38.959639;0.122584;16.395704;16.27312;4.163857;3.234287
5115;908;1115;207;1010.882888;50.999121;0;17.695007;17.695007;3.250534;2.432416
49080;710;849;139;767.648046;27.379827;0;9.285743;9.285743;2.009156;1.287794
