CODMUNI;MINMDT;MAXMDT;RANGEMDT;MEANMDT;STDMDT;MINPENDI;MAXPENDI;RANGEPENDI;MEANPENDI;STDPENDI
34052;819;887;68;847.715061;13.991187;0;9.13762;9.13762;1.496469;1.045426
34053;740;772;32;754.024648;5.261742;0;5.336287;5.336287;0.838325;0.541508
34055;824;904;80;858.497041;14.505073;0;11.441217;11.441217;1.356829;1.527905
34056;944;2453;1509;1315.47476;290.19322;0;55.847939;55.847939;12.562721;8.098645
34057;725;883;158;812.901374;52.825789;0;23.40803;23.40803;4.169082;4.48609
34058;807;933;126;904.470734;26.061963;0;22.12536;22.12536;2.827458;4.288492
34059;777;846;69;805.413548;13.015413;0;4.240466;4.240466;1.238087;0.67467
34066;725;878;153;803.280815;53.62986;0;20.160616;20.160616;4.098204;4.379145
34060;795;928;133;891.718549;31.515469;0;21.136198;21.136198;3.767439;3.604213
34061;904;1066;162;970.61911;31.480114;0;13.519304;13.519304;3.442605;2.215043
34062;942;1125;183;1059.80885;42.486333;0;19.354185;19.354185;4.960533;3.521503
34063;737;904;167;809.65319;62.088586;0;25.352396;25.352396;4.557977;5.141712
34067;979;1800;821;1149.225801;142.665362;0;38.080574;38.080574;8.380476;7.360117
34068;886;1031;145;946.890335;23.175318;0;12.013501;12.013501;3.094609;1.839854
34096;794;850;56;815.663469;11.093287;0;5.803805;5.803805;1.445997;0.871064
34069;699;874;175;779.160475;59.401471;0;25.023613;25.023613;2.808304;3.491985
34101;799;847;48;819.043233;6.504674;0;7.210783;7.210783;1.355157;0.956206
34070;837;937;100;900.255772;17.060148;0;14.252611;14.252611;2.310476;1.842
34071;806;925;119;850.581253;22.055723;0;13.731866;13.731866;2.684719;2.104624
34072;759;808;49;777.591153;9.303607;0;4.769752;4.769752;0.975243;0.588365
34073;1001;1130;129;1086.423471;29.292704;0;25.145859;25.145859;2.034017;2.523566
34074;761;831;70;788.518122;16.602705;0;4.808609;4.808609;1.141405;0.732303
34076;716;799;83;752.860942;12.123744;0;17.64006;17.64006;0.943849;0.812667
34077;745;889;144;826.234754;42.270039;0;23.282272;23.282272;3.281765;3.346241
34079;730;868;138;745.362658;13.591887;0;21.713068;21.713068;1.326407;2.008551
34080;1040;1815;775;1207.565548;112.709737;0;31.584198;31.584198;6.782085;5.33559
34081;767;823;56;793.083087;10.838487;0;5.041245;5.041245;1.068802;0.606008
34082;809;924;115;897.766138;25.379701;0;19.778385;19.778385;3.021034;3.655446
34083;795;943;148;850.980204;26.571329;0;15.402343;15.402343;2.596234;2.17835
34084;738;903;165;811.91774;60.39473;0;22.218634;22.218634;2.983673;3.449819
34102;730;750;20;737.842772;1.967052;0;3.342114;3.342114;0.569102;0.349904
34086;710;883;173;809.009915;48.228614;0;26.253643;26.253643;5.085708;4.218122
34087;734;898;164;838.167343;49.553342;0;22.798466;22.798466;4.369823;4.392655
34103;771;815;44;791.074511;8.740426;0;3.95454;3.95454;1.232734;0.666103
34088;738;872;134;753.890704;19.588506;0;25.834288;25.834288;2.262948;4.530869
34089;764;850;86;785.23516;16.332003;0;8.071968;8.071968;1.316789;1.041323
34091;843;958;115;915.827824;25.332703;0;9.14477;9.14477;1.780593;1.477396
34092;769;830;61;790.670291;10.219305;0;7.811954;7.811954;1.463759;1.097391
34093;856;987;131;895.063244;30.100976;0;9.832441;9.832441;2.185901;1.597215
34094;860;929;69;895.728085;14.875429;0;11.418785;11.418785;1.907662;1.865547
34098;719;875;156;780.662003;50.208123;0;24.371466;24.371466;3.103469;3.311573
34099;768;801;33;783.708743;8.086951;0;5.105727;5.105727;1.016941;0.790835
34100;1053;1204;151;1146.386461;37.278906;0;18.547312;18.547312;2.864245;2.962184
34106;737;764;27;748.404843;4.652868;0;3.362194;3.362194;0.891306;0.528585
34107;916;1071;155;972.4977;28.725827;0;13.685184;13.685184;3.144396;2.045509
34113;894;991;97;932.97619;21.911761;0;12.034114;12.034114;2.825475;1.945162
34108;741;898;157;818.771361;57.468418;0;21.781981;21.781981;2.813169;3.405073
34109;823;895;72;855.407633;13.683543;0;6.348295;6.348295;1.754351;0.928581
34114;875;1183;308;1004.393764;70.563862;0;19.096369;19.096369;4.498279;2.804786
34116;776;869;93;806.619066;20.216312;0;9.974573;9.974573;2.078337;1.593217
34120;718;874;156;804.767199;57.489824;0;22.063793;22.063793;2.460759;3.443533
34121;748;944;196;847.995665;74.115751;0;23.601496;23.601496;2.455114;3.472596
34122;832;947;115;879.629329;23.050125;0;11.818363;11.818363;2.182371;1.60483
34125;736;862;126;782.511579;39.267956;0;16.379288;16.379288;1.834373;2.134159
34126;878;955;77;895.653346;10.568123;0;12.454228;12.454228;1.134787;1.270063
34123;742;888;146;794.958247;35.357739;0;11.88301;11.88301;1.394358;1.255024
34124;946;1178;232;1056.379029;53.921672;0.122584;14.963526;14.840941;4.192491;2.329957
34127;763;823;60;792.363117;15.143164;0;7.510329;7.510329;1.351474;1.208617
34129;950;1097;147;1046.189764;37.402776;0;17.998722;17.998722;2.476296;2.717445
34130;756;795;39;769.106887;8.311274;0;4.162343;4.162343;0.925631;0.598969
34135;757;1215;458;994.730627;100.684474;0;38.785164;38.785164;6.365734;5.73991
34170;881;1157;276;1008.401438;58.385077;0.122584;24.594481;24.471896;6.371001;4.096286
34136;932;1041;109;983.110986;31.250815;0;22.194128;22.194128;1.723119;2.61878
34137;804;862;58;830.690773;12.195054;0;3.558815;3.558815;1.32358;0.655099
34139;862;1144;282;925.811538;47.339591;0;20.174458;20.174458;3.272339;2.435232
34140;926;1099;173;1022.746639;46.762923;0.122584;17.056843;16.934258;4.47694;2.916057
34141;742;902;160;788.537559;57.725266;0;23.67617;23.67617;2.891563;4.09833
34143;860;993;133;900.681757;23.187642;0;14.457001;14.457001;2.124775;1.743353
34146;718;884;166;791.587072;63.893995;0;24.071581;24.071581;3.682205;4.820942
34147;854;892;38;868.166974;6.718152;0;5.107183;5.107183;0.809166;0.642162
34149;786;829;43;802.524124;6.601672;0;4.657598;4.657598;1.289017;0.757719
34175;845;897;52;869.628476;13.432976;0;6.600424;6.600424;1.456432;0.951895
34151;971;1154;183;1088.417316;45.675941;0;19.524345;19.524345;4.405351;3.261687
34152;773;830;57;800.888044;10.35322;0;6.445329;6.445329;1.398211;0.894468
34154;916;1052;136;978.197482;29.950037;0;17.991419;17.991419;3.237495;2.16688
34155;747;790;43;763.325264;9.993674;0;6.372697;6.372697;1.116741;0.949497
34156;812;900;88;841.676105;13.346505;0;8.698005;8.698005;1.390848;1.377816
34176;877;995;118;924.551985;28.707149;0;12.725466;12.725466;2.834399;1.869926
34157;884;1068;184;985.535938;43.028652;0;24.461281;24.461281;3.149531;3.101484
34179;959;1091;132;1035.926266;29.660462;0;16.130993;16.130993;4.556833;3.389162
34158;931;1241;310;1009.028728;64.007188;0.122584;26.453436;26.330851;6.224763;4.605794
34159;760;815;55;785.407787;10.923216;0;5.955015;5.955015;1.044319;0.798777
34160;1018;2075;1057;1255.042759;164.954023;0.274105;35.619225;35.345119;12.020839;5.794509
34161;838;942;104;866.976982;17.85583;0;10.380061;10.380061;2.734455;1.915755
34163;799;851;52;819.139596;10.132303;0;7.506417;7.506417;1.693929;1.034408
34168;834;943;109;878.336718;20.515352;0;14.008174;14.008174;2.840194;1.998614
34169;900;999;99;953.897334;20.936948;0;10.516919;10.516919;1.127718;1.198496
34171;1030;1978;948;1252.059367;190.132893;0;44.347397;44.347397;9.715561;8.473693
34174;763;883;120;790.270825;25.896909;0;19.34288;19.34288;1.883333;2.0419
34177;712;881;169;751.851871;48.311682;0;25.216215;25.216215;3.282983;4.678231
34178;790;926;136;889.818209;29.215969;0;19.894505;19.894505;2.84059;2.890824
34182;724;898;174;778.231077;53.270039;0;24.153593;24.153593;2.88373;3.832684
34184;746;855;109;763.250909;18.802033;0;18.239449;18.239449;1.378906;2.200857
34213;741;900;159;811.897632;57.554872;0;21.518564;21.518564;4.797434;5.089314
34185;1280;2483;1203;1606.560435;229.915141;0.122584;46.193272;46.070687;17.329762;8.136665
34186;742;906;164;841.826692;57.133527;0;26.50806;26.50806;5.405675;5.757687
34189;759;888;129;836.380254;35.250417;0;22.515148;22.515148;4.272789;3.929361
34190;908;1042;134;980.729839;36.428875;0;16.423155;16.423155;3.148677;2.625413
34192;810;918;108;846.018771;18.317874;0;6.799722;6.799722;1.855229;1.007392
34196;757;894;137;850.491484;38.511532;0;21.806015;21.806015;4.172436;4.333809
34201;752;902;150;840.838526;43.247985;0;20.568602;20.568602;4.077741;3.564386
34199;1098;2433;1335;1525.308738;249.23901;0;54.391579;54.391579;17.492304;8.602416
34205;792;920;128;882.082096;33.733474;0;20.334915;20.334915;3.397149;3.739102
34206;786;865;79;817.769077;15.499532;0;5.472299;5.472299;1.414928;0.759161
34208;868;1011;143;932.865809;38.212726;0;13.03716;13.03716;2.769873;1.944983
34210;755;902;147;829.74061;44.279102;0;21.112572;21.112572;4.111697;3.5759
34211;804;872;68;836.679631;11.041739;0;7.509352;7.509352;1.734509;1.020951
34214;1023;1166;143;1112.615946;35.197181;0;25.759295;25.759295;2.297454;2.918056
34215;783;844;61;810.519979;11.128696;0;5.89501;5.89501;1.593993;0.899589
34216;811;892;81;843.611427;14.623869;0;9.31849;9.31849;1.555727;0.955543
40103;860;978;118;904.086546;29.902352;0;12.276732;12.276732;2.867909;1.89834
34217;740;882;142;813.898244;50.635981;0;19.121714;19.121714;2.839417;3.277704
34218;891;958;67;918.412897;15.114852;0;5.554408;5.554408;0.738317;0.437129
34220;732;827;95;750.576709;13.216499;0;12.311201;12.311201;1.134475;1.185985
34221;721;896;175;813.021747;56.883632;0;25.048506;25.048506;3.074024;3.240202
34224;797;896;99;828.798968;16.103688;0;11.137998;11.137998;1.828777;1.558008
34222;843;1004;161;925.464794;36.076952;0;14.799896;14.799896;3.261643;2.087382
34223;846;866;20;855.863918;4.009401;0;2.08302;2.08302;0.661601;0.358378
34225;711;869;158;758.116251;43.052807;0;23.856756;23.856756;3.267579;3.606293
34227;807;903;96;849.141273;22.279772;0;9.474294;9.474294;1.934917;1.406375
37036;862;1361;499;1100.19644;88.87988;0.274105;29.269447;28.995342;9.839724;5.774679
34228;844;992;148;897.92832;33.79385;0;14.126355;14.126355;3.012663;2.42646
34229;828;972;144;885.143598;28.626392;0;10.823411;10.823411;2.51447;1.783193
34230;781;816;35;800.658949;7.698942;0;5.762794;5.762794;1.603374;0.977074
34231;860;957;97;904.604035;25.099152;0;5.683774;5.683774;0.869143;0.664013
34232;754;799;45;769.140953;7.988896;0;3.447847;3.447847;0.862882;0.520401
34233;818;880;62;849.827609;12.417381;0;9.285743;9.285743;1.876967;1.290689
37001;808;898;90;856.520852;21.914084;0;6.344801;6.344801;1.344152;0.871906
34234;857;1003;146;924.147489;39.752178;0;13.101481;13.101481;3.348793;2.494749
34236;832;859;27;844.411749;5.19956;0;2.819831;2.819831;0.684682;0.375121
34237;729;820;91;755.640278;24.186946;0;10.628263;10.628263;1.162698;1.114287
34238;725;893;168;799.762612;55.874917;0;21.629559;21.629559;3.586592;3.918103
34240;743;769;26;753.680667;5.00592;0;3.575578;3.575578;0.859344;0.539967
34241;749;904;155;786.925432;38.754611;0;14.077745;14.077745;2.964729;2.708139
34242;759;897;138;773.26284;16.548713;0;21.401255;21.401255;1.571529;2.369599
34243;777;836;59;798.009434;10.044841;0;7.414859;7.414859;0.990576;0.934292
34903;829;991;162;885.532616;34.776128;0;14.045723;14.045723;2.37562;1.872977
34245;952;1082;130;1017.681524;27.315111;0;16.75988;16.75988;1.377293;1.443598
34246;777;843;66;809.54835;15.948341;0;6.032841;6.032841;1.675192;0.942996
37044;372;749;377;690.547812;40.578825;0;40.002609;40.002609;3.15932;3.479597
34901;783;890;107;815.442168;17.884673;0;14.279739;14.279739;1.773069;1.287274
34902;766;866;100;806.673361;20.204416;0;6.99945;6.99945;1.457671;0.843364
34904;990;2149;1159;1437.185442;210.092992;0;43.47015;43.47015;14.837611;7.055303
37115;796;861;65;828.068505;14.156347;0;8.167452;8.167452;1.557324;1.058825
37002;700;1576;876;947.074426;165.502176;0.122584;37.608101;37.485516;10.535765;8.154096
37006;685;850;165;776.114708;32.765854;0.122584;10.804201;10.681617;3.142268;1.66013
37003;330;769;439;621.402629;92.364238;0.17336;39.298885;39.125525;6.957268;6.379803
37004;748;799;51;775.154064;8.738891;0;4.411116;4.411116;1.306718;0.617697
37005;652;795;143;733.549036;25.88;0;13.80255;13.80255;3.194526;1.914651
37007;867;1021;154;925.018477;29.933497;0;13.874321;13.874321;2.518551;1.701761
37009;768;827;59;788.97024;10.286351;0;11.550811;11.550811;1.104458;1.195716
37008;800;936;136;844.058539;28.224426;0;21.422413;21.422413;3.075194;2.354906
37010;495;1620;1125;1057.975101;197.946317;0.122584;45.44091;45.318326;16.894552;9.874305
37011;670;876;206;766.093524;53.77174;0;23.496307;23.496307;2.951406;2.710501
37012;815;887;72;842.611795;14.505982;0;6.358764;6.358764;1.359264;0.840745
37013;666;949;283;852.675184;46.494874;0;33.904285;33.904285;5.52819;4.362175
37014;194;761;567;626.518617;114.161074;0;60.398209;60.398209;9.5063;10.847723
37017;842;923;81;876.596766;16.204726;0;5.955015;5.955015;1.700461;0.909895
37015;617;782;165;700.852903;33.895418;0;15.107412;15.107412;3.703914;2.048628
37016;778;868;90;814.556804;23.719692;0.122584;10.25175;10.129166;2.213197;1.463238
37020;779;906;127;832.013935;35.210645;0;12.074637;12.074637;1.755246;1.493602
37026;790;991;201;854.830608;38.802949;0;14.23757;14.23757;1.593895;1.772119
37021;835;902;67;868.539239;14.579306;0;7.672742;7.672742;1.66693;1.021149
37022;850;892;42;870.769598;7.888501;0;3.330905;3.330905;0.854784;0.499404
37023;784;932;148;837.656636;28.03999;0;14.706294;14.706294;2.544657;1.911957
37024;876;982;106;926.449391;25.113256;0;15.562827;15.562827;3.518473;2.042999
37025;767;866;99;806.7;15.861909;0;13.20365;13.20365;1.774575;1.279154
37034;773;845;72;799.194732;16.523728;0;8.115354;8.115354;2.354901;1.652347
37027;750;819;69;789.260746;18.638494;0;14.479873;14.479873;2.085198;2.027234
37028;533;798;265;744.936334;29.397721;0;29.360886;29.360886;2.027465;2.423157
37134;823;926;103;859.93605;27.410129;0;13.899314;13.899314;2.622021;2.191028
37029;828;943;115;883.242408;23.196746;0;13.384995;13.384995;2.031995;1.500708
37030;759;835;76;802.264865;14.95663;0.122584;10.743683;10.621098;2.468583;1.506814
37031;826;898;72;856.755968;11.661928;0;6.136233;6.136233;1.242123;0.755392
37035;884;1147;263;995.168833;45.886457;0.122584;16.133503;16.010919;4.188759;2.261571
37032;792;905;113;846.42193;24.834251;0;10.833332;10.833332;2.128774;1.218332
37033;813;860;47;833.979191;9.974411;0;4.111844;4.111844;0.851023;0.522213
37037;678;938;260;818.851382;55.787645;0;25.120201;25.120201;6.722953;4.486381
37038;788;921;133;826.593087;41.811338;0;14.280223;14.280223;1.536343;1.88046
42172;990;1151;161;1058.349631;37.635573;0;13.20365;13.20365;3.122872;1.924053
37039;603;787;184;739.84463;22.59666;0;20.515514;20.515514;2.192717;1.458323
42173;979;1614;635;1138.165989;87.45828;0;41.86134;41.86134;5.185965;4.265062
37040;795;889;94;831.579364;23.38509;0;6.506918;6.506918;1.354093;1.018557
37041;850;1005;155;930.924071;30.621783;0;15.95917;15.95917;2.396308;1.524449
37042;703;776;73;733.660853;13.848268;0;7.672742;7.672742;2.029985;1.014394
37045;815;1437;622;1137.76983;109.630913;0.775246;35.262745;34.487499;13.20253;7.321055
37046;678;2320;1642;1064.647155;218.420723;0;35.240471;35.240471;10.27705;6.661007
37047;840;989;149;917.332313;30.273993;0.122584;11.611608;11.489023;3.758873;1.985261
37049;358;716;358;628.792367;49.65211;0.122584;49.283703;49.161118;6.447934;6.323587
37050;815;987;172;886.1875;30.586;0;11.131583;11.131583;2.787944;1.70016
37051;848;993;145;910.179418;19.486875;0;12.985442;12.985442;2.312991;1.650844
42177;894;1005;111;950.936154;27.147335;0;10.724986;10.724986;3.018085;1.772684
37052;737;790;53;766.96198;11.05579;0;12.161047;12.161047;1.422634;1.027584
37055;632;800;168;721.747464;29.272267;0;12.078739;12.078739;2.688108;1.601462
37054;653;864;211;761.147036;54.423626;0;27.444679;27.444679;3.730574;3.033895
37058;736;822;86;776.200183;13.769011;0;6.74965;6.74965;1.831653;1.072053
37056;392;717;325;633.621141;64.586079;0.17336;35.591259;35.417899;6.90666;5.890439
37057;862;931;69;886.754896;12.760561;0;6.910474;6.910474;1.224026;0.940585
37059;723;815;92;763.194834;14.579574;0;9.9514;9.9514;1.87402;1.233763
37060;836;1014;178;955.024779;33.118214;0.122584;12.188345;12.065761;3.022872;1.774188
37065;550;775;225;701.647924;35.550768;0;18.905716;18.905716;3.612254;2.274818
37061;885;1699;814;1022.101529;127.625526;0;37.374451;37.374451;5.847493;5.809927
37062;842;886;44;862.605792;9.048223;0;2.964811;2.964811;0.911133;0.466718
37063;947;1194;247;1026.639843;45.545983;0.122584;23.641769;23.519185;5.341609;4.069391
37067;770;871;101;818.476247;26.906851;0;20.058607;20.058607;3.134091;3.056671
37068;783;841;58;813.52284;11.443943;0;10.351621;10.351621;1.514796;1.158618
37092;799;868;69;831.180392;15.483445;0;4.719539;4.719539;0.991683;0.669644
37069;778;836;58;793.739942;14.27403;0;6.488733;6.488733;0.757182;0.745708
37074;620;795;175;668.524393;36.661623;0;11.023212;11.023212;2.479299;1.751659
37096;539;866;327;744.576541;48.148145;0;27.357342;27.357342;3.041056;2.72929
37070;817;891;74;845.957605;12.423131;0;12.134846;12.134846;1.621138;1.387532
37071;683;944;261;814.622832;58.076123;0;28.699242;28.699242;5.902426;6.279296
37100;663;814;151;716.43869;21.013565;0;18.830126;18.830126;2.477194;2.160433
37072;805;873;68;828.123141;12.616281;0;6.658314;6.658314;1.1444;0.69884
37073;792;830;38;812.791908;8.108719;0;5.186612;5.186612;0.956128;0.653433
37077;805;876;71;839.514264;8.835374;0;5.159314;5.159314;0.951344;0.647336
37078;1003;2430;1427;1650.003862;368.160117;0;48.18959;48.18959;16.207336;7.288091
47134;716;798;82;750.907363;14.462786;0;7.861512;7.861512;1.425996;1.152761
37079;794;843;49;813.970325;9.294045;0;5.465514;5.465514;1.074962;0.68011
37080;667;1591;924;1002.391304;217.500185;0.387641;31.956093;31.568452;12.49441;6.987706
37110;793;873;80;834.294244;23.900868;0;7.748829;7.748829;1.467929;0.99741
37081;751;811;60;785.004516;10.361151;0;8.071968;8.071968;1.069592;0.853271
37083;870;958;88;909.502122;19.564811;0;9.88737;9.88737;1.461849;1.024343
37082;766;868;102;807.775547;22.4071;0;10.213759;10.213759;1.420759;1.196569
37090;575;866;291;689.443243;68.260774;2.009713;29.481907;27.472194;16.325297;6.307667
47135;756;845;89;821.368178;26.367541;0;16.970633;16.970633;3.492364;3.830769
37085;779;871;92;819.513026;19.490976;0;11.063989;11.063989;2.212629;1.464212
37091;688;919;231;859.669933;34.800678;0;20.39081;20.39081;2.688215;1.965847
37086;594;769;175;658.483599;26.449062;0;16.65045;16.65045;2.729028;1.860147
37087;761;936;175;832.512884;27.940284;0;12.331829;12.331829;1.840044;1.4417
40120;797;865;68;836.879231;10.120278;0;9.116933;9.116933;1.134155;0.903876
37088;812;1028;216;895.076044;45.397384;0;14.461293;14.461293;2.667432;2.069906
37089;880;1070;190;924.390131;29.865936;0;15.203036;15.203036;1.882481;1.655935
37097;741;840;99;774.691153;21.23868;0;14.269088;14.269088;1.945727;1.966737
37098;424;866;442;632.228878;74.069452;0.387641;34.179897;33.792257;9.961018;6.376561
37099;915;1230;315;1022.780768;63.736971;0.122584;22.326935;22.20435;6.066992;4.168088
37101;590;770;180;699.221502;31.765052;0;17.151829;17.151829;2.876867;2.058072
37102;518;1213;695;857.89647;175.332262;0.17336;31.833059;31.659699;11.632276;6.013559
37112;537;937;400;828.596594;70.760883;0.274105;35.208744;34.934639;7.733011;6.477805
37103;871;1228;357;988.728117;62.121876;0;23.800854;23.800854;4.775017;2.671059
37104;747;1355;608;1086.97399;118.48294;0.245168;36.937557;36.692389;14.780312;7.856913
37106;736;862;126;794.576743;23.494263;0;8.314664;8.314664;2.140359;1.054585
37107;606;911;305;721.118803;72.315684;0;21.812796;21.812796;3.541323;3.080194
37114;915;1092;177;987.773272;40.335816;0.122584;13.494012;13.371427;3.717095;2.2011
37108;820;896;76;854.900196;22.021393;0;5.737009;5.737009;1.702485;1.095983
37109;418;929;511;757.250726;124.441766;0.17336;35.59211;35.418749;10.184107;6.839794
37113;712;831;119;757.779035;19.432325;0;12.306612;12.306612;2.138626;1.343706
37116;746;864;118;820.808869;22.931654;0;5.136211;5.136211;1.344841;0.724726
37120;764;860;96;818.328925;17.253461;0;10.555082;10.555082;2.001701;1.512291
37117;760;857;97;812.057002;21.55894;0;10.50667;10.50667;2.07465;1.674678
37121;786;880;94;815.03773;20.337593;0;8.207634;8.207634;1.406252;1.196748
37118;808;879;71;834.767906;19.152364;0;12.891644;12.891644;1.764546;1.66047
37122;809;933;124;843.71118;31.162425;0;13.224293;13.224293;3.060246;2.460981
37123;605;756;151;695.58101;23.843636;0;16.774645;16.774645;2.866565;1.950673
37119;643;840;197;732.273712;57.979582;0;27.822138;27.822138;3.584483;3.578021
37155;876;1136;260;950.231818;37.014238;0.17336;21.610113;21.436753;4.759666;2.734536
37124;804;1052;248;915.260586;39.585743;0;20.22406;20.22406;2.909414;2.124128
37125;902;1325;423;1007.284224;74.400823;0.122584;23.824978;23.702393;4.911416;3.66412
40125;972;1159;187;1066.429098;33.807058;0.122584;13.892322;13.769737;3.228942;2.252349
37126;769;856;87;807.01694;17.096757;0;5.788461;5.788461;1.492146;0.764513
37128;776;847;71;814.913573;13.448495;0;6.909408;6.909408;1.265732;0.974674
40126;833;944;111;863.551484;19.033413;0;9.176474;9.176474;1.651063;1.143794
37127;635;803;168;712.728212;30.749775;0;13.1957;13.1957;2.898762;1.546687
37133;900;1326;426;1076.561977;84.026088;1.054394;31.802082;30.747688;11.38541;5.802803
37129;754;838;84;788.813576;22.552663;0;9.683578;9.683578;1.855842;1.457619
37130;782;856;74;810.077006;14.038762;0;13.95014;13.95014;2.111913;1.871947
40127;839;908;69;890.871248;13.452927;0;15.958749;15.958749;2.036825;2.477048
37131;910;1163;253;985.662391;50.142257;0.122584;14.854521;14.731936;3.647419;2.448069
37132;124;593;469;384.163576;120.909995;0.122584;43.119118;42.996533;11.866776;8.030425
37135;751;853;102;781.757922;16.304749;0;16.529163;16.529163;1.289699;1.218857
37136;675;900;225;828.083686;36.942562;0;22.143618;22.143618;3.726222;3.010911
37137;702;798;96;746.062755;17.202657;0;9.242672;9.242672;2.15143;1.17593
37138;932;1173;241;994.815684;49.44685;0;20.489672;20.489672;3.494018;3.07197
37139;826;1072;246;923.321986;53.066601;0.122584;19.231039;19.108455;5.858821;3.60688
37140;711;805;94;752.543755;16.139342;0;10.993333;10.993333;1.779735;1.127218
37141;834;920;86;876.938952;23.406274;0;16.500298;16.500298;2.074355;1.986902
37142;784;869;85;815.151019;14.755346;0;8.720589;8.720589;1.299432;0.908571
37143;862;1038;176;942.776313;36.082852;0;17.628069;17.628069;3.834858;2.209696
37147;481;1061;580;687.495974;102.612194;0;30.983702;30.983702;10.790476;6.525186
37148;794;895;101;829.797018;18.036495;0;14.022022;14.022022;2.08175;1.883034
37149;740;891;151;805.176685;30.847244;0;12.484193;12.484193;2.395089;1.283247
37144;815;902;87;854.280838;21.919098;0;9.878602;9.878602;2.103018;1.751605
37152;821;876;55;851.208278;11.48901;0;4.43303;4.43303;0.87409;0.507173
37145;585;752;167;679.421593;32.878301;0;22.016762;22.016762;3.432013;2.568105
37146;1003;1325;322;1108.706143;53.687752;0;32.580608;32.580608;4.813426;3.766288
37154;611;783;172;743.373617;23.913059;0;10.378677;10.378677;2.06686;1.170648
37150;735;843;108;793.871972;22.062388;0;7.012065;7.012065;1.714281;0.945905
37151;777;838;61;797.202733;14.637725;0;10.436692;10.436692;2.176893;1.832815
37156;876;1143;267;954.163292;36.968383;0;14.423092;14.423092;2.353456;1.796984
37163;1168;2234;1066;1499.386762;291.786945;0.735467;36.161678;35.426211;11.286735;6.041262
37157;670;905;235;807.505693;32.448977;0;31.885576;31.885576;3.918452;3.997072
37158;387;1384;997;676.83829;199.273923;0.245168;42.483868;42.2387;17.46524;8.184588
37159;871;1025;154;923.648261;26.830377;0;11.869276;11.869276;2.198445;1.243218
37162;886;1114;228;982.404677;48.153066;0;17.468225;17.468225;3.549872;2.431448
37160;123;677;554;534.193161;114.449035;0.122584;50.327282;50.204698;7.820302;8.000622
37161;645;940;295;798.25267;58.613409;0.122584;26.000416;25.877831;6.330157;3.91471
37166;641;833;192;693.33764;35.855092;0;21.925909;21.925909;3.945054;3.45933
37167;741;814;73;777.034559;16.00862;0;13.334817;13.334817;2.554345;1.680339
37168;499;1083;584;800.270605;130.656744;0.122584;35.706799;35.584214;11.70436;7.062054
37172;858;1363;505;992.40968;94.367528;0;24.549173;24.549173;6.173882;4.542975
37173;529;750;221;680.426289;26.162576;0;16.652864;16.652864;2.153502;1.566066
37169;849;990;141;912.513632;23.987191;0;14.518372;14.518372;2.229462;1.731252
37170;705;848;143;776.703146;26.693905;0;13.652601;13.652601;2.716739;1.665056
37171;800;1242;442;896.027868;91.002177;0.122584;31.722458;31.599873;6.13055;5.117879
37174;843;931;88;893.802444;19.51272;0;13.098808;13.098808;1.72346;1.423327
37175;784;844;60;805.2343;16.930791;0;6.99945;6.99945;0.923046;0.981376
37177;918;1717;799;1145.199882;177.851486;0.122584;34.031342;33.908757;9.698066;7.646517
37178;880;991;111;915.38804;22.375434;0.122584;13.9382;13.815616;3.172508;2.309957
37188;826;899;73;846.880466;21.595637;0;15.156216;15.156216;2.456883;2.951157
37179;881;959;78;911.574481;17.710573;0;10.901844;10.901844;1.982224;1.410202
37180;708;812;104;776.472687;19.274617;0;6.316779;6.316779;1.610315;0.923527
37191;656;772;116;728.686015;20.697159;0;10.18057;10.18057;1.982321;1.326767
37181;658;1233;575;839.234386;81.187041;0;30.089159;30.089159;4.449549;4.206573
37182;826;1006;180;940.16875;35.562069;0;16.861307;16.861307;3.244129;1.835094
37186;780;862;82;817.451276;16.389557;0;7.471115;7.471115;1.650445;0.970479
37183;729;838;109;776.781659;20.410167;0;14.771098;14.771098;2.011038;1.79052
37184;348;744;396;654.544859;78.402429;0.122584;48.806892;48.684308;6.216893;6.423576
37185;773;839;66;814.42565;10.804212;0;8.943089;8.943089;1.330477;1.112225
37187;793;938;145;854.02392;29.576366;0;12.917747;12.917747;1.901135;1.51753
37189;923;1169;246;997.703004;50.54319;0;14.215699;14.215699;3.221166;2.39689
37190;182;745;563;596.284679;133.075758;0;44.969307;44.969307;8.956605;10.640814
37192;803;921;118;852.045648;24.017535;0.122584;8.867122;8.744537;2.362742;1.37003
37193;403;720;317;578.127866;83.067361;0;31.760483;31.760483;9.948411;6.280696
37195;463;867;404;659.111111;106.654668;0.660109;33.183125;32.523015;15.502485;7.024821
37196;636;982;346;828.227907;76.497672;0.122584;25.897577;25.774993;11.837512;4.97225
37197;808;939;131;882.38604;24.956383;0;16.500299;16.500299;4.216419;2.731547
37207;825;869;44;849.868287;8.729213;0;6.487594;6.487594;1.365411;1.040956
37198;707;805;98;748.939621;19.909228;0;9.285743;9.285743;2.229553;1.325618
37199;777;1709;932;1139.670495;189.800696;0.245168;40.100594;39.855426;16.713237;7.4948
37200;831;991;160;900.351548;27.22035;0;14.098883;14.098883;2.97155;2.060608
37201;602;1194;592;748.81887;97.238212;0.17336;35.027977;34.854617;12.318221;7.341658
37202;783;861;78;802.182211;12.758876;0;8.906417;8.906417;1.399656;1.336889
