CODMUNI;MINDISN10M;MAXDISN10M;RANGEDISN10M;MEANDISN10M;STDDISN10M
42044;15078.23332;20744.15171;5665.918388;17833.8679;1356.356501
42045;27221.93098;42670.33165;15448.40067;33680.723;3122.866758
42046;21513.13729;35792.01061;14278.87332;28543.92459;2965.814452
42048;41962.82941;51570.24472;9607.415304;46773.09708;2214.389628
42049;10397.36347;20083.72332;9686.359855;14632.45978;2365.782646
42055;45653.8064;51636.81309;5983.006697;48552.57119;1463.253148
42056;20330.38995;25345.30327;5014.913313;23003.98213;1285.583597
42154;6388.079987;12572.99432;6184.91433;9870.02057;1316.492584
42057;19747.2738;29270.56866;9523.294859;24855.06614;2490.835708
42058;14271.30172;24581.35141;10310.04969;19956.17938;2557.441296
42059;32267.17425;39228.66611;6961.491863;35356.66144;1592.390212
42061;11451.72348;24836.49892;13384.77544;18570.61758;3496.870716
42062;25905.59125;32424.78456;6519.193305;28506.73216;1374.21226
42063;25224.62637;34920.03943;9695.413061;30365.18105;2109.028162
42064;32884.16389;39333.98918;6449.825291;35997.13767;1685.035331
42065;14892.5158;18611.91376;3719.39796;16562.52476;830.968656
42068;31350.68136;42521.86101;11171.17966;35680.66825;2592.7166
42069;32951.40867;44124.73643;11173.32776;38824.80423;2768.076451
42070;37611.81875;41793.28477;4181.466024;39614.27772;901.936203
42071;9015.566936;23270.22485;14254.65792;17101.84572;3088.202412
42073;16570.91023;23581.63606;7010.725826;20658.25921;1639.997822
42075;16263.80525;21379.38537;5115.580125;18757.82359;1213.708791
42076;26788.00905;42155.73312;15367.72407;35544.38179;3625.891645
42078;42424.06584;47848.22948;5424.163645;45131.12935;1293.017323
42079;29345.56118;33498.06424;4152.503062;31379.67433;962.302528
42080;34975.26616;45126.04364;10150.77748;40070.47722;2411.324756
42081;37274.09877;42719.22396;5445.125193;40230.11763;1195.792744
42082;20432.62335;24976.01489;4543.391542;22781.91625;1151.873965
42083;33621.81639;43811.52372;10189.70734;39205.41203;2768.057923
42085;36350.33103;47158.19364;10807.86261;41491.85807;2599.203758
42086;31154.03197;39168.73573;8014.703756;35478.1612;1834.606748
42087;7953.07713;10972.49664;3019.419509;9368.060889;720.292307
42088;39493.43748;46605.83086;7112.393377;43511.43627;1659.835799
42089;10204.53316;14458.22242;4253.689251;12507.05634;927.788241
42090;29231.98946;37584.77954;8352.790086;32706.75898;2009.085889
42092;25405.27302;32254.95658;6849.683561;29464.24246;1526.054152
42094;3299.650361;17745.92825;14446.27789;10401.92118;3439.073058
42096;18668.63162;33102.97325;14434.34163;26793.65814;3319.57207
42095;2596.543042;32597.82845;30001.28541;16958.08358;7887.54707
42098;42755.30905;51340.82228;8585.513238;46686.848;1964.949642
42100;28373.1209;33866.27416;5493.153263;31121.613;1344.499377
42107;20564.12744;33099.78028;12535.65284;27848.55042;2979.928375
42103;20790.84973;34470.0788;13679.22908;27620.73323;3153.42834
42105;45675.24609;51842.80775;6167.561656;48853.77764;1158.558758
42110;24997.99242;31935.52741;6937.534986;28946.41027;1822.18943
42111;26308.25619;36435.30104;10127.04485;31837.79575;2154.088257
42141;23988.92917;34157.56843;10168.63926;28461.07883;2383.515078
42113;55164.57393;75588.58317;20424.00924;65771.43378;4646.922389
42142;24593.81794;33035.46755;8441.649614;29825.913;1960.02773
42115;60856.17522;69810.36997;8954.194749;65503.98836;1911.657319
42116;27101.96572;35613.30543;8511.339716;31284.42449;1825.753478
42145;47357.67905;53008.78974;5651.110688;49958.54817;1362.144331
42117;29114.64623;37800.49914;8685.852906;32670.32615;2107.005707
42118;33473.52319;40669.30937;7195.786183;36959.7703;1546.263134
42127;45008.64269;51325.14834;6316.50565;48797.47835;1497.280786
42119;39367.49356;50143.9567;10776.46315;44879.4559;2364.477799
42128;15411.44612;19991.13001;4579.683888;17885.02714;1169.476704
42129;42171.42136;49392.22321;7220.801847;46124.84158;1498.199698
42120;40467.27274;61473.62348;21006.35074;52626.85044;5185.099226
42121;38499.65127;47260.80933;8761.158059;42928.34515;2027.755539
42123;36067.19153;45566.72288;9499.531356;40765.81635;2370.25361
42124;32429.73142;35169.23536;2739.503945;33749.27922;702.152098
42125;35539.97815;39140.40175;3600.423608;37284.25906;871.598462
42132;26530.7117;38686.44568;12155.73398;32287.90615;2506.129969
42148;36810.74832;41236.14178;4425.393463;39495.6359;1043.505393
42152;51242.82998;62567.03665;11324.20667;57564.91314;2761.580848
42134;20798.81729;31113.66062;10314.84333;25427.99551;2099.856287
42135;23613.50653;30206.40443;6592.897891;27587.91582;1632.578383
42139;26624.73092;35057.74335;8433.012438;31419.39283;2046.642548
42153;49779.23936;55905.48146;6126.242098;52611.32902;1615.871439
42144;12524.36421;33413.25932;20888.89511;21927.88208;5086.695134
42149;3067.493123;16581.81852;13514.3254;10222.98822;2699.788297
42151;14177.1082;19062.01556;4884.907365;16219.30444;1113.490896
42155;59018.6129;70152.39201;11133.77912;64026.67534;2480.897519
42156;38275.92095;41441.41172;3165.490772;40141.23164;649.00022
42157;50802.27883;56919.83819;6117.559357;53285.8472;1437.057408
42158;30474.88223;40658.98213;10184.0999;35052.00823;2210.053056
42160;12831.45176;36005.41744;23173.96568;24656.0773;5619.689621
42161;30740.5628;33269.69241;2529.129613;32243.22925;647.822672
42162;31300.05243;54316.3604;23016.30797;42605.97077;4880.01364
42213;27373.51688;34853.92939;7480.412517;30792.24494;1729.917483
42163;20839.1836;26208.46264;5369.279041;23983.26333;1245.917266
42164;47567.02203;54101.03365;6534.011618;50944.66556;1221.00011
42165;14344.55299;30709.12942;16364.57642;23449.42438;3948.791956
42166;28690.96563;36565.96201;7874.996385;33291.64789;1637.903765
42167;41800.99396;48889.20937;7088.21541;45941.58971;1219.322051
42168;42620.54027;51026.36064;8405.820366;46998.30147;1914.569629
42171;31845.55048;40758.48963;8912.939152;36757.13909;2139.33922
42174;19414.36684;31274.72302;11860.35618;25862.07187;2758.787772
42175;19713.94083;27596.20251;7882.261681;23778.61912;1784.099145
42176;21123.40962;28530.51737;7407.107752;25159.01272;1960.92296
42178;39194.83471;44827.56555;5632.730833;42167.95539;1108.475651
42181;21027.55602;29370.31264;8342.756627;25065.00575;1922.407349
42182;43929.70444;53151.04305;9221.338611;47946.62964;2010.158509
42183;17926.11887;32370.13718;14444.01832;24692.64532;2982.03257
42184;39568.75454;44353.33041;4784.575868;41819.27989;975.583744
42185;33837.57848;40426.95946;6589.380977;37223.71086;1525.853088
47012;36910.84737;42118.90168;5208.054315;39343.65262;1204.252972
42187;32755.79332;39956.05962;7200.266303;36841.76972;1613.703678
42188;27688.29236;32187.14002;4498.84766;30405.98804;1051.385878
42189;47075.86432;51149.78749;4073.923168;49423.81406;1027.120738
42190;41978.09709;47506.55249;5528.455401;44541.36928;1072.510079
42194;42678.46741;51752.46249;9073.995073;47709.70976;2402.762743
42195;37462.26199;49831.14157;12368.87958;43261.39105;3234.382282
42216;25664.50877;32112.27696;6447.768184;29209.42784;1526.090381
42196;26324.37751;33168.77606;6844.398544;30039.89162;1505.984495
42197;33221.19718;38632.65895;5411.461771;36118.46579;1400.225095
42198;24247.81268;30868.1431;6620.330422;27364.82297;1656.697101
42200;35523.94083;43921.08769;8397.146857;40061.04046;1902.053129
42201;3407.118727;9284.261412;5877.142685;6209.472346;1324.533069
42202;30605.39702;36905.34377;6299.94675;33787.17463;1531.325883
42217;9065.762338;14579.26357;5513.501232;11983.83677;1281.074791
42204;21305.68825;32343.85525;11038.167;26950.78892;2750.106034
42205;9229.912529;25138.44666;15908.53413;16790.75065;3898.776701
42206;53442.14864;59567.00905;6124.860404;57103.34722;1250.324154
42209;21288.54391;37402.93958;16114.39567;29265.26622;2979.668298
42211;12227.13644;17392.9515;5165.815059;14933.31699;1154.118453
42212;42896.67686;51013.1943;8116.517446;46858.31321;1824.801882
42215;23011.23256;43829.43462;20818.20207;33310.04693;5415.311062
42218;18515.60403;28351.84763;9836.243603;23296.64303;2263.895754
47002;20272.43381;26906.04296;6633.609152;23403.13584;1448.018379
47003;35327.78277;45602.78591;10275.00314;40597.32096;2609.250786
47004;18931.44379;32746.57309;13815.12931;26450.14853;3304.371681
47005;18033.26397;25022.30948;6989.04551;21347.19008;1585.406038
47006;14162.87941;20406.68485;6243.805443;17505.5464;1499.224641
47013;29492.78979;36650.25578;7157.465989;33587.67465;1459.20276
47007;5099.282816;13218.84159;8119.558769;9801.681909;1856.356694
47008;20178.42291;25156.38003;4977.957116;22756.98594;1132.148556
47009;31952.20342;37491.54826;5539.344837;34653.75714;1386.51228
47010;4507.471736;9185.220365;4677.748628;6922.579745;1118.46416
47011;12737.34934;23278.01049;10540.66115;18096.34796;2750.989101
47015;36333.25087;44259.12856;7925.877682;40226.65732;1877.053755
47016;37841.56472;44096.1208;6254.556073;41012.45333;1498.888618
47019;42636.53341;47580.70474;4944.171326;45089.95776;1309.122691
47020;11894.24209;21514.31229;9620.070198;16901.96657;2322.326368
47017;25358.77154;33323.15372;7964.382188;29013.31752;1628.775265
47018;21610.22461;27032.1889;5421.964293;24515.0514;1316.860893
47023;2862.668229;8070.65991;5207.991681;5258.595202;1067.998084
47024;29665.40922;36895.04402;7229.634798;33371.52252;1580.027352
47025;10742.81547;19355.57059;8612.755118;14574.09109;1919.653132
47026;45525.92623;49520.53619;3994.609962;47700.91287;865.85987
47027;8122.936334;17279.67469;9156.738351;12157.861;2034.116684
47028;43951.1998;48721.56984;4770.370037;46654.29526;1123.46704
47029;34354.15335;40846.50415;6492.350803;37198.72286;1499.22171
47030;37811.69067;46569.44917;8757.758497;42748.65563;2144.485802
47033;36508.11995;44337.51923;7829.399284;39913.69367;1861.647949
47034;36514.26639;40357.94535;3843.678962;38578.79447;885.649849
47035;16267.48213;24089.78416;7822.302023;19942.15543;1678.257875
47036;38426.22375;43810.37227;5384.148523;40843.87581;1254.377717
47037;18974.23262;26705.91946;7731.686842;23000.15644;1854.547383
47038;25963.71018;30630.71358;4667.003402;28428.77787;1073.171122
47039;25528.33112;33641.77799;8113.446867;29601.56398;1767.046906
47040;31277.31674;35889.53621;4612.219462;33799.99991;1117.659587
47041;16011.50021;22203.53255;6192.032334;19251.22794;1430.603766
47042;39694.03506;44114.43798;4420.402919;41989.128;924.891992
47043;25030.44352;35656.95971;10626.5162;30135.49662;2444.851211
47044;8659.256901;14241.52285;5582.265946;11631.77363;1293.82785
47178;34936.47294;44805.05131;9868.578375;39441.98516;2336.253282
47045;26207.05456;35911.05692;9704.002361;31181.01572;2169.172612
47046;40973.63813;46845.05407;5871.415943;43871.41786;1239.435088
47187;46937.18538;52299.48757;5362.302189;49910.05444;1079.012396
47047;33002.19799;41360.81462;8358.616637;37760.78531;2181.925148
47048;40950.42777;47592.27234;6641.844573;44714.86561;1571.354471
47049;11557.02247;18051.85991;6494.837444;14746.44323;1518.202753
49081;27945.0568;37521.86559;9576.80879;32872.35702;2201.347145
47050;7396.083561;19632.7374;12236.65384;13754.98132;2963.851845
47051;7534.415216;15610.3493;8075.934083;11627.25755;1772.583745
47061;26214.71612;33209.73771;6995.02159;29776.45415;1494.68183
47052;2563.438699;9671.555803;7108.117104;6156.906393;1424.39476
47053;22048.3602;27151.9849;5103.624693;24559.90143;1135.591234
47054;26504.4146;38952.16962;12447.75502;33148.8478;2660.979524
47055;13399.8175;22442.75968;9042.942181;17529.15757;2052.835321
47056;27927.66495;34127.71259;6200.047632;30544.40972;1798.289879
47057;17888.46898;21972.14375;4083.674776;20285.07205;821.424606
47058;38554.27155;47830.97376;9276.702213;43773.3672;2377.699345
47059;28115.50997;37963.61588;9848.105908;34783.75174;1877.408655
47060;31256.20236;38324.69627;7068.493915;34712.74318;1609.302461
47069;27411.48662;33928.74872;6517.262092;30880.91466;1677.294351
47062;36882.2481;43047.14108;6164.89298;40337.64195;1208.940383
47063;39421.76413;44753.22838;5331.46425;42301.34701;1374.535073
47064;43757.75989;49249.63983;5491.879934;46490.04444;1395.714232
47065;20598.3743;30393.994;9795.619703;24943.29591;2113.692046
47066;4513.675684;12087.60056;7573.924873;7278.8519;1516.735444
47067;12993.87068;19081.19106;6087.320378;15691.67747;1521.743581
47068;21292.51354;26244.28635;4951.772814;23906.17636;994.063527
47074;13247.07004;19832.79365;6585.723618;16778.76855;1395.491904
47075;25595.36244;37400.32723;11804.96478;30644.20807;2765.322478
47081;32727.51067;37479.13099;4751.620319;34980.46023;1115.568715
47076;30.407734;5452.779973;5422.372238;2478.40065;1146.625354
47077;34901.49997;44331.6229;9430.122935;40674.76343;2428.783344
47082;11744.86186;19029.69199;7284.830134;16048.20242;1617.141014
47083;17418.19574;22342.78178;4924.586037;19928.1771;1098.207571
47087;20285.90848;26159.71473;5873.80625;22935.58193;1293.805967
47088;48475.68646;54163.51478;5687.828321;51117.93652;1205.717217
47084;27893.84831;44165.63015;16271.78184;36964.16231;3806.188807
47085;18.969795;15293.76492;15274.79512;5571.378147;2946.283835
47089;49015.22828;54366.81836;5351.59008;51990.88377;1378.09903
47086;17391.97182;44243.08311;26851.1113;34545.82511;6625.528017
47095;5760.371887;10754.74179;4994.3699;8651.671677;1189.386185
47090;13458.04493;22205.21299;8747.168064;17638.52248;1978.320909
47091;43998.51861;50446.00413;6447.485519;47535.61509;1457.393322
47096;41624.60713;44691.38131;3066.774185;43507.81893;646.658658
47092;27623.11304;33952.79182;6329.678781;30362.31635;1320.226815
47093;20116.53581;28418.39262;8301.856807;24321.25004;2005.424583
47094;41843.21108;47517.82844;5674.61736;45017.2691;1489.823155
47097;34364.34627;41063.35808;6699.01181;38112.36217;1532.728723
47098;7506.886589;18915.20032;11408.31373;13038.46681;2811.76497
47101;11390.90736;22818.68264;11427.77527;17043.20031;2409.715514
47102;9703.988523;19594.74388;9890.755358;14959.41969;2008.069127
49024;30981.83046;37926.43978;6944.609319;34913.21804;1737.739806
47103;25563.05447;33825.17719;8262.122718;29996.03911;2121.62483
47106;29327.16719;33769.27859;4442.1114;31319.15963;985.717315
47181;23345.05494;34809.93967;11464.88473;29642.99702;2548.952635
47104;9745.981055;26288.475;16542.49395;17368.37719;3682.954372
47105;15500.84596;20675.69068;5174.844718;17728.7031;1166.063472
47109;41876.83587;46902.11229;5025.276421;44534.46489;1111.348337
47110;12044.61539;20753.50975;8708.894355;16834.43537;2085.894452
47127;35116.6886;43317.00983;8200.321232;38837.07627;2112.703305
47111;6599.103074;15734.5951;9135.492023;11941.80472;1906.542359
47112;23463.02845;30077.09362;6614.065166;26680.72901;1345.044786
47118;36324.07483;43283.38966;6959.314823;39786.34409;1600.038509
47113;29978.4381;38776.11425;8797.676155;34932.56278;2114.918267
47119;34489.41816;42853.19843;8363.780275;38147.07571;2059.69663
47128;15902.50332;20575.97302;4673.469702;18628.5753;1190.518522
47114;30373.88559;43427.40103;13053.51544;37114.36716;3108.970131
47115;17104.86947;27823.83219;10718.96272;22658.43466;2172.968886
47116;36592.2839;43239.24578;6646.961882;41092.34807;1468.533139
47117;22309.87729;28224.62008;5914.742787;25200.66875;1431.755638
47124;5654.131558;13426.424;7772.292444;10194.13352;1580.187813
47121;18627.50478;29134.22231;10506.71752;23276.9671;2135.636415
47125;38220.07492;43409.17805;5189.103133;40744.28804;1210.425032
47126;22422.61694;28400.02926;5977.412322;25577.43924;1482.804161
49029;10792.24251;19387.20745;8594.964937;14280.44629;2074.494701
47122;12802.82921;22600.24653;9797.417319;17461.69943;2367.388422
47123;3803.379217;11163.55695;7360.177729;7535.023585;1650.479549
47129;24788.05054;37059.5293;12271.47876;31148.59584;2555.621424
47130;15777.56185;22035.62971;6258.067858;18945.35069;1406.466712
47131;29808.78959;36782.45774;6973.668144;33465.84727;1630.442664
47132;10592.17145;16400.86778;5808.696325;13587.76052;1521.434104
47133;5471.616306;11391.64627;5920.029965;8167.232317;1313.510872
47137;30516.41279;38192.32363;7675.910839;35404.58093;1406.73045
47138;4575.119456;13165.35551;8590.236052;10389.08698;1632.010451
47139;7251.492993;19717.34407;12465.85108;13317.36823;2910.957954
47141;15605.34886;24033.60544;8428.256582;18972.79794;2219.622658
47142;31221.32016;39535.95774;8314.637578;35585.01945;1901.193546
47143;29462.28833;35554.29269;6092.004358;32320.13643;1443.724641
47144;14158.07365;25323.80279;11165.72913;19350.63961;2542.744085
47145;21078.81869;30730.36127;9651.54258;25979.31662;2263.125498
47146;15806.19723;19649.34463;3843.147399;17515.49151;897.333163
47148;35788.24382;44338.09641;8549.852587;40100.36951;2132.810248
47149;23303.27069;27377.33736;4074.066668;25708.55512;849.962999
47150;32943.54983;38326.26126;5382.711424;35736.77089;1230.915152
47153;46388.34678;54242.36529;7854.018512;50429.70229;1675.692178
47154;21285.44586;29769.33781;8483.891954;25341.63955;2012.803678
47155;4682.151887;9026.262922;4344.111035;7050.193525;1099.241163
47156;4646.291359;14981.91906;10335.6277;10539.00533;2384.017322
47157;22070.05899;27982.78163;5912.722637;25333.98115;1349.317886
47162;36327.6333;44212.76566;7885.13236;40331.08566;1694.508496
47158;8161.401595;20704.17592;12542.77432;14570.93153;2985.553084
47159;14201.60973;18757.71556;4556.105829;16789.43788;907.889564
47163;39061.29608;45227.64216;6166.346081;42525.20092;1427.993325
47160;18957.73361;27676.85681;8719.123197;23584.31348;2085.463091
47164;32966.12805;44229.90457;11263.77652;39704.92698;2824.401496
49088;32602.15885;38134.37425;5532.215396;35256.46578;1416.624379
47161;4559.771651;14187.29541;9627.523757;9488.958402;2022.163147
47180;28209.06596;33921.69786;5712.631898;30798.55922;1442.017781
47165;12358.14663;29192.18424;16834.03761;22113.9971;3738.774602
47166;22954.23917;30502.49926;7548.260087;26616.18409;1764.598936
47167;25021.10419;37194.33993;12173.23575;31146.39834;2897.536526
47168;26457.22855;29264.7583;2807.529746;27901.7127;576.4706
47169;32024.88547;40779.06829;8754.182828;35850.85153;2154.037412
47170;35552.59231;45188.07918;9635.486866;40289.59517;2933.450377
47171;15681.24548;30328.45646;14647.21098;24296.36571;3018.894886
47174;14701.85883;23103.9488;8402.089967;19690.56051;1899.304513
47172;27625.57217;38316.8464;10691.27423;32881.74294;2854.12245
47173;16551.44922;23796.16011;7244.710893;20270.54018;1624.96654
47176;25877.24044;33048.76079;7171.520357;29586.34933;1731.404493
47175;4303.985166;17464.86596;13160.88079;11550.4929;2769.75724
47177;31940.99374;37422.69316;5481.699418;34811.46507;1293.982046
47179;31924.5592;41952.85664;10028.29744;36707.5353;2193.74811
47182;9269.463431;16055.70442;6786.240993;12997.51014;1700.25295
47183;25517.93453;34124.33009;8606.395567;29674.38927;2173.487769
47184;17776.08682;24462.12483;6686.038008;21377.44494;1419.992162
47188;28546.23367;36307.78239;7761.548722;32645.38652;1656.410432
47189;4664.194319;13516.76311;8852.568789;9671.914167;1933.338052
47190;20439.66734;25577.7319;5138.064561;22945.12647;1167.648261
47191;15728.37498;22255.52553;6527.150556;19060.00804;1489.256664
47193;5705.964377;10626.73868;4920.774303;8319.182306;1108.339579
47194;28743.85852;33958.08167;5214.223148;31457.32665;1196.515962
47209;35561.62249;43376.74049;7815.118003;38897.20715;2178.994213
47195;11404.1576;24619.82834;13215.67075;17280.87599;2651.491776
47196;34590.60906;40999.63883;6409.029777;37971.21396;1529.126608
47220;36688.58967;45066.14322;8377.553544;41383.19282;2148.545769
47197;31706.94827;44448.62097;12741.67271;37674.57231;3247.731943
47198;44394.96069;49266.27416;4871.313466;46862.78772;1218.113494
47199;43520.44776;48613.92848;5093.48072;46583.06972;1201.514207
47221;18892.02584;22986.56231;4094.536472;20998.42111;1014.000187
47200;34299.99442;39415.75355;5115.759123;37197.46115;1158.393668
47203;31674.20717;39092.26121;7418.054041;35814.49727;1681.075636
47204;34009.20853;37023.9083;3014.699771;35963.23845;666.969905
47205;35291.6345;45261.44868;9969.814178;40521.62901;2374.49923
47206;31549.39478;37546.15042;5996.755634;34353.25431;1413.057436
47207;34326.53353;44647.91791;10321.38439;41190.30624;2581.521213
47208;43174.80218;49729.23185;6554.429676;46858.52247;1497.375179
47222;35140.26152;41803.84355;6663.58203;38925.58699;1521.119872
47210;28119.95889;37661.6525;9541.69361;31831.82458;1961.167657
47211;42247.74381;47098.74377;4850.99996;44544.17148;1163.363284
47229;33889.80514;42297.55145;8407.746314;37877.73263;2031.005569
47212;16723.90412;30472.13043;13748.2263;24162.84318;3106.647789
47213;36343.03164;44041.48212;7698.450477;40344.99086;1816.724479
47214;38324.44833;48637.36766;10312.91933;42641.93493;2342.022045
47215;36597.82847;43074.24226;6476.413789;40174.29099;1559.835637
47216;14790.54002;19650.161;4859.620982;17206.25434;1208.958099
49038;12012.44654;15828.82322;3816.376673;13859.21699;896.325129
47217;6176.946694;17104.901;10927.9543;11577.71502;2316.539688
47218;9623.855694;17956.03099;8332.175299;13953.99954;1952.204945
47219;46542.9402;50438.58515;3895.644945;48900.80689;851.932229
47223;39475.31574;46301.52069;6826.20495;43719.41187;1435.29481
47224;13394.2808;17245.61995;3851.339147;14914.93655;764.672497
47225;25688.79252;31452.15356;5763.361033;28495.43161;1363.318725
47230;12199.1023;19331.34085;7132.238549;16233.66431;1665.425169
47226;18623.92485;27161.05097;8537.126121;23378.26394;2025.243409
47227;42086.59096;46440.54691;4353.955943;44673.30933;881.656468
47228;5436.46357;14140.04333;8703.579763;9445.234573;1935.052509
47231;3280.265552;9190.444864;5910.179312;6333.58661;1471.026371
47232;10079.37688;15949.23994;5869.863062;12995.31636;1470.403351
49002;28219.64708;34363.89464;6144.247554;31363.93096;1347.890075
49003;49214.66947;60810.97298;11596.30352;55523.53276;3016.877123
49004;15700.96014;20375.33116;4674.371018;18362.41411;1008.715398
49007;9461.46687;16950.76117;7489.294295;13338.3969;1651.237543
49005;29154.98267;40544.98582;11390.00316;34768.91337;2577.593416
49006;12738.20216;18593.57316;5855.370998;15456.66357;1393.231201
49011;5221.900715;9346.642869;4124.742154;7061.765662;909.89131
49008;29414.2708;43464.33924;14050.06844;36870.48839;2913.040122
49009;10798.33445;17267.35828;6469.02383;13885.56095;1536.242626
49010;4352.725052;9084.112334;4731.387282;6654.537476;1131.352889
49016;18890.63312;27281.2823;8390.649185;23445.01442;1922.853564
49017;49176.54699;59798.66792;10622.12093;54079.82727;2500.452149
49039;8197.463678;12809.01339;4611.549708;10372.30751;1013.071111
49018;18764.55171;28138.47738;9373.925672;23912.21661;2034.979604
49019;4882.119937;10890.70354;6008.583606;8045.271485;1445.262443
49020;29861.23649;40058.73099;10197.4945;35240.72424;2147.615996
49021;35.530796;6281.252782;6245.721987;3063.971244;1342.802184
49022;14751.35149;20784.02771;6032.676222;18081.0055;1457.303931
49023;20845.24723;39810.94831;18965.70108;31069.90645;4221.161903
49025;11787.32852;19912.25428;8124.925754;16483.60613;1912.217367
49026;12313.8474;18753.93472;6440.087322;15616.35538;1598.522272
49027;27247.66794;30780.869;3533.201065;28950.09272;747.895298
49028;15126.14276;18899.3662;3773.223438;16812.30641;806.010987
49030;29796.31108;34827.10363;5030.792547;31860.78471;1180.615631
49031;16442.24235;26525.27326;10083.03092;21173.75903;2221.424205
49032;31094.44587;39693.78314;8599.337267;35240.44525;1580.840256
49033;20587.65723;34153.91408;13566.25685;27906.78951;3057.717851
49034;29187.77475;37477.18379;8289.40904;33084.53605;1870.43688
49035;24854.32282;34519.47731;9665.154496;29854.74128;2435.412773
49040;32717.15614;37692.43079;4975.274653;35307.44277;1323.82301
49036;20343.62784;30630.08254;10286.4547;26069.95219;2193.364538
49037;39530.80307;48365.17816;8834.375087;44215.08108;1924.180208
49047;19401.81469;24871.66798;5469.853288;21876.94433;1299.650427
49041;3857.96825;11064.43073;7206.462478;7502.750257;1716.263919
49042;25721.53878;33144.96533;7423.426554;29637.33448;1547.06694
49057;25373.39455;33049.18118;7675.786632;29063.19929;1717.8072
49043;22433.66421;35268.17914;12834.51493;27789.0238;2368.660208
49044;9175.184473;12449.72916;3274.544686;10809.90696;780.548351
49046;15657.24579;22791.2054;7133.959608;19623.01005;1678.73143
49048;48915.72329;55897.97703;6982.253743;52333.26803;1697.398067
49050;37939.3876;49190.41883;11251.03123;44046.77716;2630.281944
49052;14626.78267;18441.53803;3814.755366;16741.40613;846.043974
49053;8712.23491;19408.97094;10696.73603;12272.38999;2019.218153
49058;23960.96845;30011.93277;6050.964318;27720.14588;1390.945273
49054;12727.26105;26668.77034;13941.50929;20142.30254;3388.747014
49055;34590.67239;39229.93082;4639.258429;37124.35876;1080.429802
49056;6825.737154;13523.29874;6697.561589;9983.448212;1537.051543
49062;40328.66397;50361.61702;10032.95305;44622.13714;2402.564938
49063;17464.8045;28433.45157;10968.64707;22997.86032;2586.5106
49067;39622.93954;49039.95213;9417.012588;44690.38024;2108.48617
49064;36936.87853;49429.64765;12492.76912;43620.21854;2635.261045
49068;33053.51992;43360.01226;10306.49233;38028.79659;2255.662043
49069;59342.14888;73924.30275;14582.15387;65876.02797;3199.896298
49065;50772.76872;64950.1267;14177.35798;56865.37143;2933.383942
49066;26083.37764;41596.84301;15513.46537;33973.3654;3843.771194
49071;28204.75294;50393.88519;22189.13224;39752.31893;5581.773409
49075;10294.23575;13451.45199;3157.216243;11957.03256;770.251017
49076;14334.52524;19577.92466;5243.399423;16455.44908;1279.300564
49077;19707.06473;34747.95635;15040.89162;26596.73876;3499.713082
49078;13942.93077;22630.16471;8687.233948;18287.24189;1850.739958
49082;5736.293048;14305.72221;8569.429162;10042.23716;1873.140278
49083;24117.44525;29975.96089;5858.51564;26795.47428;1453.302025
49084;18950.11711;24592.2593;5642.142183;21632.35512;1353.602361
49085;30565.10298;47036.40792;16471.30494;37400.50853;3614.987033
49086;15213.89973;20072.18572;4858.285989;17934.23679;1134.392673
49087;38422.06065;48448.5688;10026.50814;43501.01937;2450.337856
49091;18451.20442;26313.7701;7862.56568;22079.87356;1685.996887
49092;17462.88166;23381.94743;5919.065771;20389.97123;1507.319019
49093;27832.22024;37878.68911;10046.46887;32479.76115;2922.346773
49096;12246.06081;19038.36919;6792.308383;15894.1902;1571.114354
49094;43449.03489;54078.95228;10629.91739;49036.94211;2337.274758
49095;5961.725161;13529.95129;7568.226133;9863.000574;1659.279133
49097;30733.3733;38815.07639;8081.703096;34805.63915;2122.769542
49098;29131.06196;37094.53223;7963.470272;32675.26854;1903.119495
49099;30746.83793;38028.19881;7281.360879;34094.33261;1506.920053
49100;36039.58068;46852.38946;10812.80878;41629.02321;2443.706519
49101;28656.85085;37205.20175;8548.350894;32870.57847;2175.906045
49103;10043.61514;18358.80101;8315.185865;13748.03855;1899.226228
49104;50660.29973;62025.16371;11364.86399;56679.01542;2427.35871
49105;12938.8323;17128.21757;4189.385272;15073.30847;1053.286131
49107;24093.23549;30659.04294;6565.807454;27621.9851;1604.23085
49108;23043.90066;28587.63791;5543.737255;26526.58542;1254.634354
49109;4063.978883;9873.329899;5809.351017;7396.533489;1390.614681
49110;51405.17809;66385.61725;14980.43915;59137.40151;3328.591502
49111;18089.45944;23737.00319;5647.543745;21390.97195;1295.036863
49112;40140.67444;51817.92065;11677.24621;45533.96714;2835.849339
49113;8109.382406;17027.94678;8918.564369;13157.23549;2260.55905
49114;20789.54674;25332.00292;4542.456185;23264.76225;1096.626187
49115;24019.594;31640.14494;7620.550947;28364.09301;1801.043699
49116;26118.21211;35633.1414;9514.929296;30357.63748;2112.16575
49117;10739.71444;21506.35043;10766.63599;16056.22231;2388.699266
49175;14222.9158;23097.29907;8874.383269;17457.48373;1928.398964
49118;8553.377753;12362.15334;3808.775582;10223.42003;878.441193
49119;9868.848438;15666.96457;5798.116136;12475.20603;1457.884168
49120;31121.42847;38448.59058;7327.16211;34876.60654;1757.932166
49128;8285.538983;13623.37859;5337.839604;10942.01714;1210.97539
49121;44576.66568;51868.49213;7291.826455;47905.39933;1675.928097
49122;5161.656102;10589.6443;5427.988193;8240.290818;1325.388488
