CODMUNI;MINDISN10M;MAXDISN10M;RANGEDISN10M;MEANDISN10M;STDDISN10M
9437;29526.39923;40512.21593;10985.8167;34371.16852;2520.896444
9438;3718.633756;8128.150658;4409.516902;5846.176641;1109.209205
9439;4071.538418;7730.101963;3658.563545;5688.703149;800.293204
34202;59169.78785;63154.97492;3985.187067;61093.68246;871.651691
9441;22917.46487;27976.45743;5058.992565;25474.69906;1327.360217
9442;27817.80307;33825.01171;6007.208648;30752.56733;1526.2549
9448;14500.24467;22953.22516;8452.980494;18785.80794;1973.884433
9443;23093.83464;29608.74209;6514.907452;26376.01182;1448.826277
9444;35882.56724;41907.96778;6025.40054;38897.96214;1523.869326
9449;17531.59962;21960.97751;4429.37789;19944.68089;1031.067513
9445;35129.99318;38246.84524;3116.852056;37028.63873;654.278131
9446;33496.49193;38962.39363;5465.901708;36301.79415;1360.206395
9447;26262.06901;31194.26117;4932.192154;29056.68698;1173.496125
9450;44833.95307;47852.41019;3018.457121;46119.06828;716.059054
34204;39469.18724;46839.09333;7369.906095;43440.88513;1834.360379
9460;29672.7522;38738.33619;9065.583986;34200.69518;2050.419962
9464;19296.6155;24213.82054;4917.205035;22062.14363;1147.662285
9473;26432.3136;33102.83441;6670.520809;29724.34451;1715.222235
9463;23440.37429;38961.55677;15521.18248;29473.89396;3164.761009
9466;20708.25259;30240.20506;9531.952468;25026.33214;2195.165244
9467;33162.43617;37564.02056;4401.584392;35521.50156;958.471308
9471;6223.232417;10161.87079;3938.63837;8242.56527;876.535456
9476;24083.68392;32925.06461;8841.380688;28299.01198;2320.375534
9478;42488.51216;46250.57762;3762.065458;44067.11833;793.769039
9480;24923.74017;31587.66703;6663.926859;28676.00976;1493.833029
9482;48891.92436;52256.50209;3364.577723;50540.76013;737.939264
9901;29513.32824;37778.77064;8265.442391;33621.24773;2255.438145
9902;12022.13235;24811.49891;12789.36656;18309.73144;3062.186596
9903;38661.4768;52101.47834;13440.00153;46468.19413;2989.28016
9904;8865.589009;26546.99402;17681.40501;17849.96363;3945.090473
9905;29575.8382;46290.93249;16715.09429;38186.27;3649.181267
9907;4070.834896;12672.61652;8601.781625;8249.721636;2192.947311
9906;9046.099961;38307.9196;29261.81964;24310.77718;6883.037041
53004;34819.94223;39016.48884;4196.546609;36814.47992;1141.992117
9908;18775.98152;38167.71106;19391.72954;27680.4586;4326.511955
53005;20673.99918;21463.75023;789.751045;21129.18013;191.09788
53021;50538.48279;58739.39597;8200.913188;55251.31916;2099.197224
53022;48999.58801;49835.34348;835.755466;49380.97999;223.214521
53023;24585.83213;25686.23663;1100.404499;25088.81131;281.802704
53027;45245.16565;49845.00251;4599.836868;47193.94407;1033.037857
53024;36226.19701;41713.13316;5486.936145;39348.0748;1185.464912
53025;17891.91024;23857.61413;5965.703881;20141.47388;1192.027052
53026;45040.84987;45786.17979;745.329926;45433.08256;190.696012
53028;48595.80752;49187.31089;591.503369;48898.81738;136.272256
24001;53428.42225;62876.60475;9448.182498;58045.04059;2236.472959
24002;23212.26011;26522.91837;3310.658258;24828.65529;857.338427
49203;12455.12445;16210.55863;3755.434186;14296.56106;897.100649
24003;12073.84294;19961.56498;7887.722045;16396.61052;2035.14641
24004;37497.34604;55285.41961;17788.07358;46573.31702;4405.776857
49204;20845.07134;23591.56423;2746.492887;22157.06417;661.874875
24005;15238.065;22498.60237;7260.537372;18588.24017;1359.032355
24006;12752.09639;25280.9017;12528.80531;18769.81405;3261.116062
24008;8.66651;12513.46544;12504.79893;5299.974602;3336.385098
24009;28240.1204;37603.67095;9363.550554;32113.08885;2089.852922
24010;3.704745;3827.718038;3824.013293;1857.39816;768.621682
42053;54223.03586;61129.90043;6906.864566;57903.57664;1810.940603
24011;18212.62665;25449.37958;7236.752927;21900.04464;1768.461353
24019;17603.33257;25117.49403;7514.161452;21255.06075;1524.526762
24020;48856.02118;66542.33562;17686.31444;59069.13807;3902.582847
24012;27841.50531;41894.11954;14052.61423;34562.17007;3234.372577
24014;12237.13083;22871.72435;10634.59352;17483.32558;1970.527373
24015;7845.546787;19651.99421;11806.44742;13054.21741;2624.747589
24022;10305.79957;16723.42041;6417.620839;13516.56977;1473.101157
24016;11237.3421;28547.56611;17310.22401;19398.73742;4152.987749
24017;15454.34358;21387.85998;5933.516397;18565.62915;1393.936319
24021;33520.11647;50170.4073;16650.29083;41103.4751;3711.27793
24023;3629.677399;19807.8037;16178.1263;12002.14019;3482.459877
24024;27692.62799;40867.00173;13174.37374;34734.57212;2670.907978
24025;50206.07285;68456.31312;18250.24027;62054.34983;4389.77126
24026;12310.38944;21153.91265;8843.523208;17441.87631;2168.944352
24027;5416.136114;11399.42919;5983.293076;8439.53585;1400.542983
24028;19216.23464;26201.02102;6984.786377;22060.96724;1524.088943
24029;37726.48277;51849.86431;14123.38154;45132.32701;3459.840789
24030;10009.09353;17800.08839;7790.994855;14161.87169;1920.728153
24062;22824.76373;27253.4333;4428.669564;24981.6814;1092.414898
24031;40766.89704;50958.35706;10191.46002;45835.65212;2121.301594
24032;19074.04136;24810.53335;5736.491993;21986.54786;1333.812332
24033;15835.68138;20212.11955;4376.438171;18189.60084;1036.529193
42054;19855.63411;26347.26993;6491.635817;22665.87861;1396.696804
24034;4426.546449;10709.79523;6283.24878;7759.595226;1355.181076
24036;24919.37458;44860.04389;19940.66931;35068.15076;4806.918622
24037;26575.05751;40751.83378;14176.77627;35357.68935;2960.267818
42060;29103.40334;33470.89254;4367.489199;31525.23816;929.887472
24038;8529.329525;15109.11162;6579.78209;11403.54742;1418.372216
24039;14000.8704;22500.7191;8499.848692;19143.49592;2103.656558
24040;17865.43887;32963.36536;15097.92649;25549.18256;3237.837082
24041;13856.49567;17837.03939;3980.543724;16291.02738;801.663935
24042;28861.67882;35091.9227;6230.243871;31978.59337;1464.471863
24073;25243.89456;30186.54421;4942.649648;27964.31425;1165.905897
24043;15340.80482;31160.33121;15819.52639;22736.4698;3517.742565
24044;12954.03643;20775.18068;7821.144257;16702.38023;1651.755036
24046;9191.51979;20858.05842;11666.53863;14208.74472;2842.197584
24047;14437.23837;35328.06962;20890.83125;25906.65476;4440.185286
24061;6936.879842;21964.63807;15027.75823;14883.93455;3495.677766
24049;6018.222487;19027.49167;13009.26919;13325.65078;2771.076598
24050;36091.01033;42654.39641;6563.386072;39687.21361;1638.60557
24051;41695.69033;58262.78981;16567.09948;50460.54202;3855.785355
24052;37532.52696;49633.62575;12101.09879;43435.00657;2753.245914
24053;2660.390906;10073.39998;7413.009071;6639.436341;1650.200649
24054;9677.340296;16204.76549;6527.425198;13427.72503;1563.547966
24055;10440.93511;20097.47076;9656.535646;15302.77759;2174.682619
24058;18382.22078;25916.23919;7534.018414;22899.16663;1651.540651
24059;15291.90533;24212.22286;8920.317534;19223.51912;1797.088583
24060;41323.54097;59900.0393;18576.49834;50740.73422;4240.474866
42084;51330.39759;57410.3247;6079.9271;54017.83012;1351.174554
24056;32808.89089;53129.19647;20320.30558;43046.77101;4883.435637
24057;4825.113379;14104.83914;9279.725759;9877.203664;2298.895964
24063;27894.75197;40901.57661;13006.82464;35028.55201;2651.59985
24064;6354.612149;17524.21788;11169.60574;11809.76603;2781.478599
24065;8294.325817;20270.44228;11976.11646;14098.5658;2677.147461
24074;24037.19949;29365.38462;5328.185129;26744.73413;1311.720046
24066;11239.25671;19794.17115;8554.914439;14320.90448;2022.56227
24068;29039.384;42335.01484;13295.63083;34689.09021;3239.328385
24069;47265.72019;51998.61489;4732.894699;49612.61424;1042.55379
24067;23048.22771;38295.54587;15247.31816;30363.03637;3387.223447
24070;21342.31646;31477.17635;10134.85989;25970.23611;2117.488611
24071;19473.78034;31904.48008;12430.69974;25149.27769;3065.007167
34019;24005.445;31537.30487;7531.859873;27681.10817;1818.746433
24076;8379.907748;24411.15792;16031.25017;16001.7087;3620.117599
24077;40784.98986;49291.40483;8506.414975;44922.07556;1949.232569
24078;24775.97534;29702.76408;4926.788737;27197.14146;1114.529546
40047;29037.40197;34720.64889;5683.246924;31388.47941;1501.750603
24079;14664.86386;35838.36338;21173.49952;24992.37357;4735.861011
24080;49105.21313;53950.0054;4844.792268;52197.09599;1151.55863
24081;24841.79769;29164.93065;4323.132957;26950.46831;938.180915
24082;13050.44295;16196.45662;3146.013674;14361.86903;727.385416
24084;36821.81974;45987.7154;9165.895655;41909.681;2266.518949
42093;28999.71706;31775.80648;2776.089414;30213.71506;687.002845
24083;25044.26527;39991.15611;14946.89085;32146.16135;2960.46596
24092;16605.49499;26899.31414;10293.81915;21785.48435;2443.411101
24086;41971.82906;49480.42165;7508.592587;46085.88873;1819.921412
24087;7575.87831;16462.67078;8886.792469;11814.02554;2238.398382
24088;17271.84941;25554.49925;8282.649849;21199.75059;1881.601534
24089;35.323106;5901.469799;5866.146692;2488.259734;1130.435562
24093;7620.378757;18712.44356;11092.0648;13212.68238;2661.126034
24090;16092.56384;29582.11695;13489.55311;23263.21724;2844.671749
24091;14013.62194;27440.5874;13426.96546;20487.29314;2981.821635
24094;15682.98983;25748.27921;10065.28938;19531.87624;2248.533585
24095;11577.9094;15881.8023;4303.892899;13893.56391;986.926035
24102;18779.22445;29212.46696;10433.24252;24474.20492;2376.402036
24096;47531.00853;56653.60131;9122.592776;52130.23341;2210.222328
24097;27914.27367;38082.97355;10168.69988;33466.87796;2469.483403
34133;22056.13077;28170.05254;6113.921766;25422.63344;1477.125163
24098;22683.98263;34104.23325;11420.25062;28107.27291;2591.048833
24099;34091.64521;42204.23491;8112.589696;37795.13587;1668.259308
24100;3830.070714;19148.40462;15318.33391;11850.69769;3710.684022
24105;4876.308921;12599.62361;7723.314686;9042.85575;1888.315164
34134;31402.33074;36715.18398;5312.853238;34045.9059;1349.452726
24101;33391.41352;51386.80921;17995.39569;42840.32928;3968.451013
49232;13924.71429;20886.0778;6961.363508;17444.3213;1868.355013
24103;8532.813649;19433.61858;10900.80493;14510.15491;2432.850176
24104;18783.03854;28123.7016;9340.663057;23786.86393;2321.518588
24106;53356.78007;62833.55925;9476.779181;58068.70744;2169.477307
24117;14937.27105;19267.4909;4330.219846;17212.59929;956.751533
24107;24554.60371;36355.01132;11800.40761;30863.0248;2546.70411
24108;2735.691341;8496.55794;5760.866599;4890.889057;1212.376202
49233;35361.55032;39194.78115;3833.230836;37367.99207;944.025627
24109;31153.24774;46680.58069;15527.33295;39898.46992;3125.743872
24110;23915.75464;42419.27452;18503.51989;32333.69779;3859.238898
24112;30062.36575;42343.60794;12281.24219;37214.37565;3024.504055
24113;15825.84429;22036.3738;6210.529513;19208.77351;1485.239499
24118;46247.35358;51709.39716;5462.043582;48596.46377;1207.595155
24114;24357.14594;38008.51513;13651.36919;31694.10849;3319.868037
24119;5183.745036;13081.51825;7897.773218;9835.324058;1782.366963
34165;36096.89996;42888.5102;6791.610238;38944.27528;1484.716336
24115;30.094391;20307.67463;20277.58024;8761.041548;4739.558358
42108;31544.09351;39292.97647;7748.882963;35850.94998;1889.477681
24116;58094.29139;66765.74031;8671.448927;63191.30946;1829.821829
24120;53907.81828;63677.53825;9769.719965;58644.26154;2334.559007
24122;11544.16184;20014.76868;8470.606834;16304.52237;1808.169494
24121;37074.28218;55444.87975;18370.59757;46553.82953;4327.386054
24129;46342.78774;52750.92167;6408.133928;49352.28005;1446.989226
24123;15727.24612;28962.69327;13235.44715;23174.65982;3139.442749
24124;9201.723059;14525.01727;5323.294211;11247.70616;1051.374285
34104;32287.18185;38222.57107;5935.389216;34847.05837;1340.94864
24125;6206.46014;24224.89733;18018.43719;15562.86379;4502.349901
24127;1656.306648;6567.60965;4911.303002;3742.734471;1049.502598
24130;55239.06107;68168.44161;12929.38054;61385.97056;3389.034288
24131;6808.043649;11526.50473;4718.461079;9560.879729;1107.207183
24133;11542.73397;22918.00008;11375.26612;17695.85641;2644.947019
24158;20975.86685;28576.65337;7600.786519;24485.08694;1741.438064
24132;29967.63774;48461.13516;18493.49742;38252.23358;4145.523927
24156;30979.41967;43378.18803;12398.76836;37322.73573;2791.321541
24134;18577.429;27239.54392;8662.114927;22906.15214;1868.550968
24136;8204.672098;16723.41642;8518.74432;12435.1727;2121.899891
24137;38466.26234;45293.53649;6827.274158;42201.23195;1525.422635
24139;48252.93562;56717.80287;8464.867247;52497.24287;1817.684829
24141;12968.3826;16583.73314;3615.350541;14576.20717;857.557324
24142;28.337979;13725.08972;13696.75174;6687.635402;3787.777734
24143;9499.704246;18025.58288;8525.878629;14268.77555;2251.381603
24144;7108.932859;12815.47001;5706.537147;10374.13177;1235.151305
24145;26787.97996;48611.9792;21823.99924;36378.93445;4594.562543
24146;11075.13813;19722.18852;8647.050394;15766.12285;1877.024772
24148;1078.712311;8390.779948;7312.067638;4887.12741;1612.039797
24149;21403.40534;30512.03085;9108.625511;26300.45086;2370.776462
24150;16898.0495;21925.71364;5027.664142;19581.46322;1023.186168
24151;15608.43072;26732.33133;11123.90062;21366.0047;2567.507045
24157;8873.252114;17847.25901;8974.006899;14202.33287;2085.912483
24152;8551.051541;24114.76666;15563.71511;18231.14464;3318.013942
49012;36951.21314;41122.63435;4171.421209;38880.0063;1067.305628
24153;29452.85405;37466.90915;8014.055096;33879.41769;2000.746546
24154;2744.036984;10256.07577;7512.038788;6650.874406;1830.712442
24155;4973.519696;10546.56176;5573.042062;7938.431561;1331.252879
24159;14349.88459;20948.68171;6598.79712;18057.17527;1538.325784
24163;3678.083127;11407.75901;7729.675879;7324.547089;1782.010728
24190;36889.90038;43305.92706;6416.026684;39857.35787;1650.826826
24160;18821.38284;31424.21459;12602.83175;24688.36686;2940.23621
24161;2187.324981;12830.16791;10642.84293;7807.078819;2899.204063
24162;3274.078563;10100.07916;6826.000593;6702.679206;1600.321214
24164;31566.63486;47952.53941;16385.90455;39469.09293;3819.915299
42140;30150.66872;35478.53444;5327.865723;32768.47478;1294.126477
24165;11502.58551;18256.75527;6754.169765;14782.21292;1576.459299
24166;1288.936392;8276.666049;6987.729656;4611.850286;1734.599784
24167;23466.14781;37226.33755;13760.18974;29991.43204;2826.576887
24168;24449.28167;30447.21899;5997.937329;27262.70954;1309.391855
24191;35547.95959;44781.41081;9233.451217;40558.65086;2006.197337
24169;11578.36454;29180.62291;17602.25836;20346.96219;4187.938926
24173;14640.7857;20868.03625;6227.250548;17683.50396;1445.084836
24170;16225.16102;28760.22868;12535.06767;22024.37258;2647.309852
24176;4232.58585;9001.790272;4769.204422;6700.92232;1075.38001
24171;20252.64056;28811.96731;8559.326752;24472.84553;1996.408399
49013;22994.21689;28739.11885;5744.901962;26248.54973;1458.529519
24172;19767.07255;41707.92856;21940.85601;32765.21503;4393.632177
24174;9033.668231;18456.29503;9422.626801;13524.06373;2257.13015
24175;2690.416781;13440.9121;10750.49532;8500.76955;2528.344934
24177;32962.79155;46320.9667;13358.17515;39916.66691;2730.63193
24178;28124.28349;31338.22506;3213.941566;29779.60909;726.548467
24179;28102.11483;38242.88527;10140.77044;33684.80111;2043.680535
24181;16903.71531;26795.8722;9892.156886;21914.66387;2400.592594
24180;20422.66364;36819.10587;16396.44223;28723.31487;3565.103377
24214;6434.731689;20222.53713;13787.80544;13861.09055;3288.630153
24182;3072.117178;11882.40177;8810.284588;8308.550896;1862.334178
24184;27020.66065;33463.10076;6442.440105;30432.06031;1293.461703
24224;7387.067784;14622.40995;7235.342166;10783.60288;1736.998242
24183;47156.44352;63215.33498;16058.89146;54885.79456;3457.846504
49014;22578.93713;28557.99134;5979.054214;25800.91672;1356.73887
24185;3099.667404;15852.93179;12753.26439;9861.31956;3307.220742
24188;28677.12368;36737.18995;8060.066268;32268.77507;1911.829651
24187;15922.5235;24773.41805;8850.894546;20601.11321;1748.948148
24189;2507.086097;12162.39289;9655.30679;7979.897891;2308.790164
24193;24794.67449;32011.23221;7216.557721;28266.46655;1545.357618
24194;30246.77185;36178.08643;5931.314583;33083.67625;1377.060715
49015;17685.57758;21783.70491;4098.127334;20034.80104;842.942239
24196;16871.24382;38195.22845;21323.98463;25743.31435;5757.029368
24197;9011.408962;16206.17525;7194.766283;12408.03436;1812.360709
24198;24635.246;34650.70752;10015.46152;29200.48704;2424.199638
24199;22133.52093;35505.15469;13371.63376;29702.87854;3052.021771
24201;11771.03528;27163.73079;15392.69551;17447.20956;3731.999444
24215;39767.91786;50876.69929;11108.78143;45528.29616;3008.022923
24202;42531.85068;56222.25299;13690.40231;50113.59917;2655.817097
24203;28531.77446;39250.31342;10718.53896;33985.40243;2629.368763
24205;11411.82992;20282.27628;8870.446364;16138.34277;2195.026201
34110;23708.64718;26879.3476;3170.700417;25349.54295;749.746663
24206;11800.218;18197.65103;6397.433026;14887.78306;1546.128446
24207;22292.67545;30651.29161;8358.616153;26311.20591;2238.800523
24209;13260.32842;36161.32162;22900.9932;24534.55744;5630.642411
24210;14747.29347;30338.901;15591.60752;22675.46452;3346.387133
24211;19136.1217;23424.1211;4287.9994;21425.57775;1088.631568
34112;40293.83898;45482.56096;5188.721976;43154.35375;1194.409026
24212;20650.75276;28937.75836;8287.005606;24932.76008;1903.136062
24213;35910.4683;42893.78491;6983.316615;39115.6565;1812.54852
34167;11704.5667;16825.7035;5121.136796;14226.62924;1180.426021
24216;4951.659458;15446.01528;10494.35582;10161.36886;2633.00725
24223;6408.48595;15255.73606;8847.250111;11438.6075;2188.372559
24217;26415.33779;34670.96467;8255.626888;30418.75325;1870.785964
24218;14127.26269;20298.62012;6171.357434;17079.45938;1498.811561
24219;1517.640305;8268.916763;6751.276458;5331.220575;1593.178598
24221;9456.712616;19927.36165;10470.64904;16132.91191;2253.971775
24222;1397.520753;12557.15883;11159.63808;6340.78397;2364.650708
42159;16355.80842;24221.39744;7865.589016;20313.13407;1920.249106
24225;10547.85748;22005.84459;11457.98711;15742.39915;2613.147939
24902;17420.84064;29755.01768;12334.17703;24199.91238;3117.375876
53051;9419.706849;10424.67395;1004.967104;9920.477105;267.622664
24226;38272.69592;49983.54668;11710.85077;44224.80133;2521.9494
53052;35615.53187;40641.29877;5025.766906;38176.16634;960.881745
53053;6125.716841;7585.361731;1459.64489;6843.918071;345.04542
53054;16472.65991;17886.97189;1414.311981;17159.50263;320.128801
24227;4298.397504;15742.1869;11443.7894;10080.21739;2570.512808
34001;23184.22552;29421.19899;6236.973467;26451.6891;1480.882013
24228;2881.342464;16211.1342;13329.79174;9658.307584;3055.441179
34003;44140.94532;54917.30702;10776.3617;48463.3285;2340.483366
24229;44343.58453;56785.51875;12441.93422;51441.72508;2708.150721
24230;7656.45405;18605.30371;10948.84966;14493.53404;2173.973113
34004;13952.2078;37575.1962;23622.9884;26522.30055;5502.571923
24901;23241.81076;38442.53313;15200.72236;32377.18525;3847.361251
34009;22235.40844;26097.59274;3862.184305;24120.83733;903.328009
34005;32525.80563;45801.88766;13276.08204;39045.83596;3625.190475
34006;22756.12821;32470.6154;9714.487198;26859.69179;2384.716585
34010;15186.21046;28621.82658;13435.61612;22185.19577;3008.068378
34015;34238.5435;39340.8907;5102.347197;37063.16946;1231.054314
34020;58337.65389;64264.63937;5926.98548;61202.2159;1588.703928
34011;12855.67212;23864.7234;11009.05128;17734.29089;2220.472684
34012;33359.40208;41509.54502;8150.142948;37530.67447;1843.150411
34017;17305.03205;34427.9781;17122.94605;24883.72424;4245.613898
34018;4577.202368;12696.88259;8119.680221;8727.254617;2027.249016
34022;20158.94365;41445.37426;21286.43061;28644.62444;4467.422317
34032;21759.05555;28642.38323;6883.327685;25519.0662;1604.299379
34023;7791.70452;12380.29787;4588.593349;10348.80855;949.3999
34024;16683.26034;21581.62779;4898.367451;19165.26796;1156.015117
34025;50317.39674;56824.47334;6507.076599;53309.92727;1503.856504
34027;14470.51641;24428.42606;9957.909644;19137.8201;2395.269892
34028;45802.18501;51690.27713;5888.092121;48473.28895;1271.408699
34033;26132.93347;31912.95929;5780.025816;28678.50649;1238.783995
34029;11656.76767;18732.1818;7075.414129;14974.6031;1524.638058
34031;35372.36892;39488.79711;4116.428195;37333.7255;952.027598
34034;29806.61545;36687.82885;6881.213402;33136.02098;1682.760793
34035;35931.64674;44991.07313;9059.42639;40550.39292;2200.630519
34036;9757.287722;20048.85159;10291.56386;14951.75169;2432.120431
34037;50051.09756;62692.46953;12641.37197;56190.8741;2434.611244
34038;48411.93388;54127.8335;5715.899624;51447.03901;1437.744459
34039;36431.08399;46441.67706;10010.59307;41247.22663;2361.728163
34041;49600.14941;54657.42489;5057.275477;52263.86744;1288.334655
34042;31768.90791;38977.58896;7208.681052;35857.83606;1591.559979
34045;27077.48567;33386.96499;6309.479314;30100.09676;1537.215954
34046;26142.26239;30432.743;4290.480609;28133.38465;1007.35631
34047;28387.99676;41775.64102;13387.64426;36163.62808;3114.156698
34048;32339.66788;37403.40514;5063.737259;34665.46647;1103.60398
34049;38076.72953;50201.35734;12124.62781;44241.81854;2590.872506
34050;31190.2928;40124.68475;8934.391951;36838.93289;2277.92897
34051;22032.97653;30533.97499;8500.99846;26017.74612;1944.285395
34052;46817.93292;53531.27513;6713.342206;49861.54803;1680.699909
34053;20118.65593;28351.09099;8232.435066;24169.83935;1833.344598
34055;33308.48719;45764.67314;12456.18595;39386.60747;2974.886786
34056;18790.03257;48837.26424;30047.23168;34482.54527;6424.096964
34057;15620.89222;23384.50896;7763.616741;19785.073;1884.844311
34058;31195.36448;40304.79189;9109.427406;35767.84177;2335.541942
34059;31147.38295;40751.01499;9603.632036;35786.62914;2123.779189
34066;21254.05587;26696.38062;5442.324749;24122.42769;1276.710169
34060;36998.40696;44462.18908;7463.782118;41220.44181;1467.684906
34061;46131.28809;54635.80412;8504.516027;49886.59493;2416.22954
34062;45528.80617;61638.17191;16109.36574;54267.96225;3968.824997
34063;22125.99116;32312.73245;10186.74129;26507.87702;2599.437442
34067;31261.79011;41293.3475;10031.5574;36850.40871;2468.766978
34068;44904.64157;50029.94894;5125.307369;47452.4655;1226.700246
34096;26317.5584;31772.99192;5455.433522;29459.79887;1275.079177
34069;9107.918056;21745.46275;12637.54469;15282.19176;2919.768776
34101;34334.93579;38916.02689;4581.0911;36827.97352;1142.264884
34070;35984.48468;42001.43287;6016.948182;38855.60191;1149.401095
34071;49525.82972;57257.43702;7731.607298;53225.37998;1789.676116
34072;25252.43766;32546.06973;7293.632073;28881.5183;1727.977027
34073;55228.88139;64409.9615;9181.080113;60215.98591;2562.312556
34074;25815.67031;36336.49077;10520.82047;30696.03985;2591.649652
34076;16612.57062;26589.26253;9976.691911;21470.45989;2470.205802
34077;3431.496743;10925.79875;7494.30201;7689.490469;1721.48444
34079;4117.287838;10473.54174;6356.253897;6891.08025;1246.477933
34080;54205.71386;62686.48414;8480.770283;59486.8892;2089.224092
34081;30225.1555;36362.54583;6137.390336;33416.61516;1468.733738
34082;32377.0541;40002.82871;7625.774607;36687.84074;1996.719356
34083;42004.9254;55542.41719;13537.49179;49298.52396;2923.189027
34084;24479.7237;30953.9746;6474.250898;27662.9598;1395.310897
34102;11593.88976;17708.75091;6114.86116;15032.30771;1460.812045
34086;10920.83299;17668.09118;6747.258189;14549.15977;1481.223953
34087;18485.7988;27320.01549;8834.216688;22980.71657;2339.979049
34103;27665.26934;33660.13094;5994.861608;30999.86534;1340.271269
34088;4894.495011;12498.94289;7604.447883;9434.942537;1459.128588
34089;35079.37957;40787.25385;5707.874287;37831.92174;1316.565631
34091;47809.14646;57948.18949;10139.04302;52948.34534;2370.155433
34092;37951.69553;44499.71958;6548.02405;40822.39729;1518.878879
34093;41179.51147;46990.77505;5811.263581;43743.59233;1198.174355
34094;44955.90554;50987.59972;6031.694177;47554.20035;1362.543215
34098;3493.209181;11591.01284;8097.803663;7693.288302;1855.990561
34099;20318.18431;25170.27548;4852.091169;22973.16764;1137.00013
34100;56489.47718;62968.28984;6478.812657;60384.09503;1659.480098
34106;28841.83184;35413.87901;6572.04717;32256.06286;1429.319095
34107;41204.26293;46813.06623;5608.8033;44393.13763;1293.317592
34113;49072.61693;54436.11431;5363.497374;51188.21691;1344.127774
34108;9590.103637;16079.21221;6489.108573;12584.10694;1253.380623
34109;46367.94708;54481.2306;8113.283516;50820.38047;1923.177043
34114;34790.96292;46604.89083;11813.92791;40312.37845;2989.545388
34116;41048.58201;47513.1844;6464.602396;44127.14028;1476.303008
34120;51.850357;12870.85403;12819.00367;5195.138513;3066.21154
34121;29337.41039;42220.3781;12882.96771;36334.91756;2896.472534
34122;46807.23423;54122.15516;7314.920927;50196.83604;1878.503438
34125;12153.15713;19180.09882;7026.941688;15777.43154;1698.293295
34126;53537.08212;57964.50513;4427.423009;55235.77427;962.785607
34123;17211.315;27195.54254;9984.22754;22479.31337;2489.750207
34124;40852.71342;43937.44953;3084.73611;42257.66511;793.991832
34127;15958.39076;23007.87883;7049.488067;19565.57386;1817.878092
34129;55178.16226;65834.53029;10656.36803;62543.06107;2341.444346
34130;22165.54975;26287.02114;4121.471389;24407.55954;1020.54359
34135;19588.7891;30820.48165;11231.69255;25417.55099;2470.579552
34170;32283.17674;41446.92582;9163.749086;36567.2568;2017.76849
34136;55025.99327;65483.48814;10457.49487;61228.95985;2452.073865
34137;38670.33904;43636.54574;4966.206696;41042.7834;1223.98108
34139;36231.42232;47745.41824;11513.99593;40620.18211;3028.714141
34140;44969.81928;55834.22098;10864.4017;50972.26513;2847.713424
34141;26822.22835;31570.94781;4748.719463;28969.58297;977.616648
34143;46869.90134;58577.79245;11707.89112;52977.4966;2622.883064
34146;9274.331431;16524.09264;7249.761208;13465.65831;1665.5395
34147;46635.35345;53617.21368;6981.860236;49782.48703;1761.949618
34149;33980.82545;38813.71347;4832.888017;36873.95293;1043.430184
34175;44488.71352;48707.39131;4218.677794;46610.50313;976.670056
34151;47002.31848;61822.76954;14820.45106;54558.1366;3699.667559
34152;25292.85298;31739.591;6446.738019;28504.36703;1602.439793
34154;48788.81025;54262.17022;5473.359971;51426.37932;1243.47102
34155;13511.08645;19079.08598;5567.99953;15931.3649;1289.351907
34156;31569.90274;36336.85657;4766.95383;33961.73784;1080.529585
34176;47238.08712;55342.04988;8103.962766;51719.84321;2199.623144
34157;55114.90793;67303.99342;12189.08549;62040.84319;3042.410493
34179;57926.55351;62983.05292;5056.499402;60503.87891;1159.169568
34158;21165.28761;28144.71546;6979.427853;25242.65813;1446.56103
34159;16170.36265;25737.01956;9566.656908;21364.47038;2072.775509
34160;17733.50983;28598.50147;10864.99164;22705.65698;2800.360389
34161;51758.21782;56401.0987;4642.880873;54103.09388;1116.697085
34163;36481.75756;41042.56536;4560.807798;38853.83784;978.619485
34168;51777.25346;57564.43005;5787.176584;54739.92588;1318.33652
34169;54766.75271;62876.12128;8109.368578;58827.35165;1682.566708
34171;44373.15103;61775.92967;17402.77864;52651.55467;4008.490293
34174;24008.57804;32786.56921;8777.991167;28328.08168;1904.674991
34177;9013.303164;14916.56156;5903.258396;11361.24807;1289.218777
34178;30816.6295;40389.02804;9572.398534;35499.51381;2273.558697
34182;13941.38642;26148.991;12207.60458;19958.58708;2620.202017
34184;18074.36897;26602.94236;8528.573387;21586.29245;1895.73761
34213;23690.91085;29860.74724;6169.836391;26548.08846;1509.650441
34185;40325.3166;49307.76816;8982.451557;44936.17911;2005.664749
34186;26561.93678;34279.52477;7717.587989;30434.53394;1888.034911
34189;7219.719396;14363.57166;7143.852265;10780.70273;1538.080458
34190;57723.54277;63783.17858;6059.635808;61272.76925;1445.51974
34192;39833.52149;46951.46112;7117.939628;43589.86961;1848.11216
34196;14984.64741;23554.11796;8569.470544;19745.8588;1764.678454
34201;21978.25638;33000.75695;11022.50057;28373.36009;2833.436833
34199;46102.99902;62961.26635;16858.26733;53983.11312;4363.925472
34205;26579.7779;36519.3735;9939.595601;30905.4351;2114.316265
34206;40480.19487;49656.91095;9176.716081;45424.80362;2007.577894
