CODMUNI;MINCARRETN;MAXCARRETN;RANGECARRETN;MEANCARRETN;STDCARRETN;MINDISAUT;MAXDISAUT;RANGEDISAUT;MEANDISAUT;STDDISAUT;MINDISFERR;MAXDISFERR;RANGEDISFERR;MEANDISFERR;STDDISFERR
33001;17472.27809;43871.03056;26398.75247;31120.85308;5415.75339;17539.8913;43926.64293;26386.75163;31623.6877;5996.385881;17866.63381;42724.78327;24858.14946;32835.06513;5375.348561
33002;4114.285974;26602.41115;22488.12518;14322.65954;5136.753584;2032.47844;35582.39235;33549.91391;17909.67816;7800.74808;13.11673;16521.28815;16508.17142;5313.377212;3528.866119
33003;18.69844;8830.674861;8811.976421;3121.115962;1753.653459;15257.0272;29760.79608;14503.76889;22003.18147;3044.824209;7721.327493;26877.42885;19156.10135;16201.36392;4873.245249
33004;8.882536;3030.249096;3021.36656;1206.65709;639.815508;30.159684;5671.465399;5641.305715;1868.799672;1152.691669;16.012535;3342.218867;3326.206333;1191.538806;687.041
33006;2057.640625;8594.165144;6536.52452;5528.735857;1482.212336;2937.367981;10618.57809;7681.210111;6812.411976;1978.46966;2238.611919;6705.702066;4467.090147;4517.535001;1028.025195
33007;7158.367628;20840.59542;13682.22779;13984.93456;2891.926592;7336.330158;20816.74911;13480.41895;13672.8237;3013.650025;7742.782072;21407.56893;13664.78686;13795.72042;2969.491485
33008;5050.126136;19073.52984;14023.4037;13685.2744;2744.686819;5050.126136;25767.5048;20717.37866;16210.2604;4560.289929;5336.066233;25433.9514;20097.88517;15690.94318;4496.492138
33005;3448.566925;25634.20668;22185.63976;15064.7647;5493.921905;1933.004965;24869.41341;22936.40845;14428.83231;5558.967932;6232.019735;30253.94719;24021.92746;21016.58294;5339.50091
33018;17.829596;9120.381135;9102.55154;3835.077724;2624.901104;24.451131;8816.0353;8791.584169;3771.403125;2486.199962;21.073212;9626.969287;9605.896074;4303.052184;2744.056147
33019;22.484391;7419.651306;7397.166915;2998.556537;1932.991601;20.9622;7749.005325;7728.043126;3029.105808;1720.278226;5695.349947;18915.24698;13219.89703;11251.61699;3176.744024
33009;2495.354675;7244.172922;4748.818248;5063.432779;1185.395442;4177.173293;11970.70203;7793.52874;8490.680546;1561.865945;2349.447831;9193.523853;6844.076022;5399.955904;1501.955479
33010;60.844961;8494.587562;8433.7426;4934.875089;1889.818415;853.962232;8486.638918;7632.676685;5202.886446;1552.137619;8.252481;7373.173659;7364.921178;2711.723471;1502.392709
33011;16254.1862;46678.97209;30424.78589;35988.37255;7181.387035;15908.68269;44401.95402;28493.27133;34057.14168;6276.398689;9495.204104;40970.42162;31475.21751;26542.97871;7338.794836
33012;12.613093;12344.49044;12331.87734;5449.985438;3108.362806;1963.003576;26157.30003;24194.29646;12699.0186;5751.36638;197.889584;25385.42793;25187.53835;10708.40543;6290.550642
33013;10.310489;2643.466204;2633.155715;873.416051;567.480701;10.251293;3582.06094;3571.809646;1445.27345;841.398801;5653.168111;9855.256288;4202.088177;7595.445367;970.231107
33014;728.894741;8461.1528;7732.258059;5525.728738;1678.663287;39.098335;9394.587696;9355.489361;3904.551171;2035.251197;17.170478;4147.928403;4130.757925;2091.475694;1051.28376
33015;8629.208315;26972.65349;18343.44518;17702.19015;4396.39772;18230.48624;41769.74533;23539.25909;31386.41463;5162.623392;7815.841811;28405.66425;20589.82244;17405.24839;4757.586411
33016;11.619393;4970.185353;4958.56596;1908.789611;1192.718094;9.398468;5579.522913;5570.124445;2466.706654;1131.6806;33.174857;5411.494192;5378.319335;2152.382626;1197.322101
33017;18.724582;13495.54361;13476.81902;5960.540875;4012.912606;32.153329;18657.84561;18625.69228;7749.167007;4718.351946;23.806904;13482.55797;13458.75107;5451.495234;3881.167378
33020;896.050341;10064.55923;9168.508893;4901.295397;2221.143432;18.147011;5497.803606;5479.656595;1999.469928;1277.31876;38.867241;4750.535145;4711.667904;1850.133292;967.356377
33021;12.500521;7071.365636;7058.865115;1915.694697;1431.784897;30.379687;7507.769641;7477.389954;2414.312686;1565.143885;11.843665;6060.354096;6048.51043;1878.194906;1237.876158
33030;3222.379846;9038.59584;5816.215994;5871.741905;1224.986401;1115.662744;7952.127073;6836.464329;4703.519267;1550.132111;3264.82248;8896.699202;5631.876722;5919.611353;1177.25676
33022;33168.2477;41702.93184;8534.684134;37142.08153;1783.491278;24261.64648;35324.95924;11063.31276;28614.90455;2090.8043;6342.644213;23938.66784;17596.02363;13485.87273;3961.043451
33023;16.859802;11380.29154;11363.43174;4811.230591;3243.507103;40.741515;10444.17592;10403.43441;4371.599685;2674.656256;39.800514;11077.47113;11037.67061;4789.561771;2656.9735
33024;4.301442;9401.194255;9396.892813;3864.11031;2378.70103;7.509991;5917.798466;5910.288475;1981.124894;1189.943313;4.134795;10106.46266;10102.32786;3526.531455;2607.36132
33025;1725.993606;12141.28774;10415.29413;6992.126308;2501.678912;561.543729;12582.42888;12020.88515;6640.007019;2573.730519;121.279481;9993.042556;9871.763075;3785.46553;2046.211762
33026;21.850359;24425.8394;24403.98904;8051.560887;5784.868993;17.089974;23061.20259;23044.11262;7480.907769;5419.109695;39.738366;25392.17817;25352.4398;8925.855993;6089.032944
33027;21239.87012;35463.02736;14223.15724;28328.54342;3061.840619;31490.57409;41011.29565;9520.721564;36280.82325;1868.334144;27458.56488;38902.93647;11444.37159;33282.77772;2592.15455
33028;20686.1603;40269.93593;19583.77563;31692.23523;4090.043741;20141.03762;39869.67273;19728.63511;30726.19214;3893.241545;15933.60804;45337.83236;29404.22432;32413.17921;7234.930719
33034;16.782174;13049.81979;13033.03761;3653.73901;2412.512007;31.993563;13045.61088;13013.61732;5188.494748;2724.679455;19.99827;15964.18547;15944.1872;5762.243761;3570.306222
33029;13742.47723;28341.83042;14599.35319;21179.09063;3320.311479;16018.27588;29421.05309;13402.77721;22317.70719;2749.187535;13756.28834;28610.15672;14853.86839;21248.47871;3475.651915
33031;3019.816204;11502.608;8482.791793;7577.775709;1786.44907;28.861049;10211.61711;10182.75606;4266.043896;2627.215883;24.352132;6706.048899;6681.696767;2119.536081;1451.824013
33032;6196.71638;21834.24415;15637.52777;14663.21921;3507.168652;10029.73434;23535.9982;13506.26386;16335.70243;2957.856192;35.394481;8525.677987;8490.283506;4493.275071;1835.78875
33033;19.829262;14907.62602;14887.79676;5364.7434;3127.966041;1.448068;11176.46607;11175.018;3697.081602;2390.035796;8.759345;15050.84846;15042.08911;4096.049216;3146.623524
33035;3838.610265;10998.06575;7159.45548;8279.572136;1522.879286;16.839956;8731.229038;8714.389083;4089.207724;2283.738546;19.083399;8847.517557;8828.434157;3517.763009;1850.367706
33036;12.641274;13869.12627;13856.48499;6271.090402;3767.023659;3.219682;10892.16871;10888.94903;4546.665013;2639.632644;10.096219;9555.118296;9545.022077;3243.480042;2100.098602
33037;2.266852;14802.60863;14800.34177;5756.385144;3485.726935;7.293985;13066.67317;13059.37918;4130.973949;2988.173004;7.801216;7068.411238;7060.610022;2972.714051;1765.364985
33038;17.988625;8343.030488;8325.041864;3496.0911;1942.718725;1081.832881;11346.99316;10265.16028;5945.863389;2110.657483;40.653949;9010.595469;8969.94152;3672.776423;1990.880253
33039;21.762269;2974.208622;2952.446354;1071.317788;679.011103;165.771306;3976.664883;3810.893577;1802.045649;822.71879;21.532397;2016.196484;1994.664088;897.14511;385.785085
33064;3568.749662;10907.60835;7338.858684;7081.533353;1433.475682;5801.952144;12838.91134;7036.959196;8898.338542;1549.724484;2189.220516;9444.114229;7254.893713;5546.026888;1593.596296
33040;14.243911;8978.274378;8964.030468;2755.921267;1836.75723;2033.280567;14279.7925;12246.51194;8229.37843;3019.407343;2.340583;7722.035895;7719.695312;2681.746936;1766.025118
33041;13.63669;6489.513321;6475.876631;2052.896627;1352.325305;34.936687;7314.348124;7279.411437;3265.547239;1539.51229;41.188231;6434.329601;6393.141371;2377.777882;1281.663706
33042;46.655753;5694.587621;5647.931868;2329.964896;1743.897044;105.457255;2929.058301;2823.601047;1805.41657;710.169941;39.202048;3244.893621;3205.691573;1399.511289;889.094321
33043;9246.356287;16405.02887;7158.672579;12853.67594;1480.326217;8043.711563;23896.59776;15852.88619;15176.90979;4121.913935;8352.748268;23088.638;14735.88973;14963.8489;3873.684621
33044;14.95849;7961.446659;7946.488169;2854.642543;1722.17434;11.365222;8034.81433;8023.449109;2534.934899;1617.683539;4.339249;6855.698835;6851.359586;2039.333132;1236.033202
33045;7.329471;6931.119959;6923.790488;2728.30518;1624.402056;1634.052831;20754.27894;19120.22611;10890.66126;4707.317943;14.660965;9015.527654;9000.866688;3660.130307;2146.415151
33046;3491.025661;11671.46667;8180.441013;7059.546311;1820.766527;4778.193303;16756.47649;11978.28319;10414.76566;2765.901266;3497.910923;15478.76202;11980.8511;8519.442013;2725.338112
33047;8.884498;7406.638465;7397.753967;2727.23951;1603.067657;4093.131561;17295.43799;13202.30643;10200.04687;3141.613884;4013.118033;14747.16702;10734.04899;8724.434656;2618.693143
33065;1348.931783;6123.243824;4774.312041;4007.63183;1026.775692;25.297751;4625.310852;4600.013101;2189.518093;961.282064;1112.749046;6848.758252;5736.009205;3998.365398;1104.236922
33066;4.430725;7545.939491;7541.508766;3065.963039;1876.989987;18.006019;6907.10094;6889.09492;2224.569817;1253.896521;18.139692;7242.70834;7224.568648;2159.619238;1346.613535
33048;21581.15106;30605.56841;9024.417349;26351.05476;1767.873943;25132.72461;34818.4709;9685.746298;30041.26646;2241.672565;21625.32826;30947.03173;9321.703476;26773.1566;1919.862293
33049;13.142167;12254.39936;12241.25719;4784.445024;2854.500823;5778.317823;26230.27818;20451.96036;15822.352;4319.748423;13.369709;12871.02829;12857.65858;4781.913305;2767.575769
33050;35.829995;13571.83316;13536.00317;6806.473389;3132.949955;20589.64219;39917.20784;19327.56565;29080.07111;4145.114114;8310.950913;30107.30516;21796.35425;19656.94607;5189.248582
33051;135.674982;7912.892604;7777.217623;4946.057563;1777.607924;22.045788;8520.493883;8498.448094;4897.011899;2011.772734;29.693776;9937.434854;9907.741078;3825.186179;2377.803771
33052;8504.652684;20368.43389;11863.78121;14509.63267;3066.695068;10336.83824;21394.60619;11057.76796;15917.01514;2644.403162;7215.457548;19703.50883;12488.05128;13657.5434;3205.984232
33053;6240.647889;19953.25748;13712.60959;12847.09608;2946.293098;4624.613558;18828.44611;14203.83255;11184.93347;2994.34298;4828.005404;18432.57665;13604.57125;11194.41289;2805.668453
33054;227.119515;9410.793622;9183.674107;4857.020337;2260.221687;12.128156;8645.569314;8633.441159;4606.820033;2310.976987;70.550079;8856.744656;8786.194577;4319.61577;2157.942269
33055;19.501755;4457.810981;4438.309225;1849.753043;964.944344;94.351711;9411.04343;9316.691719;4288.928378;2086.045707;43.62099;5260.151653;5216.530663;2440.290062;1207.633728
33056;5.746418;6370.496407;6364.749989;2012.27734;1334.058159;13.74223;5197.308006;5183.565776;1746.445424;926.039881;22.90177;8194.548616;8171.646846;2923.195619;1887.577192
33057;37.477828;5287.373266;5249.895438;2502.256756;1181.265803;181.07478;6291.615646;6110.540866;2688.049072;1375.763578;26.721793;3044.344245;3017.622453;1102.610132;546.424158
33058;3917.824534;11981.56405;8063.739518;7632.505782;1972.40609;4221.351396;11651.96362;7430.612228;7488.413149;1731.49587;3037.62409;9895.744181;6858.120091;6311.735718;1406.258547
33059;13.206908;8874.480292;8861.273384;3380.63571;2069.127492;11.539149;8848.342343;8836.803194;3600.272193;2096.101445;3420.873927;21456.63755;18035.76363;11972.66174;4041.623799
33060;6080.171817;15674.36113;9594.189316;11236.59782;1981.707745;6026.31519;14247.39762;8221.082435;10078.67272;1888.684066;5.28652;6713.968854;6708.682334;2404.323472;1536.648476
33061;16460.74124;25848.17472;9387.433473;21302.53277;1855.577205;20940.21186;36991.75769;16051.54583;29241.52767;3269.617619;16497.18833;30467.16308;13969.97475;23445.9697;2840.805362
33062;11399.00604;21985.25413;10586.24809;16032.80222;2612.24767;25046.59233;36263.19072;11216.59839;30066.31626;2731.824146;18129.71735;30021.18548;11891.46813;24282.00278;2769.76475
33075;10896.66572;19603.27813;8706.612403;15287.91589;1916.361919;17959.07668;31061.02281;13101.94613;24048.23336;3093.966978;12028.88447;23966.22163;11937.33716;17394.3096;2766.394719
33063;35.835369;4989.990719;4954.15535;1819.68501;990.209374;11595.94267;17363.06896;5767.126293;14301.33177;1261.45433;6863.301978;14372.77087;7509.468891;10699.35563;1669.382269
33067;10912.96347;24613.49039;13700.52693;18033.59614;3706.267438;16497.64491;28042.28287;11544.63796;22923.04343;2667.518771;5014.153561;13225.94629;8211.792729;9293.20252;1689.448019
33068;23049.4796;41077.19539;18027.71579;31305.87377;4177.181749;20921.10998;38672.09928;17750.98931;29763.88001;3995.241305;7649.354294;28361.98599;20712.63169;18184.60522;4455.029262
33076;15.978988;7875.831084;7859.852095;3410.963564;1921.105407;26.846896;9866.308088;9839.461192;3143.473983;1808.790689;5243.697556;21484.83692;16241.13936;12333.28697;3724.005073
33077;3528.751564;23757.15174;20228.40018;13509.45098;4797.192241;4008.904451;23867.85692;19858.95247;13559.89842;4833.525312;4118.036668;24340.36883;20222.33216;13878.53692;4910.36905
33078;9296.342559;19447.29319;10150.95063;14069.8435;2422.337505;8726.251205;18573.16962;9846.918411;13446.35678;2376.013105;9692.844424;19576.36203;9883.517601;14228.01316;2275.503322
33069;43.115135;6093.195958;6050.080823;2265.221907;1381.716293;32.039254;4699.245084;4667.20583;1875.587654;1007.782936;14.144699;3856.642159;3842.497461;1637.630956;804.408661
33070;21.418846;9921.831713;9900.412867;3757.354113;2651.915784;17.766531;8959.304634;8941.538103;3420.071218;2152.717094;29.936202;7555.082821;7525.146619;3286.783664;1414.278934
33071;3166.014506;12598.31932;9432.304818;7761.889479;2249.346537;12289.59019;25370.61053;13081.02034;19217.76886;2784.262477;5278.63768;19547.44473;14268.80705;13021.05478;3234.399428
33072;16744.42315;31574.33962;14829.91647;23051.58717;3199.886982;14443.5131;30443.76949;16000.25639;21720.46151;3338.179849;15420.76375;26314.15171;10893.38796;20877.81898;2401.144207
33073;364.6925;26340.9621;25976.2696;13883.54479;5830.178607;327.143112;26026.41795;25699.27484;14186.11378;5679.201613;8899.264001;33543.25373;24643.98973;22054.01511;5612.844232
33074;32.215275;13193.28006;13161.06478;5796.159695;3498.779283;7195.023553;20363.79781;13168.77426;13153.95289;3151.038386;108.38693;13793.02237;13684.63544;6628.678404;3207.38792
40160;24518.34354;29753.20788;5234.864334;26991.01981;1281.406036;1302.295769;6914.635563;5612.339793;3806.136567;1138.993071;30214.85329;33665.07399;3450.2207;31907.92067;743.59331
40168;4715.008315;9026.964642;4311.956327;6535.033105;960.852723;11519.80886;16570.68325;5050.874391;14050.98214;1248.097094;7412.278621;11389.60076;3977.322136;9737.526123;841.392441
40170;39.457397;17191.62806;17152.17066;8317.42882;4133.127715;4037.431957;27196.52753;23159.09558;17546.94046;6144.447367;1474.798689;19739.57632;18264.77763;11097.1167;5186.38514
40171;602.521626;5683.061355;5080.539729;3117.979777;1120.45163;14530.44724;19233.65359;4703.206342;17091.09517;1089.485794;9246.664233;15533.60168;6286.937442;12777.16311;1327.424735
42027;4081.044664;11407.56179;7326.517126;7394.296463;1722.782097;16854.0871;23706.17114;6852.08404;20302.46979;1660.27385;15310.28566;25619.52581;10309.24015;19725.37298;2272.979967
42028;4787.182117;11813.87848;7026.696366;8427.44321;1826.605263;13782.19865;19606.28753;5824.088878;16672.75964;1332.332745;11694.61805;16919.24744;5224.629391;14322.3489;1191.935616
47014;6113.53384;11571.59291;5458.059066;8951.176403;1230.790956;6200.366925;11341.19662;5140.829695;8943.075763;1212.556133;25314.91484;30465.86642;5150.951575;28135.49153;1166.173317
47022;235.414578;3575.842928;3340.428351;1898.284314;712.579675;20790.57776;26212.93802;5422.360264;23108.87516;1286.772727;2782.313663;5897.053788;3114.740125;4663.713454;807.576395
47031;13086.23192;19214.36651;6128.134588;15964.93914;1158.213346;2171.871285;8526.146198;6354.274913;4992.306811;1487.293499;40.928048;7021.369613;6980.441565;3165.860802;1767.398796
47032;9525.295738;14780.19926;5254.903524;12089.13062;1160.68988;838.035612;6649.396714;5811.361102;3510.23181;1438.360912;10348.95816;14929.08227;4580.124111;12697.04681;1076.423021
47192;8721.426736;11834.96419;3113.53745;10576.27174;635.848499;8855.162272;12719.01938;3863.857105;10919.57488;813.179897;707.475059;5402.199587;4694.724528;2820.275293;897.632317
49059;3184.946334;7240.020748;4055.074413;5154.38407;990.46917;1646.502362;5618.867252;3972.36489;3578.046341;853.35572;3589.388109;8232.963191;4643.575083;6152.814571;1123.877981
49061;1461.65988;4289.789681;2828.129802;2987.303396;679.253677;1666.299572;5071.553555;3405.253983;3665.259807;666.484738;219.226779;4764.224674;4544.997895;2496.138116;1011.833305
49090;4656.286624;10581.27018;5924.98356;7579.631031;1277.434608;4791.263837;10977.82712;6186.563285;7826.574357;1328.033225;6845.405152;12683.61081;5838.205658;9740.189494;1261.717511
49102;2988.033362;9495.378542;6507.34518;6279.149931;1624.853898;2809.630253;9260.677128;6451.046875;5926.918296;1501.998338;3908.925547;10209.13794;6300.212391;7064.696329;1559.615944
49205;11.551054;4956.32374;4944.772687;2131.353503;1235.940724;25.935846;6563.146102;6537.210256;2725.671383;1442.006867;13592.76541;21657.73575;8064.970342;18351.47951;1973.359623
49224;4437.635124;18419.74314;13982.10801;10461.47276;3912.464522;4293.324986;18243.16959;13949.8446;10305.01378;3911.993196;6095.649761;20275.80048;14180.15072;12225.79272;4006.80039
49225;5017.441033;13540.63405;8523.193016;9846.360963;1849.536263;4548.886896;12742.47449;8193.587592;9127.107661;1765.534807;21534.99286;29057.76953;7522.776675;26701.3123;1524.30038
49226;2368.434471;10890.69108;8522.256609;6528.086519;2060.53841;1760.038708;10485.06;8725.021288;6229.789211;2062.911624;10710.82697;17880.32957;7169.502598;14876.49259;1610.832367
49227;30.559957;3066.041439;3035.481482;1570.426674;654.188546;21.324241;2480.850669;2459.526429;1264.177372;627.050263;1108.328102;5031.140525;3922.812422;3262.304701;986.630873
49228;4589.368438;12291.24109;7701.872649;8080.217138;1824.317928;2907.951917;10945.35712;8037.4052;6590.170944;1920.962689;6779.099019;13015.92421;6236.825188;9563.5189;1453.898238
40104;5.114308;3838.926489;3833.812182;1756.677863;784.687309;950.486829;6719.484328;5768.997498;3676.575075;1401.595515;13017.96285;16447.25966;3429.296815;14514.72415;846.147473
9388;3666.887049;10102.89861;6436.011563;6081.513873;1334.339718;13910.60264;18088.99745;4178.394808;16069.22655;899.657622;15631.44965;19470.12436;3838.674709;17602.79146;847.700725
9406;3657.204377;7819.124797;4161.92042;6160.146683;968.113057;10.314768;3954.902434;3944.587666;1575.661819;816.178992;247.847552;5305.690035;5057.842484;3013.856089;1317.150274
9407;8195.715175;14916.82719;6721.11201;11025.34658;1609.981654;21616.57726;28244.19051;6627.613254;24477.84941;1592.168338;18024.68918;24387.6017;6362.912528;20979.24807;1490.718137
9408;3580.678466;6823.875994;3243.197528;5018.979864;722.367076;740.176983;4058.617263;3318.44028;2512.789916;649.467582;4113.164465;7697.374703;3584.210238;5832.381445;736.065077
40055;10220.33628;13452.31822;3231.981946;12027.14801;659.589659;3571.14785;9424.251872;5853.104022;7036.339876;1232.658403;6010.193538;9502.071827;3491.878289;7862.524627;854.506274
40056;21679.03096;25582.66403;3903.633071;23783.52868;784.790585;18334.27666;24192.57049;5858.293839;21294.46787;1253.610288;25268.84222;29010.99379;3742.151571;27214.00985;743.346692
40059;33.886222;7825.517342;7791.63112;2626.671391;1868.051509;17837.78985;21403.45034;3565.660488;20067.32792;693.652722;14086.67586;20034.02845;5947.352591;17105.45034;1455.686576
40060;8790.954115;13426.10342;4635.149301;11279.40701;949.910224;9773.828036;16289.36434;6515.536304;12811.63786;1523.57246;11979.34724;19029.59007;7050.242829;15530.88429;1701.398098
40073;16904.50133;23748.09886;6843.597533;19921.40257;1621.911125;8565.32115;14925.68887;6360.367721;11971.29387;1517.007386;23615.3311;30618.22085;7002.889754;27172.61195;1635.342477
40074;14121.88858;17957.40392;3835.515333;15952.98613;864.386339;1423.201498;8411.105942;6987.904444;4299.322862;1702.804134;19292.57941;23252.51879;3959.93938;21467.06276;875.901962
53073;9653.757263;13303.08096;3649.323694;11495.60206;829.962678;7025.858193;10556.30144;3530.44325;8764.904876;901.807635;15631.03251;18975.3566;3344.324086;17386.84079;837.471533
34181;1977.471173;8185.097866;6207.626692;5009.635481;1416.547126;905.095351;6889.622514;5984.527164;3976.589758;1420.510396;672.671997;6320.481194;5647.809197;3841.088218;1380.801067
5141;47.530234;4095.824785;4048.29455;1855.403048;892.644088;6308.902922;9439.886792;3130.983869;7985.798079;736.201568;11377.36941;14838.57358;3461.20417;12806.78336;744.946577
37194;22105.26426;26849.94186;4744.677591;24549.41843;1105.127948;22381.23329;27062.1587;4680.925414;24752.16839;1105.009753;24518.45985;29280.83238;4762.372528;27026.28784;1095.203131
40083;19154.60775;27655.62101;8501.013259;23695.75393;2159.672389;22876.1668;26631.74898;3755.582181;24890.78803;832.01694;21105.7422;29616.19383;8510.451627;25563.93502;2067.257021
40084;13505.44616;17501.46061;3996.014447;15699.50053;896.94878;13856.79379;16257.20491;2400.411124;15295.78433;512.526475;13513.22731;17437.49205;3924.264739;15685.69954;911.217961
5142;2350.667686;8374.124507;6023.456821;5236.731519;1381.847131;1535.266968;6906.578464;5371.311496;4093.59556;1253.5101;3555.484567;9579.098297;6023.61373;6564.674235;1376.626201
40086;25718.15062;31496.44657;5778.295945;28733.27879;1406.202949;4048.891308;11028.237;6979.345691;7614.445097;1750.854419;31949.7463;37683.44659;5733.700287;34889.9909;1425.539897
40087;19690.17123;24505.49896;4815.32773;22364.43981;1114.088091;19238.91801;23968.93722;4730.019206;21707.10567;1267.582387;21287.80667;25163.91106;3876.104388;23414.08151;916.201512
37213;2901.655964;6686.219459;3784.563495;4939.067906;884.516944;31.629815;3441.518428;3409.888612;1254.526334;646.117321;973.946508;6322.396834;5348.450327;3037.47303;1131.216356
5151;2732.419893;8135.790288;5403.370395;5404.843229;1253.515009;37224.50634;42860.68784;5636.1815;40376.65863;1239.655603;39075.49159;44740.21775;5664.726167;41912.92912;1316.065225
5181;11003.8608;16619.7643;5615.903505;14143.69067;1573.048804;24749.19258;30085.67246;5336.479873;28049.55688;1262.146699;26681.06095;31746.463;5065.402049;29020.97625;1302.067158
37214;28578.27479;30631.78701;2053.512219;29714.76489;490.32161;28107.01983;30620.16179;2513.141956;29606.95884;570.974393;28991.46203;32616.50654;3625.044514;30930.59482;856.712757
5215;7196.763377;13836.93024;6640.166862;10255.17077;1465.777273;38174.86831;45413.72029;7238.851979;42206.39442;1571.911318;39755.55097;48572.45083;8816.899862;44372.48323;1996.735174
40020;10.436615;4533.965243;4523.528629;2080.033395;1027.632824;7145.600841;14646.57041;7500.969573;10866.51315;1760.587897;5200.068215;12565.546;7365.477788;8831.79164;1815.577048
40021;9955.824428;14439.94705;4484.122617;12069.40342;1103.708552;23491.07744;27146.35198;3655.274535;25231.12347;852.540391;21671.17284;25528.50262;3857.329779;23592.1615;960.486614
40035;4390.203061;11461.19719;7070.99413;8083.83639;1616.165596;3396.615063;10523.12259;7126.507523;7040.476057;1683.566154;10837.97649;18496.0898;7658.113315;14857.8795;1776.597707
5232;474.942226;2855.083096;2380.140871;1725.13069;474.957303;4279.122071;7268.329054;2989.206983;5729.309367;694.238241;10690.02199;14249.94679;3559.924795;12449.7251;839.136019
5266;8070.877992;15331.40169;7260.523693;12042.91035;1705.451458;22110.5831;29882.12949;7771.546386;26538.23137;1761.072345;23220.14854;30762.59304;7542.444502;27566.10803;1699.335219
9020;5659.081072;15383.76229;9724.681221;10963.59502;2199.312491;22503.52633;30956.34607;8452.819744;26226.33008;2091.129379;20719.36113;27133.15291;6413.79178;24328.7074;1513.767491
9021;11433.51775;17004.80318;5571.285432;14660.09822;1246.846757;19600.06178;23713.69183;4113.630054;21805.63045;928.006589;19626.00856;24288.25953;4662.250967;21682.69914;1034.228334
9022;15470.21242;18827.55057;3357.338146;17260.53684;718.029947;15737.8826;20582.13333;4844.250723;18197.27801;1114.784062;16021.64494;20843.71823;4822.073295;18509.48072;1139.783228
9249;1521.196409;6173.014768;4651.818359;4080.149107;1145.847829;2313.99363;6501.813521;4187.819891;4613.937447;1035.868639;1497.19429;6053.941758;4556.747468;3962.305372;1115.267451
9334;2227.271875;9097.220026;6869.948151;5325.045948;1542.61792;3557.12913;8920.605158;5363.476027;5919.746618;1212.462372;2745.576629;8941.718422;6196.141793;5630.492951;1362.044949
53006;14227.32108;14964.96177;737.640692;14565.44093;178.618269;40107.37783;40812.87538;705.497549;40496.62382;172.798157;33770.46528;34254.08721;483.62193;34033.56137;120.704183
53007;570.324099;2101.189717;1530.865618;1304.761313;333.047349;35312.73467;37185.66558;1872.930902;36354.60499;429.358015;26102.82469;28712.41215;2609.587458;27553.67607;583.988021
53008;803.354039;2051.978516;1248.624476;1319.610124;264.069731;36328.4279;37134.77845;806.350547;36692.92761;186.392876;24725.66394;27236.00788;2510.343944;25997.7257;568.99712
53009;1538.084331;4237.108407;2699.024076;2813.864059;668.46069;29714.68612;31757.36921;2042.683094;30638.89467;456.803142;30101.47752;32435.30748;2333.82996;31311.34103;535.516934
37176;21425.61622;23399.52587;1973.909652;22570.48152;438.708285;21247.96882;23244.96089;1996.992069;22412.45915;448.884691;24445.98566;26362.68992;1916.704253;25549.43688;424.289227
40159;27674.16176;34890.75764;7216.595881;31529.13813;1646.405093;20.127141;4867.177142;4847.05;2111.9235;1052.231073;28557.94917;37519.06113;8961.111959;32692.93463;2001.39248
5078;16434.52922;21948.52638;5513.997158;19319.11151;1242.883955;13540.52095;17371.21252;3830.691562;15570.35661;897.19581;14830.07843;18141.12702;3311.048588;16408.68073;753.063385
5085;1443.918621;7085.306426;5641.387805;3446.698885;1124.432186;14900.71595;22378.48536;7477.769408;18038.6096;1590.043058;17000.17129;23441.82122;6441.649924;19761.68557;1402.30541
9068;2453.077207;4473.640349;2020.563142;3518.498023;470.774793;23842.13063;26256.68373;2414.553098;25184.88222;528.178624;20534.77668;22942.09743;2407.320746;21895.89768;524.445332
53010;504.281358;2988.546329;2484.264971;1689.02066;505.578639;26370.75101;29573.83663;3203.085624;28466.46861;748.004764;27708.82665;30956.2618;3247.435144;29808.01023;752.431189
5126;1105.780219;10271.59716;9165.816944;3491.440879;2241.18368;27928.35491;31826.83928;3898.484371;29784.73751;949.038533;29365.12244;33273.92094;3908.798499;31184.91043;956.902464
53029;32.502355;2604.351823;2571.849468;1462.015501;589.399641;21473.23336;25086.79498;3613.561621;23336.05582;847.374314;22822.5452;26472.90256;3650.357363;24719.38268;856.064263
53031;4076.150298;6042.497086;1966.346788;4817.723192;367.786828;31786.31917;34111.06407;2324.744897;32826.81212;427.634762;6451.196564;9492.876167;3041.679603;7922.754777;576.522912
53032;3722.479205;5079.212814;1356.733609;4401.052716;343.342412;31184.42194;32086.36532;901.943378;31712.63537;234.630607;5637.69993;6427.152716;789.452786;6069.99088;195.481541
53033;1146.919834;2286.3127;1139.392866;1775.567921;263.328906;424.041684;2538.625045;2114.583361;1560.258122;574.353745;9734.637328;11850.58075;2115.943418;10871.16468;575.12887
53034;15040.11934;17118.7761;2078.656763;16142.18041;514.596128;42427.1538;44574.62201;2147.468207;43551.22061;536.692434;14151.55011;16180.86483;2029.314714;15186.92156;517.108592
53035;9316.911086;10281.19272;964.281633;9785.733477;251.82095;16977.90094;18062.5223;1084.62136;17502.13631;277.154817;18000.99798;19099.56525;1098.567268;18586.55917;263.638878
53036;15.839751;19199.50427;19183.66452;7790.455789;4269.063672;33817.11645;48603.25202;14786.13557;42553.4098;3590.34261;17790.47097;32633.04152;14842.57055;24399.99154;4117.150787
