codMuni;CCAA;Nombre;CodProv;NombreProvincia;NombreCCAA;NHOSPI;NFARMA;NCENTEDUC;NATURGHOSP;NATPRIMARIA;DISTHOSPIT;DISTFARMA;DISTCEDUC;DISTCURGH;DISTATPRIM
22222;2;Siétamo;22;Huesca;Aragón;0;0;0;0;2;10557.02793;7075.464943;8187.263158;12595.24649;2141.721661
22223;2;Sopeira;22;Huesca;Aragón;0;0;0;0;2;60741.59364;3265.648554;27646.618;7980.886766;3182.830011
22225;2;Tamarite de Litera;22;Huesca;Aragón;0;0;2;1;2;29713.39966;6463.007621;6342.915533;6348.0357;3764.729841
22226;2;Tardienta;22;Huesca;Aragón;0;0;0;0;1;22953.25345;7173.713835;11559.90897;10152.68428;4306.722035
22227;2;Tella-Sin;22;Huesca;Aragón;0;0;0;1;2;60869.46329;8508.560576;10633.68159;7175.818576;3957.703013
22228;2;Tierz;22;Huesca;Aragón;0;0;4;0;1;2426.312387;5902.876701;1091.923638;5526.401455;935.148988
22229;2;Tolva;22;Huesca;Aragón;0;0;0;0;2;39265.93174;11146.35143;8028.966308;7856.187163;2617.323359
22230;2;Torla-Ordesa;22;Huesca;Aragón;0;1;0;0;1;35710.74661;12127.2491;8878.127129;9466.947794;6913.489834
22232;2;Torralba de Aragón;22;Huesca;Aragón;0;0;0;0;1;25327.48007;17039.84259;7406.279919;13364.63378;3658.1742
22233;2;Torre la Ribera;22;Huesca;Aragón;0;0;0;0;1;52345.2212;8781.258681;12581.51985;15369.17485;3404.93894
22234;2;Torrente de Cinca;22;Huesca;Aragón;0;0;0;0;1;9118.947951;7951.984619;6164.700167;6795.648468;4181.393824
22235;2;Torres de Alcanadre;22;Huesca;Aragón;0;0;0;0;1;19364.35068;4713.618982;18342.50679;8168.673965;2112.617467
22236;2;Torres de Barbués;22;Huesca;Aragón;0;0;0;0;2;19249.19692;8664.515819;5587.202688;7190.989449;1167.593968
22239;2;Tramaced;22;Huesca;Aragón;0;0;0;0;1;18221.15689;9480.806374;13468.36602;6187.673578;1777.246897
22242;2;Valfarta;22;Huesca;Aragón;0;0;0;0;1;38630.53138;6571.305385;16291.49862;6972.596003;2600.230739
22243;2;Valle de Bardají;22;Huesca;Aragón;0;0;0;0;0;52735.42942;8824.143048;6120.359306;9720.097765;5056.354379
22244;2;Valle de Lierp;22;Huesca;Aragón;0;0;0;0;0;49855.50341;4863.310971;8510.315679;14610.55136;5802.698135
22245;2;Velilla de Cinca;22;Huesca;Aragón;0;0;0;0;1;9548.041505;9294.227789;9087.409289;9673.488475;1720.865241
22246;2;Beranuy;22;Huesca;Aragón;0;0;0;0;1;56161.04128;16064.99069;17513.54586;15067.51003;2932.230356
22247;2;Viacamp y Litera;22;Huesca;Aragón;0;0;0;0;0;43795.9559;5749.375217;14256.44851;14066.58403;6426.927572
22248;2;Vicién;22;Huesca;Aragón;0;0;0;0;1;10366.16128;6371.232598;8428.399347;9586.969897;2304.369822
22249;2;Villanova;22;Huesca;Aragón;0;0;0;0;1;63945.16573;5201.956944;7432.249495;4613.949029;1398.2079
22250;2;Villanúa;22;Huesca;Aragón;0;0;0;0;1;12149.71343;2185.31199;7219.893121;7221.838941;2775.814808
22251;2;Villanueva de Sigena;22;Huesca;Aragón;0;0;0;0;1;34067.28795;6783.993162;7998.998114;14372.47922;5405.95669
22252;2;Yebra de Basa;22;Huesca;Aragón;0;0;0;0;0;26979.68356;9120.561612;8733.539435;10689.32252;8296.008679
22253;2;Yésero;22;Huesca;Aragón;0;0;0;0;1;26479.45964;9479.180256;6779.729983;7538.358265;2898.407555
22254;2;Zaidín;22;Huesca;Aragón;0;0;0;0;1;12408.81093;4070.231225;9783.994468;11508.69701;3943.434748
22901;2;Valle de Hecho;22;Huesca;Aragón;0;0;2;1;4;23929.4149;3191.581343;11149.95349;7122.370976;4439.954529
22902;2;Puente la Reina de Jaca;22;Huesca;Aragón;0;0;0;0;3;18324.90985;9269.285683;4581.623319;8390.870003;1710.036763
22903;2;San Miguel del Cinca;22;Huesca;Aragón;0;0;0;0;3;24050.07722;11573.02821;9973.687807;10654.68969;3012.126621
22904;2;La Sotonera;22;Huesca;Aragón;0;0;0;0;6;16147.7898;14121.05855;11978.7591;11122.63831;2335.008206
22905;2;Lupiñén-Ortilla;22;Huesca;Aragón;0;0;0;0;3;18032.41609;9989.671814;13402.00059;12146.52574;2458.529868
22906;2;Santa María de Dulcis;22;Huesca;Aragón;0;0;0;0;2;12327.18202;4116.224298;12826.80385;8233.564377;1570.043789
22907;2;Aínsa-Sobrarbe;22;Huesca;Aragón;0;1;10;1;2;35136.98266;6412.017899;9928.104652;10305.47688;4841.217173
22908;2;Hoz y Costean;22;Huesca;Aragón;0;0;0;0;3;11019.66919;5205.941983;10644.20369;10846.26277;1824.214536
22909;2;Vencillón;22;Huesca;Aragón;0;0;0;0;1;20534.21646;5124.049387;12611.12391;14898.4906;1469.536907
24001;7;Acebedo;24;León;Castilla y León;0;0;0;0;3;23285.68296;3469.854662;22202.41426;11787.11371;2093.004131
24002;7;Algadefe;24;León;Castilla y León;0;0;0;0;1;24627.42368;5146.528459;6935.448673;10630.49443;1338.867567
24003;7;Alija del Infantado;24;León;Castilla y León;0;0;0;0;3;21757.29699;4169.72744;5919.924218;13604.37299;2093.301234
24004;7;Almanza;24;León;Castilla y León;0;0;0;0;6;23631.34053;6334.003793;16482.62663;14359.46107;2158.647837
24005;7;La Antigua;24;León;Castilla y León;0;0;0;0;5;19294.76563;5808.105774;6030.547835;17589.13036;1924.925893
24006;7;Ardón;24;León;Castilla y León;0;0;0;0;6;16922.56175;5872.698525;3810.754987;13247.27783;1288.225718
24007;7;Arganza;24;León;Castilla y León;0;0;2;0;3;9583.427391;2910.203977;2948.937198;7072.442483;1823.130739
24008;7;Astorga;24;León;Castilla y León;0;4;14;1;6;39373.97824;5642.064791;4573.847168;5100.160155;1330.001255
24009;7;Balboa;24;León;Castilla y León;0;1;0;0;1;27711.94313;5864.024733;15154.82652;15040.53164;2902.099101
24010;7;La Bañeza;24;León;Castilla y León;0;0;0;1;2;37266.68894;5209.08221;4771.082232;2021.557177;1614.39596
24011;7;Barjas;24;León;Castilla y León;0;1;0;0;2;28700.2383;2147.933193;15023.35606;14825.419;3331.526045
24012;7;Los Barrios de Luna;24;León;Castilla y León;0;0;0;0;5;31696.449;8729.396039;8897.259676;14160.49698;1989.743602
24014;7;Bembibre;24;León;Castilla y León;0;5;4;1;7;17647.09549;8451.191823;3739.298217;3830.938536;1570.813153
24015;7;Benavides;24;León;Castilla y León;0;0;0;1;5;29787.01209;9418.518665;6274.53556;5938.204078;1918.450035
24016;7;Benuza;24;León;Castilla y León;0;0;0;0;5;19114.31839;5731.912812;13183.24949;11348.57631;3287.399343
24017;7;Bercianos del Páramo;24;León;Castilla y León;0;0;0;0;3;27810.48131;5421.623663;5212.704836;5583.12035;1469.105409
24018;7;Bercianos del Real Camino;24;León;Castilla y León;0;0;0;0;1;38732.44362;4779.733343;10115.00363;10267.20229;2139.389158
24019;7;Berlanga del Bierzo;24;León;Castilla y León;0;1;0;0;1;19135.97802;6582.067056;7272.193216;5275.036042;1754.620866
24020;7;Boca de Huérgano;24;León;Castilla y León;0;0;0;0;9;32657.31684;13978.18011;19634.46778;12394.25645;2890.440607
24021;7;Boñar;24;León;Castilla y León;0;2;0;1;1;11836.03811;4991.428347;17574.45162;6769.228702;5261.509821
24022;7;Borrenes;24;León;Castilla y León;0;0;0;0;3;11518.46913;7575.294802;6551.69579;10066.41237;1596.400822
24023;7;Brazuelo;24;León;Castilla y León;0;0;0;0;9;34420.50132;4497.521532;10390.96961;11442.55983;1751.224804
24024;7;El Burgo Ranero;24;León;Castilla y León;0;0;0;0;4;31961.75608;10262.03224;15392.33794;15379.68275;2152.197956
24025;7;Burón;24;León;Castilla y León;0;1;0;0;5;29207.44031;8849.702121;25434.69361;10740.932;2850.361209
24026;7;Bustillo del Páramo;24;León;Castilla y León;0;1;0;0;7;25186.35011;10530.72578;4715.361368;8699.392282;1446.675913
24027;7;Cabañas Raras;24;León;Castilla y León;0;1;0;0;2;5531.854158;9465.749575;4691.774307;7503.187089;1486.336115
24028;7;Cabreros del Río;24;León;Castilla y León;0;0;0;0;2;19431.28939;15608.3899;8001.753046;11400.44462;1339.71745
24029;7;Cabrillanes;24;León;Castilla y León;0;1;0;0;2;13953.44079;7575.804248;13495.29318;11614.81145;4400.427587
24030;7;Cacabelos;24;León;Castilla y León;0;2;6;1;3;9474.775441;12231.69512;1890.088698;3511.91704;1535.162582
24031;7;Calzada del Coto;24;León;Castilla y León;0;0;0;0;2;43077.30452;6967.625343;5970.442745;6069.922145;2425.197432
24032;7;Campazas;24;León;Castilla y León;0;0;0;0;1;21786.37141;8164.985585;7476.460739;9328.439344;1842.476009
24033;7;Campo de Villavidel;24;León;Castilla y León;0;0;0;0;2;15530.73228;9693.188898;6966.26043;10803.5491;1237.643515
24034;7;Camponaraya;24;León;Castilla y León;0;2;6;0;4;3508.977639;7769.669038;1815.406207;4610.121692;1269.000162
24036;7;Candín;24;León;Castilla y León;0;0;0;0;1;31041.68902;3275.216386;18479.76868;7525.997312;4305.5457
24037;7;Cármenes;24;León;Castilla y León;0;0;0;0;1;29975.14555;3373.755698;12758.52361;14177.95579;4593.201215
24038;7;Carracedelo;24;León;Castilla y León;0;1;0;0;6;8012.00709;7027.778548;2983.574516;5604.360085;1011.319049
24039;7;Carrizo;24;León;Castilla y León;0;0;4;0;3;20870.53114;4302.872981;2903.672346;10556.34158;1951.125653
24040;7;Carrocera;24;León;Castilla y León;0;0;0;0;5;22411.38807;5383.637948;9023.835389;9238.08261;2061.459803
24041;7;Carucedo;24;León;Castilla y León;0;0;0;0;5;15052.82379;11565.59673;5916.352626;8807.858247;1250.975037
24042;7;Castilfalé;24;León;Castilla y León;0;0;0;0;1;31796.03703;11825.13633;11248.42369;9086.979077;2067.689456
24043;7;Castrillo de Cabrera;24;León;Castilla y León;0;0;0;0;4;22078.83478;4228.808553;19791.98505;8606.435795;2882.317756
24044;7;Castrillo de la Valduerna;24;León;Castilla y León;0;0;0;0;1;44087.56838;4043.686668;15522.84937;17009.67581;1935.780604
24046;7;Castrocalbón;24;León;Castilla y León;0;1;2;0;4;34097.26809;5712.228519;3861.68224;13273.38028;2458.003412
24047;7;Castrocontrigo;24;León;Castilla y León;0;1;0;0;6;44642.20167;4571.963573;14181.62992;18441.51025;2562.482561
24049;7;Castropodame;24;León;Castilla y León;0;1;0;0;7;13188.0061;4669.346524;3251.537342;5533.273378;1508.261448
24050;7;Castrotierra de Valmadrigal;24;León;Castilla y León;0;0;0;0;1;36703.51179;9092.233034;17228.96037;16841.81891;2111.493402
24051;7;Cea;24;León;Castilla y León;0;0;0;0;4;39185.05882;2356.04803;12133.00054;12663.83385;2688.170686
24052;7;Cebanico;24;León;Castilla y León;0;0;0;0;1;16212.66983;8782.736758;18766.02328;10927.24511;3817.543383
24053;7;Cebrones del Río;24;León;Castilla y León;0;0;0;0;3;31227.54175;3637.536887;5049.711653;6884.011372;1191.129346
24054;7;Cimanes de la Vega;24;León;Castilla y León;0;0;0;0;2;13223.14463;8530.156281;4138.59258;12613.31502;1371.219
24055;7;Cimanes del Tejar;24;León;Castilla y León;0;1;0;0;5;16300.53865;3414.361134;5652.961775;13078.20429;2306.252566
24056;7;Cistierna;24;León;Castilla y León;0;1;0;1;4;8958.191374;9624.909159;21844.8804;5540.795014;2547.821982
24057;7;Congosto;24;León;Castilla y León;0;0;8;0;4;10079.71561;4811.247343;1822.921546;6773.429208;1279.25761
24058;7;Corbillos de los Oteros;24;León;Castilla y León;0;0;0;0;1;19961.11719;3469.663749;10296.49611;9784.995567;1794.47675
24059;7;Corullón;24;León;Castilla y León;0;0;0;0;1;17553.58577;6170.166773;5507.541256;6243.206783;2563.509496
24060;7;Crémenes;24;León;Castilla y León;0;1;0;0;1;11663.18926;7689.040778;23234.60368;10077.46886;3981.447258
24061;7;Cuadros;24;León;Castilla y León;0;0;0;0;6;11530.07872;7757.764679;6593.098429;8833.322691;2735.013549
24062;7;Cubillas de los Oteros;24;León;Castilla y León;0;0;0;0;2;22314.37415;2315.121291;8812.246675;9480.890639;1139.412516
24063;7;Cubillas de Rueda;24;León;Castilla y León;0;1;0;0;2;18865.41322;3886.547397;25022.70528;7473.456955;2979.837072
24064;7;Cubillos del Sil;24;León;Castilla y León;0;0;0;0;3;10680.59848;4072.632341;5066.780316;6806.771262;1703.466316
24065;7;Chozas de Abajo;24;León;Castilla y León;0;0;4;0;9;14518.33859;5751.602561;3429.990046;11955.1301;1442.898689
24066;7;Destriana;24;León;Castilla y León;0;0;0;0;3;46505.82351;7269.697986;11997.55306;14589.59311;2141.338775
24067;7;Encinedo;24;León;Castilla y León;0;0;0;1;7;31684.95624;5712.436184;17815.79757;7768.06642;3195.47228
24068;7;La Ercina;24;León;Castilla y León;0;0;0;0;2;6955.684524;7677.728707;27501.72688;7688.110226;3525.594831
24069;7;Escobar de Campos;24;León;Castilla y León;0;0;0;0;1;48748.77562;8364.464041;7858.59874;6854.879076;1701.400421
24070;7;Fabero;24;León;Castilla y León;0;0;0;1;5;23200.46362;12619.55892;10741.19268;3199.812712;1685.540191
24071;7;Folgoso de la Ribera;24;León;Castilla y León;0;0;8;0;5;24828.16858;4290.792715;5531.394705;7701.613084;1489.187724
24073;7;Fresno de la Vega;24;León;Castilla y León;0;0;0;0;1;25556.62079;6530.143101;5119.839293;6383.315793;1434.995642
24074;7;Fuentes de Carbajal;24;León;Castilla y León;0;0;0;0;2;26541.84038;7125.443443;10159.86414;10675.72562;2022.972798
24076;7;Garrafe de Torío;24;León;Castilla y León;0;1;0;0;4;9997.09175;10856.90088;8697.358446;9554.013521;2531.436487
24077;7;Gordaliza del Pino;24;León;Castilla y León;0;0;0;0;1;41994.09592;13370.96976;10233.94863;10544.04325;2095.872891
24078;7;Gordoncillo;24;León;Castilla y León;0;0;0;0;1;27009.19314;6222.76137;7319.353831;7239.060884;1988.039295
24079;7;Gradefes;24;León;Castilla y León;0;0;0;1;3;17945.47902;8642.165534;19901.06205;7644.261073;3870.641799
24080;7;Grajal de Campos;24;León;Castilla y León;0;1;0;0;1;50710.53459;3478.41962;6058.803837;6047.121662;1819.564201
24081;7;Gusendos de los Oteros;24;León;Castilla y León;0;0;0;0;2;24011.8588;9292.349203;11507.7555;11087.72016;1310.968604
24082;7;Hospital de Órbigo;24;León;Castilla y León;0;1;0;0;1;28542.4785;9260.846437;2357.181547;4508.012455;823.641198
24083;7;Igüeña;24;León;Castilla y León;0;0;0;1;7;23735.06022;4420.963048;12519.74665;7202.082496;2534.407227
24084;7;Izagre;24;León;Castilla y León;0;0;0;0;3;41016.78005;6119.835285;19706.0244;8330.379305;1588.397826
24086;7;Joarilla de las Matas;24;León;Castilla y León;0;0;0;0;3;43094.36905;5755.191759;15380.41842;14206.06975;2278.349174
24087;7;Laguna Dalga;24;León;Castilla y León;0;0;0;0;3;33278.28932;4995.499146;4329.147681;4991.10421;1804.051734
24088;7;Laguna de Negrillos;24;León;Castilla y León;0;0;6;0;2;25805.38687;10311.28623;3395.331057;13205.14072;2514.408588
24089;7;León;24;León;Castilla y León;5;31;70;4;11;1704.358938;4190.281716;1262.780316;1741.294896;1041.059556
24090;7;Lucillo;24;León;Castilla y León;0;1;0;0;6;25160.69247;18521.99128;16819.80321;15677.09269;2907.305063
24091;7;Luyego;24;León;Castilla y León;0;0;0;0;6;37468.73778;4901.361699;18609.83881;17248.51687;2853.00205
24092;7;Llamas de la Ribera;24;León;Castilla y León;0;1;0;0;4;23002.89589;10911.88467;7509.73387;15606.22741;2330.139572
24093;7;Magaz de Cepeda;24;León;Castilla y León;0;0;0;0;6;39028.53752;7849.637952;12512.4388;12492.73518;1866.764501
24094;7;Mansilla de las Mulas;24;León;Castilla y León;0;1;4;1;1;16713.7756;4598.873204;4049.234731;4458.597894;2283.639186
24095;7;Mansilla Mayor;24;León;Castilla y León;0;0;0;0;3;10945.15934;4802.051387;2889.535854;3147.169664;923.49023
24096;7;Maraña;24;León;Castilla y León;0;0;0;0;1;25006.85984;10046.05908;16092.49274;15049.11502;2882.65152
24097;7;Matadeón de los Oteros;24;León;Castilla y León;0;0;0;0;1;30498.93893;4613.942023;12919.05397;12715.60407;2300.098277
24098;7;Matallana de Torío;24;León;Castilla y León;0;0;0;1;2;21774.1935;3476.760461;11166.90438;3519.494977;2609.330423
24099;7;Matanza;24;León;Castilla y León;0;0;0;0;3;36314.41229;5803.333318;12694.87466;10929.79675;2101.623837
24100;7;Molinaseca;24;León;Castilla y León;0;1;0;0;2;11430.02052;7502.516641;5377.558184;10182.17975;4373.600727
24101;7;Murias de Paredes;24;León;Castilla y León;0;0;2;0;4;16515.06526;5896.378087;5660.873682;10913.47242;3332.27135
24102;7;Noceda del Bierzo;24;León;Castilla y León;0;1;0;0;4;23516.40985;6025.829249;8796.505889;9010.415827;2141.423613
24103;7;Oencia;24;León;Castilla y León;0;0;0;0;2;28989.28824;9423.89843;16720.50461;16799.8073;3780.562806
24104;7;Las Omañas;24;León;Castilla y León;0;0;0;0;4;24353.28311;6628.178936;12044.83249;20828.31073;1276.320598
24105;7;Onzonilla;24;León;Castilla y León;0;0;0;0;5;7429.603841;11372.75984;2789.752391;7332.9057;887.677706
24106;7;Oseja de Sajambre;24;León;Castilla y León;0;1;0;0;4;29710.0125;8025.825356;19661.79188;11464.5733;2191.466507
24107;7;Pajares de los Oteros;24;León;Castilla y León;0;0;0;0;5;28067.96654;3844.047053;7639.55633;7257.14869;1630.650425
24108;7;Palacios de la Valduerna;24;León;Castilla y León;0;0;2;0;2;40741.83896;6615.268771;2369.852638;4847.208145;1411.837412
24109;7;Palacios del Sil;24;León;Castilla y León;0;0;0;0;9;11212.66882;4607.358316;9745.657081;8555.638383;2251.21344
24110;7;Páramo del Sil;24;León;Castilla y León;0;0;2;0;7;19928.43888;9065.379207;6408.116669;10424.81213;3020.144254
24112;7;Peranzanes;24;León;Castilla y León;0;0;0;0;1;27420.63718;13276.43892;14389.14655;8999.371334;3977.808144
24113;7;Pobladura de Pelayo García;24;León;Castilla y León;0;0;0;0;1;31625.30233;6704.281059;6211.591243;9023.348445;2176.412566
24114;7;La Pola de Gordón;24;León;Castilla y León;0;4;4;1;15;26635.44138;3969.82928;5248.178798;5545.744307;1597.816833
24115;7;Ponferrada;24;León;Castilla y León;3;23;100;1;12;7949.765918;5615.013392;7012.14484;8871.461791;3269.814416
24116;7;Posada de Valdeón;24;León;Castilla y León;0;1;0;0;3;33205.85708;7701.529277;19584.39346;16440.75945;3109.337629
24117;7;Pozuelo del Páramo;24;León;Castilla y León;0;0;0;0;3;19311.43392;4502.735503;6000.428547;17229.03964;1522.76936
24118;7;Prado de la Guzpeña;24;León;Castilla y León;0;0;0;0;1;13640.52244;11698.4134;14316.82089;8428.095952;2058.90228
24119;7;Priaranza del Bierzo;24;León;Castilla y León;0;0;0;0;1;8502.831726;4576.712719;5703.900905;10109.17013;2999.792016
24120;7;Prioro;24;León;Castilla y León;0;0;0;0;2;18859.47813;7367.812801;15679.67628;8703.211165;2204.786943
24121;7;Puebla de Lillo;24;León;Castilla y León;0;1;2;0;2;23769.93797;14394.63321;8966.099892;16993.90714;4681.465616
24122;7;Puente de Domingo Flórez;24;León;Castilla y León;0;0;2;1;5;19137.38236;10650.84425;4770.469765;4353.707524;1660.734997
24123;7;Quintana del Castillo;24;León;Castilla y León;0;1;0;0;12;33413.27236;18684.5;14867.55683;15911.35369;1748.523375
24124;7;Quintana del Marco;24;León;Castilla y León;0;1;0;0;2;26702.88824;11371.73029;5463.910756;11650.97575;1693.109949
24125;7;Quintana y Congosto;24;León;Castilla y León;0;0;0;0;6;43039.01514;6304.053189;11256.38781;15760.24614;1727.582113
24127;7;Regueras de Arriba;24;León;Castilla y León;0;0;0;0;2;35389.21337;8506.024034;6167.100278;3702.727463;1106.513427
24129;7;Reyero;24;León;Castilla y León;0;0;0;0;0;13335.56108;5992.492607;18651.95257;13485.95359;6631.891251
24130;7;Riaño;24;León;Castilla y León;0;2;0;1;3;21399.18568;8457.540445;24275.4686;4271.618315;2719.986699
24131;7;Riego de la Vega;24;León;Castilla y León;0;1;0;0;4;41304.68818;12560.08005;5391.824725;9531.499493;1367.903292
24132;7;Riello;24;León;Castilla y León;0;0;2;0;4;28797.85118;16539.26827;7015.147147;15332.50891;3202.565989
24133;7;Rioseco de Tapia;24;León;Castilla y León;0;0;0;0;3;17316.70331;8812.284137;11831.99618;14891.48865;3222.106636
24134;7;La Robla;24;León;Castilla y León;0;1;4;1;10;17270.03711;10901.09676;4093.540948;3706.028249;1603.291345
24136;7;Roperuelos del Páramo;24;León;Castilla y León;0;0;2;0;3;26305.04445;5428.255784;3211.139522;12586.43548;1866.122811
24137;7;Sabero;24;León;Castilla y León;1;0;0;0;2;2575.10326;5707.394572;25476.92093;4742.830555;1437.540081
24139;7;Sahagún;24;León;Castilla y León;0;1;6;1;5;49583.33744;12330.07855;6088.158301;5933.236727;2199.944932
24141;7;San Adrián del Valle;24;León;Castilla y León;0;0;0;0;1;14430.17922;8906.322761;3412.726503;14471.75855;1803.108587
24142;7;San Andrés del Rabanedo;24;León;Castilla y León;1;2;16;1;5;7251.871897;3336.554304;4518.601453;6474.587061;1886.242267
24143;7;Sancedo;24;León;Castilla y León;0;0;0;0;2;11107.66862;13369.6909;6655.833634;8768.650021;2000.922362
24144;7;San Cristóbal de la Polantera;24;León;Castilla y León;0;0;0;0;9;35422.49665;18800.67554;5922.443552;9901.514638;873.285052
24145;7;San Emiliano;24;León;Castilla y León;0;1;0;1;1;25197.00389;6622.707002;15882.49316;6117.261489;5471.845059
24146;7;San Esteban de Nogales;24;León;Castilla y León;0;0;0;0;1;27731.92849;8321.751772;3828.244699;11260.15948;2142.215283
24148;7;San Justo de la Vega;24;León;Castilla y León;0;1;2;0;4;37555.11452;10992.511;2893.956523;5086.486724;1881.738927
24149;7;San Millán de los Caballeros;24;León;Castilla y León;0;0;0;0;1;31705.07025;7660.295346;3405.277133;5642.064791;2380.562993
24150;7;San Pedro Bercianos;24;León;Castilla y León;0;0;0;0;2;23197.67632;14180.51755;5830.906096;6880.225967;1520.473092
24151;7;Santa Colomba de Curueño;24;León;Castilla y León;0;1;0;0;3;16193.3927;10564.52272;16314.10902;12800.83809;2612.689561
24152;7;Santa Colomba de Somoza;24;León;Castilla y León;0;0;0;0;2;26409.46768;2903.259243;9896.645682;16338.80307;3818.743946
24153;7;Santa Cristina de Valmadrigal;24;León;Castilla y León;0;0;0;0;2;30880.7531;9556.196922;17116.60577;17068.08965;1854.128993
24154;7;Santa Elena de Jamuz;24;León;Castilla y León;0;0;0;0;3;32916.89101;9426.593949;6587.847873;7084.127559;2235.007616
24155;7;Santa María de la Isla;24;León;Castilla y León;0;0;0;0;2;38677.93011;8375.512874;3572.187233;7558.252641;986.68818
24156;7;Santa María del Monte de Cea;24;León;Castilla y León;0;0;0;0;5;34649.33371;8843.179423;16426.15091;13445.14589;1910.302007
24157;7;Santa María del Páramo;24;León;Castilla y León;0;2;6;1;1;29554.6057;14202.30926;1957.802619;2103.688204;1727.348388
24158;7;Santa María de Ordás;24;León;Castilla y León;0;0;0;0;1;24109.28138;17429.5918;12917.37593;18347.35188;1951.772135
24159;7;Santa Marina del Rey;24;León;Castilla y León;0;0;2;0;5;24033.23887;4071.230126;3335.82799;5055.389875;1307.288915
24160;7;Santas Martas;24;León;Castilla y León;0;1;0;0;6;21775.26927;16743.16647;8388.575966;8638.584;2061.815768
24161;7;Santiago Millas;24;León;Castilla y León;0;0;0;0;5;42457.07601;10399.94763;6951.982792;8093.144868;1338.765695
24162;7;Santovenia de la Valdoncina;24;León;Castilla y León;0;0;4;0;5;6743.537215;4530.850789;1735.300485;5573.559322;1121.456742
24163;7;Sariegos;24;León;Castilla y León;0;0;8;0;4;5322.862414;7273.727295;2206.255508;6983.627335;1735.290287
24164;7;Sena de Luna;24;León;Castilla y León;0;0;0;0;7;30754.36041;6639.394192;12327.35849;10178.73625;2375.624571
24165;7;Sobrado;24;León;Castilla y León;0;0;0;0;4;19755.47732;6607.593177;8171.739704;10959.49741;1370.40452
24166;7;Soto de la Vega;24;León;Castilla y León;0;0;2;0;6;38319.14988;7437.01814;2040.19495;4174.383874;830.728836
24167;7;Soto y Amío;24;León;Castilla y León;0;0;0;0;4;29051.42492;7434.771338;8217.870595;18758.18896;2135.987783
24168;7;Toral de los Guzmanes;24;León;Castilla y León;0;0;0;0;1;27975.81744;12085.53141;6303.515076;7575.804248;1734.128611
24169;7;Toreno;24;León;Castilla y León;0;0;6;1;4;19114.19674;2796.692862;4464.029832;4846.570264;2565.001411
24170;7;Torre del Bierzo;24;León;Castilla y León;0;0;22;0;9;22854.65951;3418.631392;4123.42797;9899.427272;2332.783263
24171;7;Trabadelo;24;León;Castilla y León;0;1;0;0;1;20883.60481;4997.81138;7624.436611;7486.818608;3095.641809
24172;7;Truchas;24;León;Castilla y León;0;1;0;1;2;34324.07419;2236.329842;13175.96406;6915.823981;4804.666711
24173;7;Turcia;24;León;Castilla y León;0;0;6;0;4;24756.5517;3710.998466;2836.398289;5717.20901;1682.612916
24174;7;Urdiales del Páramo;24;León;Castilla y León;0;0;2;0;3;28973.52638;10774.71311;2414.7671;4137.026004;1544.809539
24175;7;Valdefresno;24;León;Castilla y León;0;0;0;0;1;6803.032622;12179.32876;6309.785185;8538.10982;2761.742253
24176;7;Valdefuentes del Páramo;24;León;Castilla y León;0;0;0;0;2;35198.9824;5732.620296;6512.43973;6143.787102;1448.710723
24177;7;Valdelugueros;24;León;Castilla y León;0;0;0;0;2;25476.91392;5081.455656;7577.984679;14947.9841;4157.207512
24178;7;Valdemora;24;León;Castilla y León;0;0;0;0;1;29584.08711;5641.707529;11644.92526;9619.082867;1654.753063
24179;7;Valdepiélago;24;León;Castilla y León;0;0;0;0;1;20060.43631;6312.502179;16662.85167;7120.09051;3044.752227
24180;7;Valdepolo;24;León;Castilla y León;0;1;0;0;9;25586.32712;5585.209718;16606.65937;8493.013722;2371.660866
24181;7;Valderas;24;León;Castilla y León;0;1;2;1;1;21752.01366;10647.81616;4043.511979;4143.597507;3252.847836
24182;7;Valderrey;24;León;Castilla y León;0;0;0;0;7;42783.93839;4142.345551;6790.453779;8834.805021;1333.393464
24183;7;Valderrueda;24;León;Castilla y León;0;0;0;0;3;17998.49299;9817.207446;11022.06216;9481.638915;3198.07111
24184;7;Valdesamario;24;León;Castilla y León;0;0;0;0;2;31739.11084;12362.88469;12269.60415;15183.04118;3588.100067
24185;7;Val de San Lorenzo;24;León;Castilla y León;0;0;0;0;3;39390.60292;8666.268013;8878.96069;9910.858663;1558.03256
24187;7;Valdevimbre;24;León;Castilla y León;0;0;2;0;6;20460.50338;6866.657461;3987.047816;10713.19666;1408.504186
24188;7;Valencia de Don Juan;24;León;Castilla y León;0;1;4;1;1;31416.66901;14907.88667;3293.348844;3414.361134;2625.138008
24189;7;Valverde de la Virgen;24;León;Castilla y León;0;1;0;0;6;9274.253052;5574.994509;5691.629308;7663.491068;1769.399833
24190;7;Valverde-Enrique;24;León;Castilla y León;0;0;0;0;2;36844.71035;4853.214441;18601.14313;15414.09054;1934.117367
24191;7;Vallecillo;24;León;Castilla y León;0;0;0;0;2;37591.17092;4382.181352;14879.48697;15131.30688;1383.850177
24193;7;La Vecilla;24;León;Castilla y León;0;1;0;0;1;18028.26087;10644.69496;18458.30328;7881.520453;3227.258404
24194;7;Vegacervera;24;León;Castilla y León;0;0;0;0;1;26759.4074;13214.66528;9885.746906;6920.969668;2826.582252
